Relation,Count,Ratio
停留,4,0.23%
液,4,0.23%
適合,4,0.23%
滲,4,0.23%
困難,4,0.23%
回,4,0.23%
光片,4,0.23%
新鮮,4,0.23%
除,4,0.23%
穿透,4,0.23%
專業,4,0.23%
比較,4,0.23%
屬,4,0.23%
要求,4,0.23%
帶,4,0.23%
示,4,0.23%
替代,4,0.23%
機構,4,0.23%
超高,4,0.23%
平衡,4,0.23%
超過,4,0.23%
廢棄,4,0.23%
晶片,4,0.23%
說,4,0.23%
投入,4,0.23%
稀釋,4,0.23%
從事,4,0.23%
該,4,0.23%
1,4,0.23%
所,4,0.23%
試,4,0.23%
快速,4,0.23%
評估,4,0.23%
設定,4,0.23%
晶矽,4,0.23%
導致,4,0.23%
燒結,4,0.23%
交換,4,0.23%
蝕,4,0.23%
沖洗,4,0.23%
沉澱,4,0.23%
燃,4,0.23%
新,4,0.23%
蝕刻,4,0.23%
攪拌,4,0.23%
主要,4,0.23%
見,4,0.23%
介紹,4,0.23%
異,4,0.23%
 化,4,0.23%
劣化,4,0.23%
矽,4,0.23%
瞭解,4,0.23%
接觸,4,0.23%
提升,4,0.23%
確保,4,0.23%
揮發,3,0.17%
成品,3,0.17%
排入,3,0.17%
蒸出,3,0.17%
反應,3,0.17%
掌握,3,0.17%
表面,3,0.17%
計算,3,0.17%
原物料,3,0.17%
防,3,0.17%
手冊,3,0.17%
原有,3,0.17%
換,3,0.17%
蒸發,3,0.17%
最,3,0.17%
混入,3,0.17%
著,3,0.17%
萃取劑,3,0.17%
提昇,3,0.17%
開發,3,0.17%
過程,3,0.17%
取代,3,0.17%
水泥,3,0.17%
緩慢,3,0.17%
審核,3,0.17%
容易,3,0.17%
定,3,0.17%
完整,3,0.17%
透析,3,0.17%
安全,3,0.17%
嚴重,3,0.17%
因應,3,0.17%
取決,3,0.17%
大於,3,0.17%
固化,3,0.17%
進,3,0.17%
永續,3,0.17%
運用,3,0.17%
增進,3,0.17%
增大,3,0.17%
堵,3,0.17%
單晶,3,0.17%
洗,3,0.17%
氟化,3,0.17%
轉速,3,0.17%
應,3,0.17%
微粒,3,0.17%
試劑,3,0.17%
可能,3,0.17%
重複,3,0.17%
堝,3,0.17%
調整,3,0.17%
極,3,0.17%
廢溶劑,3,0.17%
浸,3,0.17%
締合,3,0.17%
配,3,0.17%
機相,3,0.17%
欲,3,0.17%
工作,3,0.17%
屬於,3,0.17%
少,3,0.17%
得到,3,0.17%
破壞,3,0.17%
零件,3,0.17%
電荷,3,0.17%
離,3,0.17%
再,3,0.17%
切,3,0.17%
 用,3,0.17%
冷卻,3,0.17%
說明,3,0.17%
燒成,3,0.17%
出現,3,0.17%
漏,3,0.17%
切成,3,0.17%
滲透,3,0.17%
組合,3,0.17%
介質,3,0.17%
分成,3,0.17%
燒製,3,0.17%
分解,3,0.17%
人員,3,0.17%
產製,3,0.17%
相同,3,0.17%
佔,3,0.17%
高達,3,0.17%
當,3,0.17%
保護,3,0.17%
無色,3,0.17%
力,3,0.17%
積體,3,0.17%
偏低,3,0.17%
白,3,0.17%
2005,3,0.17%
作業,3,0.17%
2,3,0.17%
為主,3,0.17%
充分,3,0.17%
量,3,0.17%
濃度,3,0.17%
作用,3,0.17%
/,3,0.17%
mol,3,0.17%
保持,3,0.17%
電子,3,0.17%
 出,3,0.17%
節,3,0.17%
前,3,0.17%
二,3,0.17%
現象,3,0.17%
分配,3,0.17%
特別,3,0.17%
﹕,3,0.17%
一定,3,0.17%
一,3,0.17%
矽晶棒,3,0.17%
削,3,0.17%
℃,3,0.17%
上升,3,0.17%
下降,2,0.11%
量產,2,0.11%
自,2,0.11%
負,2,0.11%
變,2,0.11%
穩定性,2,0.11%
變成,2,0.11%
彙整,2,0.11%
引起,2,0.11%
丙醇,2,0.11%
環保,2,0.11%
劑,2,0.11%
平坦,2,0.11%
自動化,2,0.11%
積,2,0.11%
徹底,2,0.11%
現況,2,0.11%
中央系統,2,0.11%
年,2,0.11%
微,2,0.11%
循環,2,0.11%
對,2,0.11%
比,2,0.11%
詳細,2,0.11%
比為,2,0.11%
導入,2,0.11%
析出,2,0.11%
建立,2,0.11%
濾,2,0.11%
棒,2,0.11%
工具,2,0.11%
轉成,2,0.11%
工業,2,0.11%
數,2,0.11%
模板,2,0.11%
生物,2,0.11%
趨向,2,0.11%
較,2,0.11%
檢出,2,0.11%
能,2,0.11%
差排,2,0.11%
能源,2,0.11%
購置,2,0.11%
6,2,0.11%
三,2,0.11%
生,2,0.11%
廢氣,2,0.11%
若,2,0.11%
下,2,0.11%
廢液,2,0.11%
上,2,0.11%
能力,2,0.11%
產品,2,0.11%
資料,2,0.11%
腐敗,2,0.11%
良好,2,0.11%
A,2,0.11%
延長,2,0.11%
腐蝕,2,0.11%
~,2,0.11%
業 ,2,0.11%
負責,2,0.11%
瓶裝,2,0.11%
IC,2,0.11%
不盡,2,0.11%
必要,2,0.11%
 為,2,0.11%
明顯,2,0.11%
撰,2,0.11%
摻雜,2,0.11%
摻配,2,0.11%
搭配,2,0.11%
裝有,2,0.11%
精製,2,0.11%
精,2,0.11%
 多,2,0.11%
石英,2,0.11%
碰撞,2,0.11%
短,2,0.11%
提,2,0.11%
製作,2,0.11%
確定,2,0.11%
推廣,2,0.11%
 收,2,0.11%
 業,2,0.11%
 水,2,0.11%
據,2,0.11%
矽砂,2,0.11%
 kcal/kg,2,0.11%
效率,2,0.11%
／,2,0.11%
新穎,2,0.11%
－,2,0.11%
斑痕,2,0.11%
研究,2,0.11%
方法,2,0.11%
敏感,2,0.11%
效益,2,0.11%
效果,2,0.11%
收,2,0.11%
放置,2,0.11%
放入,2,0.11%
％,2,0.11%
表,2,0.11%
改變,2,0.11%
改為,2,0.11%
 LCA,2,0.11%
收縮,2,0.11%
 洗,2,0.11%
探討,2,0.11%
50,2,0.11%
蒸,2,0.11%
成立,2,0.11%
有害,2,0.11%
流,2,0.11%
訪視,2,0.11%
了確,2,0.11%
成本,2,0.11%
成形,2,0.11%
例,2,0.11%
白色,2,0.11%
乃為,2,0.11%
有關,2,0.11%
稱,2,0.11%
40,2,0.11%
設置,2,0.11%
木材,2,0.11%
未來,2,0.11%
連結,2,0.11%
5.4,2,0.11%
5.5,2,0.11%
流入,2,0.11%
所有,2,0.11%
流體,2,0.11%
 計,2,0.11%
 物,2,0.11%
確認,2,0.11%
採取,2,0.11%
磨料,2,0.11%
排,2,0.11%
理論,2,0.11%
指,2,0.11%
持續,2,0.11%
 資,2,0.11%
有助於,2,0.11%
相當,2,0.11%
 進,2,0.11%
利於,2,0.11%
移向,2,0.11%
抑制,2,0.11%
留下,2,0.11%
相中,2,0.11%
才,2,0.11%
氟,2,0.11%
原料,2,0.11%
泵,2,0.11%
保,2,0.11%
粉,2,0.11%
泄,2,0.11%
法,2,0.11%
適宜,2,0.11%
緻,2,0.11%
緩衝,2,0.11%
保證,2,0.11%
保留,2,0.11%
清,2,0.11%
車,2,0.11%
即,2,0.11%
因,2,0.11%
粗糙,2,0.11%
更新,2,0.11%
更改,2,0.11%
長,2,0.11%
促使,2,0.11%
鑄造,2,0.11%
熔化,2,0.11%
油,2,0.11%
熔融,2,0.11%
基板,2,0.11%
分開,2,0.11%
過高,2,0.11%
培養,2,0.11%
依,2,0.11%
開,2,0.11%
拉出,2,0.11%
半導體,2,0.11%
長出,2,0.11%
協助,2,0.11%
依賴,2,0.11%
占,2,0.11%
地,2,0.11%
備用,2,0.11%
約,2,0.11%
開採,2,0.11%
全,2,0.11%
滿足,2,0.11%
維護,2,0.11%
飽和,2,0.11%
合法,2,0.11%
取,2,0.11%
項目,2,0.11%
釋出,2,0.11%
涵蓋,2,0.11%
細,2,0.11%
液體,2,0.11%
其他,2,0.11%
消除,2,0.11%
澄清,2,0.11%
預,2,0.11%
細小,2,0.11%
酸洗,2,0.11%
出貨,2,0.11%
黏土,2,0.11%
出來,2,0.11%
混雜,2,0.11%
高速,2,0.11%
單,2,0.11%
問題,2,0.11%
高於,2,0.11%
儲存,2,0.11%
還,2,0.11%
原,2,0.11%
錯合,2,0.11%
含水,2,0.11%
體積,2,0.11%
電路,2,0.11%
濃縮,2,0.11%
淨化,2,0.11%
配料,2,0.11%
供作,2,0.11%
基本,2,0.11%
總,2,0.11%
減低,2,0.11%
安裝,2,0.11%
加溫,2,0.11%
割,2,0.11%
剩餘,2,0.11%
存於,2,0.11%
存在,2,0.11%
特,2,0.11%
完善,2,0.11%
雖然,2,0.11%
關閉,2,0.11%
包含,2,0.11%
則,2,0.11%
交付,2,0.11%
缺乏,2,0.11%
特性,2,0.11%
乾燥,2,0.11%
如何,2,0.11%
剷除,2,0.11%
不少,2,0.11%
追蹤,2,0.11%
破損,2,0.11%
考,2,0.11%
乙醇,2,0.11%
密封,2,0.11%
管理,2,0.11%
乾淨,2,0.11%
割成,2,0.11%
容器,2,0.11%
置,2,0.11%
特殊,2,0.11%
統計,2,0.11%
絕大,2,0.11%
包裝,2,0.11%
委外,2,0.11%
細微,2,0.11%
分離出來,2,0.11%
燃料,2,0.11%
位於,2,0.11%
壓,2,0.11%
運輸,2,0.11%
似,2,0.11%
污,2,0.11%
仰賴,2,0.11%
以,2,0.11%
溶於,2,0.11%
運轉,2,0.11%
外,2,0.11%
進口,2,0.11%
溶液,2,0.11%
率,2,0.11%
交由,2,0.11%
失效,2,0.11%
簽訂,2,0.11%
溶,2,0.11%
作,2,0.11%
终,2,0.11%
水分,2,0.11%
給,1,0.06%
經驗,1,0.06%
破碎,1,0.06%
蒸餾塔,1,0.06%
磁場,1,0.06%
硝酸,1,0.06%
終止,1,0.06%
細菌,1,0.06%
處置,1,0.06%
磨損,1,0.06%
硬度,1,0.06%
破損晶,1,0.06%
確實,1,0.06%
經濟部,1,0.06%
綜合,1,0.06%
薄,1,0.06%
蒸發罐,1,0.06%
藉由,1,0.06%
組織,1,0.06%
硬體,1,0.06%
碳,1,0.06%
維,1,0.06%
維修,1,0.06%
經營,1,0.06%
經,1,0.06%
薄膜,1,0.06%
處,1,0.06%
破損片,1,0.06%
組分,1,0.06%
管,1,0.06%
磨擦,1,0.06%
磨粒,1,0.06%
聚,1,0.06%
聚氟,1,0.06%
窯,1,0.06%
簡化,1,0.06%
聚集,1,0.06%
缺,1,0.06%
空氣,1,0.06%
繁殖,1,0.06%
繁多,1,0.06%
空,1,0.06%
總量,1,0.06%
簡述為,1,0.06%
簡易,1,0.06%
籃,1,0.06%
縮短,1,0.06%
站,1,0.06%
聘請,1,0.06%
範圍,1,0.06%
而成,1,0.06%
而,1,0.06%
置於,1,0.06%
置入,1,0.06%
而定,1,0.06%
缺點,1,0.06%
第二,1,0.06%
而言,1,0.06%
聘用,1,0.06%
耗,1,0.06%
缺少,1,0.06%
耗時,1,0.06%
缺口,1,0.06%
耗費,1,0.06%
聊天,1,0.06%
腐蝕性,1,0.06%
膜袋口,1,0.06%
縮小,1,0.06%
移動,1,0.06%
編制,1,0.06%
編,1,0.06%
花費,1,0.06%
純鹼,1,0.06%
英坩,1,0.06%
萃入,1,0.06%
秒,1,0.06%
程 ,1,0.06%
礦物質,1,0.06%
線鋸機,1,0.06%
線,1,0.06%
著重,1,0.06%
蒐集,1,0.06%
細化,1,0.06%
純酸,1,0.06%
純淨,1,0.06%
自於,1,0.06%
粉屑,1,0.06%
穩,1,0.06%
自由,1,0.06%
籌建,1,0.06%
自給,1,0.06%
自行,1,0.06%
縮到,1,0.06%
臺灣,1,0.06%
編寫,1,0.06%
稱之為,1,0.06%
臻,1,0.06%
等待,1,0.06%
編列,1,0.06%
程度,1,0.06%
純水,1,0.06%
給予,1,0.06%
   多,1,0.06%
處理業,1,0.06%
拉,1,0.06%
來自,1,0.06%
來源,1,0.06%
來台,1,0.06%
拉速,1,0.06%
拉製,1,0.06%
拉晶,1,0.06%
拉成,1,0.06%
落實,1,0.06%
黏,1,0.06%
落,1,0.06%
金屬,1,0.06%
更精,1,0.06%
更遠,1,0.06%
更換,1,0.06%
龐大,1,0.06%
鼓風機,1,0.06%
來說,1,0.06%
冷,1,0.06%
冷凝後分離,1,0.06%
綠色,1,0.06%
不當,1,0.06%
不清楚,1,0.06%
不殘餘,1,0.06%
不會,1,0.06%
不整,1,0.06%
不宜,1,0.06%
不定,1,0.06%
不好,1,0.06%
不外乎,1,0.06%
不可見,1,0.06%
不佳,1,0.06%
不上,1,0.06%
不 斷地,1,0.06%
異性,1,0.06%
率降低,1,0.06%
黏著,1,0.06%
高級,1,0.06%
限制,1,0.06%
難,1,0.06%
靜電,1,0.06%
靜置,1,0.06%
電熱,1,0.06%
電池,1,0.06%
電性,1,0.06%
電中性,1,0.06%
難免,1,0.06%
雜質,1,0.06%
高濃度,1,0.06%
雙回路,1,0.06%
集中,1,0.06%
隨底,1,0.06%
隔,1,0.06%
陰離子,1,0.06%
陰,1,0.06%
除去,1,0.06%
非,1,0.06%
項,1,0.06%
順利,1,0.06%
須,1,0.06%
高漲,1,0.06%
高含,1,0.06%
高低,1,0.06%
體系,1,0.06%
體材料,1,0.06%
驗收,1,0.06%
馬達,1,0.06%
養化,1,0.06%
顯,1,0.06%
顧,1,0.06%
頻率,1,0.06%
頭尾,1,0.06%
預測,1,0.06%
預期,1,0.06%
預估,1,0.06%
不竭,1,0.06%
不能,1,0.06%
不變,1,0.06%
離 子,1,0.06%
切削劑,1,0.06%
切出,1,0.06%
識,1,0.06%
狀態,1,0.06%
立,1,0.06%
淋,1,0.06%
離子,1,0.06%
理,1,0.06%
不足,1,0.06%
易精確,1,0.06%
易燃,1,0.06%
易成,1,0.06%
易吸,1,0.06%
利益,1,0.06%
輪磨,1,0.06%
陸運,1,0.06%
切屑,1,0.06%
切換,1,0.06%
切斷,1,0.06%
切除,1,0.06%
）,1,0.06%
（,1,0.06%
都用,1,0.06%
逸散,1,0.06%
逸 出,1,0.06%
精度,1,0.06%
精餾法,1,0.06%
精確,1,0.06%
益,1,0.06%
降溫,1,0.06%
行銷,1,0.06%
行政院環境保護署,1,0.06%
行 ,1,0.06%
行,1,0.06%
度,1,0.06%
六,1,0.06%
留,1,0.06%
流量,1,0.06%
量 ,1,0.06%
兩端切出,1,0.06%
兩種,1,0.06%
兩相,1,0.06%
兩,1,0.06%
說明書,1,0.06%
塞,1,0.06%
參考依循,1,0.06%
參考,1,0.06%
參,1,0.06%
數據,1,0.06%
不易滋生,1,0.06%
不易建立,1,0.06%
不易吸附,1,0.06%
不列入,1,0.06%
不銹,1,0.06%
良率,1,0.06%
量毛,1,0.06%
流式,1,0.06%
濾器,1,0.06%
流回,1,0.06%
流動,1,0.06%
了更高,1,0.06%
了確保,1,0.06%
領班,1,0.06%
零差排成長,1,0.06%
裂,1,0.06%
連續化,1,0.06%
連續,1,0.06%
連接,1,0.06%
練,1,0.06%
力不同,1,0.06%
力 ,1,0.06%
濾除,1,0.06%
濾紙,1,0.06%
限於,1,0.06%
防爆,1,0.06%
融熔,1,0.06%
變得,1,0.06%
資料庫,1,0.06%
資源化,1,0.06%
貼,1,0.06%
買賣,1,0.06%
貴,1,0.06%
貯油槽,1,0.06%
負荷,1,0.06%
變化,1,0.06%
評 ,1,0.06%
謂,1,0.06%
諱言,1,0.06%
調配,1,0.06%
誤法,1,0.06%
認為,1,0.06%
詳述,1,0.06%
試驗,1,0.06%
購買,1,0.06%
起燃,1,0.06%
超越,1,0.06%
超音波,1,0.06%
轉型為,1,0.06%
轉化為,1,0.06%
轉化,1,0.06%
轉入,1,0.06%
轉,1,0.06%
輸入,1,0.06%
輕微,1,0.06%
輔助,1,0.06%
輔 助,1,0.06%
載明,1,0.06%
載,1,0.06%
較少,1,0.06%
越來,1,0.06%
越,1,0.06%
超精密,1,0.06%
詢問,1,0.06%
許可,1,0.06%
防潮,1,0.06%
補償,1,0.06%
製造業,1,0.06%
製造到,1,0.06%
製備,1,0.06%
製作成,1,0.06%
裝進,1,0.06%
裝入,1,0.06%
補助,1,0.06%
裁,1,0.06%
設計書,1,0.06%
被,1,0.06%
表示,1,0.06%
表 ,1,0.06%
衍生,1,0.06%
衍,1,0.06%
螯合物,1,0.06%
融解,1,0.06%
複合,1,0.06%
要,1,0.06%
要點,1,0.06%
規則,1,0.06%
設有,1,0.06%
設施,1,0.06%
設,1,0.06%
記錄,1,0.06%
討,1,0.06%
訂定,1,0.06%
觸媒,1,0.06%
解離,1,0.06%
解決,1,0.06%
解,1,0.06%
觀點,1,0.06%
觀,1,0.06%
規格,1,0.06%
規定,1,0.06%
規劃為,1,0.06%
轉換,1,0.06%
轉換為,1,0.06%
轉盤,1,0.06%
醋酸,1,0.06%
重力,1,0.06%
重金屬,1,0.06%
重視,1,0.06%
重新,1,0.06%
重成分,1,0.06%
重,1,0.06%
釋放,1,0.06%
酸性,1,0.06%
轉移到,1,0.06%
配製,1,0.06%
配方,1,0.06%
配成,1,0.06%
部份,1,0.06%
選擇性,1,0.06%
選 出,1,0.06%
選,1,0.06%
釐清,1,0.06%
鈣污,1,0.06%
鋸,1,0.06%
鋸出,1,0.06%
防治,1,0.06%
關係,1,0.06%
間,1,0.06%
開關,1,0.06%
開盒,1,0.06%
開發出,1,0.06%
開回,1,0.06%
長晶,1,0.06%
鑲理,1,0.06%
鐵渣,1,0.06%
鍵,1,0.06%
鍛造,1,0.06%
錯合物,1,0.06%
錯,1,0.06%
鋼材,1,0.06%
遷移,1,0.06%
遭遇,1,0.06%
適用,1,0.06%
造,1,0.06%
通稱為,1,0.06%
通用,1,0.06%
這樣,1,0.06%
這些,1,0.06%
逐片切割而得,1,0.06%
透明,1,0.06%
逆,1,0.06%
送至,1,0.06%
送往,1,0.06%
送入,1,0.06%
送交,1,0.06%
返回,1,0.06%
迅速,1,0.06%
轉運,1,0.06%
轉變成,1,0.06%
速率,1,0.06%
造 ,1,0.06%
適應,1,0.06%
進步,1,0.06%
遠心,1,0.06%
遠,1,0.06%
遞減,1,0.06%
道,1,0.06%
過小,1,0.06%
過大,1,0.06%
過多,1,0.06%
運行,1,0.06%
運達,1,0.06%
運送,1,0.06%
運至,1,0.06%
運作,1,0.06%
運,1,0.06%
進度表,1,0.06%
進料口,1,0.06%
送,1,0.06%
氟酸,1,0.06%
破,1,0.06%
凝成,1,0.06%
刻蝕,1,0.06%
刻,1,0.06%
到達,1,0.06%
刪除,1,0.06%
判斷,1,0.06%
刊,1,0.06%
分離出所欲,1,0.06%
分餾,1,0.06%
分選出,1,0.06%
分述,1,0.06%
分段,1,0.06%
分散,1,0.06%
分布,1,0.06%
分寄,1,0.06%
分出,1,0.06%
出流,1,0.06%
出單,1,0.06%
削用,1,0.06%
前述,1,0.06%
剝,1,0.06%
加速,1,0.06%
化學式,1,0.06%
化學品,1,0.06%
化 ,1,0.06%
包,1,0.06%
勝任,1,0.06%
動,1,0.06%
助,1,0.06%
加設,1,0.06%
剝離,1,0.06%
加熱,1,0.06%
加強,1,0.06%
加壓,1,0.06%
加上,1,0.06%
劇減,1,0.06%
創,1,0.06%
割完,1,0.06%
出口,1,0.06%
凝,1,0.06%
侷限,1,0.06%
凍去,1,0.06%
價格,1,0.06%
僅,1,0.06%
傾斜,1,0.06%
傳遞到,1,0.06%
傳統,1,0.06%
傳導,1,0.06%
傳入,1,0.06%
催化,1,0.06%
做成,1,0.06%
做好,1,0.06%
偏,1,0.06%
假設,1,0.06%
值得,1,0.06%
倒,1,0.06%
個,1,0.06%
修改,1,0.06%
信越,1,0.06%
優先,1,0.06%
優於,1,0.06%
儲,1,0.06%
公司,1,0.06%
兼任,1,0.06%
兼,1,0.06%
具體意見,1,0.06%
具備,1,0.06%
其分離,1,0.06%
共沸,1,0.06%
共,1,0.06%
八,1,0.06%
充,1,0.06%
內數,1,0.06%
內部,1,0.06%
內,1,0.06%
入,1,0.06%
光亮,1,0.06%
先行,1,0.06%
充當,1,0.06%
化成,1,0.06%
化案,1,0.06%
化為,1,0.06%
區分為,1,0.06%
圓經,1,0.06%
圓片,1,0.06%
圓形,1,0.06%
圍,1,0.06%
國際,1,0.06%
固體,1,0.06%
因素,1,0.06%
回送,1,0.06%
嚴,1,0.06%
噴霧,1,0.06%
單成分,1,0.06%
單容器,1,0.06%
單元,1,0.06%
單位,1,0.06%
商業,1,0.06%
品質,1,0.06%
呈,1,0.06%
圓錐狀,1,0.06%
在膜,1,0.06%
坩,1,0.06%
塗佈,1,0.06%
多久,1,0.06%
外來,1,0.06%
外緣,1,0.06%
壓擠,1,0.06%
增高,1,0.06%
增強,1,0.06%
增 ,1,0.06%
塗上,1,0.06%
垃圾,1,0.06%
塔底污,1,0.06%
報道,1,0.06%
報告,1,0.06%
堆置,1,0.06%
基金會,1,0.06%
基於,1,0.06%
型,1,0.06%
吸,1,0.06%
吳永俊,1,0.06%
含氯,1,0.06%
即為,1,0.06%
原成,1,0.06%
原始,1,0.06%
原則,1,0.06%
原先,1,0.06%
厚度,1,0.06%
厚,1,0.06%
卻,1,0.06%
即可,1,0.06%
原理,1,0.06%
危險,1,0.06%
印刷,1,0.06%
半徑,1,0.06%
半合成型,1,0.06%
半 ,1,0.06%
十餘,1,0.06%
十二,1,0.06%
原物,1,0.06%
反覆,1,0.06%
含氟,1,0.06%
合格,1,0.06%
同樣,1,0.06%
同時,1,0.06%
同,1,0.06%
合理,1,0.06%
合適,1,0.06%
合資,1,0.06%
合約,1,0.06%
合成,1,0.06%
取出,1,0.06%
合大,1,0.06%
合上,1,0.06%
台灣,1,0.06%
可行性,1,0.06%
可知,1,0.06%
取自,1,0.06%
取樣,1,0.06%
保存,1,0.06%
依沸點不同,1,0.06%
研提,1,0.06%
 示,1,0.06%
.................................................,1,0.06%
.........,1,0.06%
.,1,0.06%
--,1,0.06%
 切,1,0.06%
 留,1,0.06%
 力,1,0.06%
 參 ,1,0.06%
 綠,1,0.06%
 錯,1,0.06%
 邁 ,1,0.06%
 造,1,0.06%
 透,1,0.06%
 足,1,0.06%
 言,1,0.06%
 衡,1,0.06%
 術,1,0.06%
.................................................................,1,0.06%
..................................................................................,1,0.06%
0.10,1,0.06%
"15,000",1,0.06%
3.1,1,0.06%
27,1,0.06%
26,1,0.06%
24,1,0.06%
200,1,0.06%
20,1,0.06%
152.8,1,0.06%
130,1,0.06%
0999,1,0.06%
12.5,1,0.06%
12 月,1,0.06%
107,1,0.06%
105,1,0.06%
1.72,1,0.06%
"1,500",1,0.06%
"1,000",1,0.06%
 管路,1,0.06%
 研,1,0.06%
依據,1,0.06%
 矽,1,0.06%
 加,1,0.06%
 分離之目,1,0.06%
 分離,1,0.06%
 分,1,0.06%
 出含,1,0.06%
 共沸現象,1,0.06%
 備,1,0.06%
 低,1,0.06%
 WAX,1,0.06%
 D,1,0.06%
  表,1,0.06%
  晶冠,1,0.06%
  尾部,1,0.06%
  g,1,0.06%
  ASTM,1,0.06%
   ＜1   ＜1   ＜1   ＜5   ＜5   ,1,0.06%
   異,1,0.06%
 加熱,1,0.06%
 勻,1,0.06%
 去疵,1,0.06%
 求,1,0.06%
 相,1,0.06%
 當,1,0.06%
 球 ,1,0.06%
 營,1,0.06%
 燒,1,0.06%
 源,1,0.06%
 游,1,0.06%
 止,1,0.06%
 否,1,0.06%
 應,1,0.06%
 少,1,0.06%
 對,1,0.06%
 實,1,0.06%
 宜,1,0.06%
 定,1,0.06%
 固化,1,0.06%
4,1,0.06%
4.1,1,0.06%
