Entity,EntityIndex,Relation,RelationIndex
"['檢測', '試區的檢測']","[2, 7]","['不同', '於測']","[3, 4]"
"['測試', '產品的電性功能', '檢測']","[3, 9, 11]","['做', '是', '功能', '作']","[1, 4, 9, 10]"
"['電氣測試值來', '製程', '問題']","[4, 6, 9]","['即', '值來', '分析', '有']","[0, 4, 5, 8]"
"['製程', '換上', '測試配件']","[0, 2, 6]","['換上', '不同']","[2, 3]"
"['其流程', '下面幾道作業', '針測', '是', '中', '顆晶粒', '特性']","[1, 5, 10, 13, 16, 21, 23]","['包括', ' \r\n \r\n  \r\n', ' \r\n \r\n', '晶圓', '測試', '晶圓']","[2, 6, 7, 8, 14, 15]"
"['其', '良品']","[0, 3]",['為不'],[2]
"['', '低來判斷', '製造', '是否']","[0, 3, 6, 8]","['晶圓', '', '誤']","[4, 6, 10]"
"['晶圓', '過程']","[2, 5]","['表示', '製造', '過程']","[0, 3, 5]"
"['電路的產品', '其', '晶圓針', '測試結果資料', '雷射修補機']","[3, 5, 8, 15, 20]","['針', '測時', '產生', '資料', '送往']","[8, 9, 11, 15, 17]"
"['修補機的控制電腦', '資料']","[4, 8]","['可', '資料']","[5, 8]"
"['目的', '上', '烤乾']","[2, 8, 11]","['烘烤', '有', '']","[0, 3, 11]"
['有需求'],[1],"['有', '出貨']","[0, 3]"
"['', '電子產品', '過程']","[0, 3, 6]","['是', '生產']","[1, 4]"
"['需要', '']","[0, 5]","['需要', '加以', '組裝']","[0, 2, 3]"
"['封裝', '一功能']","[0, 5]","['即可', '達到']","[1, 2]"
"['電子元件', '訊號傳遞', '電路', '輸送']","[1, 5, 11, 13]","['可', '電路', '加以']","[7, 11, 12]"
"['封裝', '一功能']","[1, 4]",[],[]
"['封裝材料', '功能']","[4, 6]","['是', '功能']","[0, 6]"
"['封裝', '晶片提供', '', '強度']","[0, 5, 7, 9]","['易碎', '晶片', '提供', '']","[2, 4, 5, 7]"
"['封裝', '功能']","[0, 6]","['能', '提供']","[2, 3]"
"['使用者', '', '', '', '環境']","[0, 3, 5, 7, 9]","['使用者', '提供', '', '']","[0, 1, 3, 7]"
"['依', '材料可', '兩種']","[2, 5, 8]","[' \r\n \r\n', '可', '分為', '陶瓷']","[0, 5, 6, 7]"
['塑膠封裝'],[2],"['封裝', '為主']","[2, 3]"
"['塑膠封裝', '為例']","[1, 5]","['封裝', '打線', '接合', '為例']","[1, 3, 4, 5]"
"['晶圓背面', '膠帶', '鋼製的框架']","[4, 6, 11]","['要', '背面', '貼上', '並置', '框架']","[1, 4, 5, 7, 11]"
"['晶片切割機', '切割']","[5, 8]","['送至', '進行', '切割']","[3, 7, 8]"
"['框架的支撐', '膠帶皺摺', '晶粒']","[3, 7, 10]","['支撐', '可', '避免', '使', '碰撞']","[3, 4, 5, 9, 12]"
"['導線架', '晶粒一個', '位置']","[2, 7, 10]","['是', '提供', '黏著']","[3, 4, 8]"
"['電路', '腳']","[7, 9]","['設', '有', '可', '延伸']","[1, 2, 3, 4]"
"['個導線架', '設計', '個晶粒座']","[2, 7, 11]","['不同', '設計', '可以', '有']","[5, 7, 8, 9]"
['陣式的多排法'],[5],"['有', '成矩']","[0, 1]"
"['晶粒座', '晶粒的位置', '銀膠']","[4, 9, 12]","['要', '預定', '位置', '點上']","[1, 5, 9, 11]"
"['切割的晶圓', '晶粒', '取放臂一顆一顆', '晶粒座']","[3, 6, 14, 21]","['臂', '地置', '放在', '點膠', '座']","[10, 15, 16, 18, 21]"
"['成品', '右圖']","[2, 4]","['右圖', '所示']","[4, 5]"
"['導線架', '了晶粒', '位置']","[1, 3, 6]","['提供', '黏著']","[2, 4]"
"['電路', '腳']","[7, 9]","['並預', '設', '有', '可', '延伸']","[0, 1, 2, 3, 4]"
"['個導線架上一同', '可', '個或', '粒座']","[4, 6, 10, 12]","['有', '一']","[7, 8]"
"['晶粒', '接點為第一銲點']","[0, 5]","['接點為', '銲點']","[3, 5]"
"['完成', '晶', '導線架則如圖']","[0, 3, 7]","['完成', '如圖', '所示']","[0, 7, 8]"
"['目的', '數點', '由']","[4, 7, 12]","['\r\n  \r\n \r\n', '封膠', '有', '濕氣', '等']","[0, 2, 5, 10, 11]"
[''],[4],"['提供', '能', '夠', '手持', '']","[0, 1, 2, 3, 4]"
"['銲線', '導線架置', '框架']","[1, 5, 7]","['完成', '放於']","[2, 6]"
[''],[4],"['是', '重要']","[1, 3]"
"['印字不', '字跡', '退貨', '情形']","[3, 6, 10, 14]","['會', '有', '清晰', '斷裂', '遭致', '印字']","[0, 1, 4, 7, 9, 12]"
"['方式', '幾種', '像', '印字', '上']","[1, 4, 8, 12, 15]","['有', '\r\n \r\n', '印式', '直接', '印字', '在', '膠體']","[2, 5, 6, 7, 12, 13, 14]"
['印字'],[3],"['要', '使', '清晰且']","[1, 2, 4]"
"['印字機', '程序', '工作以', '']","[2, 6, 11, 14]","['有', '每', '印字']","[3, 8, 13]"
"['條導線架', '晶粒']","[3, 9]","['要', '封裝', '好']","[0, 6, 7]"
"['', '用材料', '凸出', '切除']","[4, 8, 11, 13]","['要', '', '']","[1, 4, 11]"
"['引腳', '種', '形狀']","[4, 7, 11]","['是', '壓成', '設計']","[0, 5, 9]"
"['', '為確定', '完成', '是否']","[3, 6, 9, 11]","[' \r\n \r\n', '定', '封裝', '完成', '', '使用']","[1, 6, 7, 8, 9, 13]"
"['項目', '', '整性共面度', '印字', '清晰及膠體', '等的外觀檢驗']","[1, 5, 8, 10, 14, 21]","['包括', '有', '外觀']","[2, 16, 20]"
['功能'],[5],"['可', '發揮']","[0, 2]"
"['封裝的材料', '塑膠兩種']","[3, 8]","['用於', '封裝', '可', '分為']","[0, 1, 5, 6]"
"['封裝', '成本']","[0, 2]",['低廉'],[3]
"['大量生產且', '表面黏著技術的需求']","[1, 9]","['能', '夠滿', '足']","[2, 3, 4]"
"['封裝', '塑膠封裝', '', '散熱能', '']","[0, 3, 6, 9, 11]","['具有', '比擬']","[1, 5]"
['出入接腳數'],[4],"['可', '提供']","[0, 1]"
"['等', '仍', '使用', '必要性']","[2, 4, 6, 10]","['封裝', '']","[8, 9]"
"['技術', '晶片', '於導線架']","[0, 3, 6]","['固定', '線架']","[4, 6]"
"['屬線將晶片', '電路', '導線架', '引腳']","[3, 6, 8, 11]",['接'],[13]
"['晶片', '高分子捲帶', '金屬電路']","[3, 6, 10]","['是', '電路', '接']","[0, 10, 12]"
"['高輸出入接腳數', '優點']","[4, 6]","['能', '提供']","[0, 1]"
"['重量', '小', '上']","[3, 7, 9]","['適用', '需要', '輕', '']","[0, 2, 4, 7]"
"['接合', '年代中']","[3, 8]","['為', '中', '而']","[4, 8, 11]"
"['技術', '晶粒的金屬墊上', '凸塊']","[0, 5, 7]","['墊上', '生成']","[5, 6]"
"['晶粒', '基版', '接點']","[2, 4, 7]","['翻轉', '對準']","[0, 3]"
['尺寸'],[3],"['能', '縮', '小']","[0, 1, 2]"
"['為', '', '方式']","[2, 6, 8]","['看好', '為', '潛力']","[1, 2, 5]"
['賴焊接方'],[1],"['賴焊', '可', '達成']","[0, 2, 3]"
"['七', '封裝型態\r\n \r\n', '產品', '試機台']","[0, 4, 7, 13]","['\r\n \r\n', '可適', '用性']","[4, 14, 15]"
"['一', '表面黏著型']","[0, 4]",['為'],[1]
['接方'],[1],"['賴焊', '可', '達成']","[0, 2, 3]"
"['插件方式', '', '路板結合']","[3, 5, 8]","['是', '方式', '讓']","[0, 3, 4]"
"['這種封裝的材料', '塑膠']","[3, 6]","['可以', '是']","[4, 5]"
"['64隻腳', '電子元件', '這種封裝型態', '']","[1, 5, 10, 12]","['是', '態', '包裝']","[6, 10, 11]"
[],[],"['一', '樣']","[0, 1]"
"['44隻腳', '電子元件']","[2, 6]","['大於', '是', '轉往']","[0, 8, 9]"
"['態包括', '等']","[2, 4]","['系列型', '態', '有', '等']","[0, 1, 3, 4]"
"['三', '引腳', '前面']","[1, 5, 8]",['三'],[1]
[''],[3],"['是', '長']","[0, 1]"
"['腳數', '前兩者']","[2, 6]","['要', '前兩者', '些']","[3, 5, 9]"
"['種', '裡面']","[0, 4]","['是', '縮', '裡面']","[1, 2, 4]"
"['它', '', '電路板結合']","[0, 8, 12]","['一', '樣', '也', '用', '電', '結合']","[2, 3, 4, 6, 10, 12]"
"['', '經']","[3, 5]","['封裝', '']","[2, 3]"
"['五', '高腳數', '邊', '包裝']","[1, 7, 9, 12]","['五', ' \r\n \r\n', '是', '一', '種']","[1, 2, 3, 4, 5]"
"['其', '搭配的包裝型式']","[2, 6]","['會', '有']","[0, 1]"
"['下表', '我們', '邏輯性產品', '包裝型態', '', '']","[1, 4, 8, 14, 16, 20]","['下表', '可以', '看到', '是']","[1, 5, 6, 15]"
['產品'],[3],"['測試', '產品']","[1, 3]"
['產品'],[1],"['確定', '能', '運作']","[0, 2, 4]"
"['測試的機台', '據產品', '測試項目', '測試程式', '檢驗', '繁多']","[2, 4, 8, 14, 18, 20]","['測試', '項目', '載入']","[0, 8, 10]"
"['引腳', '項性質印字', '損傷']","[2, 6, 8]","['包含', '項目']","[0, 10]"
"['成品', '諸多項性質的檢驗']","[0, 7]","['接腳', '重要']","[1, 9]"
"['其流程', '下面幾道作業', '線備 \r\n \r\n', '', '將預備', '']","[1, 5, 9, 12, 15, 19]","['包括', '\r\n  \r\n \r\n', '上', '線備', ' \r\n \r\n', '上線', '用意', '要', '上線', '測試', '', '待測品']","[2, 6, 7, 8, 9, 10, 13, 16, 17, 18, 19, 20]"
"['一盤', '放', '規格']","[1, 4, 7]","['可以', '放']","[2, 3]"
"['測品的外形', '有']","[2, 4]","['有', '不同']","[4, 5]"
"['待測品', '分類機', '將待測品']","[1, 4, 8]","['機', '可以', '定位']","[4, 6, 9]"
"['', '機械機構', '']","[2, 5, 8]","['使', '可以', '自動', '上下料']","[0, 6, 7, 9]"
"['二', '測品']","[1, 4]","[' \r\n   \r\n', '待', '入庫']","[2, 3, 6]"
['就是上測試機台去'],[3],"['測試', '如']","[4, 5]"
"['測試機台', '試產品的電性功能種類', '邏輯', '記憶', '測試機及混合式測試機']","[1, 7, 10, 12, 18]","['種類', '可以', '分為']","[7, 8, 9]"
"['', '功能', '測品', '電性訊號']","[0, 2, 6, 10]","['在', '於發', '出待', '所需']","[3, 4, 5, 7]"
"['測品', '訊號', '電性訊號']","[2, 4, 10]","['接受', '訊號', '回應']","[0, 4, 7]"
"['一', '測品', '測試程式']","[5, 7, 12]","['是', '測品', '寫']","[1, 7, 9]"
"['種', '測品其產品的電性特性及測試機台測試', '限制']","[1, 12, 14]","['能', '而', '不同']","[13, 15, 17]"
"['測品', '一家測試廠']","[0, 4]",['廠'],[4]
"['許多', '種產品電性特性的測試機台', '其', '機台外']","[1, 10, 13, 18]","['有', '適合', '可', '供', '選擇']","[0, 2, 11, 12, 14]"
"['測品', '電性測', '一些測試配件', '進行測試', '結構']","[1, 5, 10, 18, 21]","['要', '完成', '需要', ' \r\n \r\n\r\n', '\r\n \r\n', '待', '測試']","[2, 3, 7, 11, 12, 14, 17]"
"['其內', '機械機構', '測品一顆顆', '準容器', '', '測試機台的測試頭', '測試']","[0, 3, 7, 9, 12, 17, 20]","['有', '準容器', '送到', '接受']","[1, 9, 13, 19]"
"['結果', '測試機台', '分類機內']","[1, 4, 8]","['機台', '內傳', '到']","[4, 5, 6]"
"['分類機會', '其', '顆', '測品的電性測試結果', '過程', '有', '裝置']","[1, 3, 5, 11, 15, 19, 21]","['結果', '來作', '分類', '機內', '升溫']","[11, 12, 13, 18, 20]"
"['測品', '溫度的測試環境']","[2, 11]","['提供', '測試', '所需', '測試']","[0, 4, 6, 7]"
"['分類機的降溫', '氮氣']","[2, 7]","['是', '靠']","[5, 6]"
"['測試效果', '不同']","[1, 4]","['會', '有所']","[2, 3]"
"['測試機台', '很多個測試頭']","[1, 7]","['會', '有']","[3, 4]"
"['個測試頭', '一部', '分類機', '針測機']","[3, 8, 11, 13]","['可以', '接上']","[4, 6]"
"['一部測試機台', '與多台的分類機及針測機']","[3, 12]","['可以', '針測', '機', '相連']","[4, 11, 12, 13]"
"['其', '方式', '平行處理及乒乓處理']","[0, 3, 10]","['連接', '可', '分為']","[1, 4, 5]"
"['指', '測試機台']","[1, 6]","['指', '是', '試機台']","[0, 2, 6]"
"['多台分類機', '測試程式', '批', '測品']","[3, 8, 11, 13]","['程式', '測試']","[8, 9]"
"['後者', '測試機台']","[0, 5]","['是', '試機台']","[1, 5]"
"['多台分類機', '測試程式', '不同', '測品的測試']","[3, 8, 11, 15]","['程式', '進行']","[8, 10]"
['上測試機台'],[2],"['要', '測試']","[0, 3]"
"['測試機台有能', '測品']","[4, 9]","['有', '力測', '試']","[3, 5, 6]"
"['客戶', '']","[2, 4]","['是', '提供']","[1, 3]"
"['3', '測試機台介面', '這是一個', '測品接腳', '訊號']","[0, 4, 9, 13, 16]","['介面', '是', '要', '訊號']","[4, 7, 10, 16]"
"['測品的電性特性及外形接腳數的不同', '很多種類']","[8, 12]","['不同', '有']","[8, 10]"
"['批', '測品', '測試機台的測試次', '相同']","[1, 3, 8, 10]",[],[]
['客戶的要求'],[5],"['要', '看']","[1, 2]"
"['二', '三次的測試']","[1, 6]",['經過'],[0]
['每次的測試環境溫度要求'],[5],"['會', '不同']","[6, 8]"
"['一道', '用', '溫度']","[1, 3, 5]","['那', '要', '用']","[0, 2, 3]"
"['客戶', '測品', '不同']","[4, 7, 10]","['視不', '有所']","[1, 9]"
['每次測試'],[1],"['測試', '完']","[1, 2]"
"['測品', '產生']","[5, 7]","['可能', '會']","[0, 1]"
"['三', '記憶體性產品']","[1, 7]","[' \r\n \r\n', '測試']","[2, 4]"
"['目', '待測品一個', '高', '環境']","[0, 7, 11, 14]","['在', '於', '提供']","[1, 2, 3]"
"['測品', '理特性未', '機台測試的流程']","[0, 3, 12]","['前', '後續']","[5, 7]"
"['作業的目', '測試機台測試的待測品']","[2, 10]","['完成', '抽出']","[5, 11]"
"['測試機台', '測試程式', '機台測試', '變下']","[1, 4, 7, 9]",[],[]
"['可能', '測試機台', '程式有', '測試', '損壞測試', '瑕疵等']","[1, 4, 8, 10, 13, 17]","['有', '是', '故障', '問題', '過程', '原因']","[0, 2, 5, 9, 14, 18]"
['批待測品'],[3],"['能', '住']","[0, 4]"
"['或', '檢腳 \r\n \r\n檢', '測品', '對稱性', '', '等']","[3, 7, 10, 13, 15, 17]","['）', '驗待', '測品']","[0, 8, 9]"
"['會有些利用人力', '檢驗']","[3, 5]","['會', '有些', '利用', '來作']","[0, 1, 2, 4]"
['進烘烤爐'],[2],"['必需', '進烘', '進行', '烘烤']","[0, 1, 4, 5]"
"['測品', '水氣']","[0, 2]",['烘乾'],[3]
"['產品', '客戶手中']","[0, 4]",['送至'],[2]
"['測品', '其客戶的指示']","[3, 8]","[' \r\n \r\n', '指示']","[0, 8]"
['船期的安排'],[4],"['需要', '考慮']","[0, 1]"
