Entity,EntityIndex,Relation,RelationIndex
"['石英坩堝表面', '不', '狀']","[5, 8, 10]","['廢棄', '殘留', '規則', '多', '晶矽']","[0, 7, 9, 11, 12]"
"['人工', '分離']","[1, 4]","['利用', '進行', '敲碎']","[0, 2, 3]"
[' 洗'],[2],"['進行', '酸', '清潔']","[0, 1, 3]"
"['', '矽晶頭尾', '成分']","[0, 3, 5]","['廢', '料', '接近']","[1, 4, 6]"
"['矽晶圓', '過程', '：研磨']","[1, 3, 8]","['製造', '拋光']","[2, 9]"
"['後', '後方', '長晶原料']","[0, 5, 9]","['酸洗', '作為']","[4, 7]"
"['晶圓', '過程係', '切割機', '混合之切削劑作為', '用途']","[0, 3, 6, 11, 13]","['切割', '', '冷卻']","[1, 9, 12]"
"['過程', '']","[2, 4]","['帶走', '切割', '產生', '熱']","[0, 1, 3, 5]"
"['切片', '單元', '切削油']","[0, 2, 5]","['生產', '產生', '廢']","[1, 3, 4]"
"['化學', ' 刻製程', '濃度硝酸', '混酸', '微蝕作業']","[0, 3, 7, 10, 13]","['蝕', '不同', '組成', '進行']","[1, 5, 8, 11]"
"['半導體業', '磷酸', '鋼鐵業', '鹽酸之 單一']","[1, 3, 6, 11]","['廢', '廢', '成份酸不同']","[2, 7, 12]"
"['蝕刻作業後的廢混酸', '時']","[4, 9]","['欲', '進行', '利用']","[5, 6, 8]"
"['純度氮氣', '傳輸氣體']","[2, 5]","['高', '作為']","[0, 3]"
"['IPA廢溶 劑會經過', '淨化', '便', '重新']","[5, 8, 10, 12]","['回收', '以']","[7, 9]"
"['晶圓製造業每年', '事業廢棄 物', '2,918公噸']","[2, 6, 9]",['產出'],[3]
"['處理處置', '2,558公噸']","[1, 4]",[],[]
"['表3.2-', '矽晶圓片製造業廢棄物產出情形及清理', '廢棄物代碼廢棄物名稱再利用資源化率%D-0799', '混合物2-100D-0801', '纖維-2780D-0802廢', '-22  0   D', '0803廢布-2200D-0899廢纖維或其他棉、布等', '-34  0   ', '-0902無機性污泥11535124.7-0903非有害油泥33', '48D-', '污泥混合物-530D', '非有害廢集塵灰或其混合物-90D-1504非有害', '廢液或溶劑 3', '100   D', '1799', '混合物  -  ', '  0   D-1801', '垃圾', '5840.17D-2399一般廢化學物質混合物1011   E-', '廢電子零組件', '不良 品8-100   E-0399其他無法歸類之混合五金', '10-100   R-0201廢塑膠', '  -  100   R-0403  廢陶瓷  2  -  100   R-0701  廢木材14  -  100', '-0910氟化', '  -  100   R-2408  廢活性', '4-100總計3602,55812.4資料來源：行政院環境保護署事業廢棄物管制中心95年', '資料彙整']","[2, 11, 25, 34, 43, 47, 63, 67, 82, 86, 94, 113, 118, 121, 123, 126, 130, 132, 147, 152, 168, 177, 188, 192, 197, 212, 215]","['', '木材', '廢', '-', 'D', '0999', '下腳品', '泥', '27']","[10, 27, 35, 48, 68, 87, 153, 194, 195]"
"['其', '時間']","[0, 5]","['發展', '變']","[1, 7]"
['毒性之原料'],[6],"['用', '有']","[2, 3]"
"['本章節', '環境', '設計及廠內', '觀點']","[2, 4, 9, 12]","['化', '管理']","[5, 10]"
"['環境特性資訊', '公司', '生產及持續', '參考依據之外']","[2, 7, 13, 18]","['了', '做為', '來', '清潔', '改善', '']","[4, 6, 9, 10, 14, 15]"
"['範疇長晶磊晶 拋光研磨切割拉晶', '晶矽磊晶片單晶矽', '割片研磨片拋光片-24', '  本作業主要的研究對象為八吋矽晶圓拋光片']","[9, 14, 20, 33]","['多', ' 切', '-']","[10, 15, 21]"
"['矽晶圓', '下游晶片', ' 廠之主要材料', '作業之研究範疇為搖籃']","[0, 4, 9, 16]","['係', '為', '製造', '到', '大門']","[1, 2, 5, 17, 18]"
"['晶圓', '後段製程之環境特性分析', '半導體公司案例', '先期準備工作']","[0, 7, 12, 22]","['製造', '說', '邁向', '清潔', '生產']","[1, 13, 16, 17, 18]"
"['套設備', 'TA-SA與 FR', '4', '陶瓷']","[1, 5, 7, 10]","['使用', '基板']","[2, 11]"
"['晶圓', '後段製程之環境特性分析', '半導體公司案例說', '：', '生產之先期準備工作']","[0, 7, 12, 14, 21]","['製造', '邁向', '清潔']","[1, 15, 16]"
"['物料', '資源', '產品產量資料']","[1, 3, 8]",['使用'],[4]
"['氣體', '氫氣']","[4, 6]","['使用', '為']","[2, 5]"
['一片八吋矽晶圓拋'],[7],"['生產', '光片']","[0, 8]"
"['後段製程之環境特性分析', '公司案', '：', '清潔', '先期', '工作']","[6, 10, 12, 14, 17, 19]","['製造', '邁向', '生產', '準備']","[0, 13, 15, 18]"
"['晶圓', '後段製程之環境特性分析', '半  導體公司案例說明：', '先期', '工作']","[0, 7, 15, 20, 22]","['製造', '邁向', '清潔', '生產', '準備']","[1, 16, 17, 18, 21]"
"['', '後', '產品']","[1, 3, 6]","['研磨', '拋光', ' 成']","[0, 2, 5]"
"['本作業中', '晶矽之污染負荷', '1.1倍做為化學', '矽 晶圓片之污染負荷值']","[3, 9, 15, 21]","['多', '乘', '蝕刻']","[5, 10, 16]"
"['2,775公里計算；由', '空運至桃園']","[4, 9]",[],[]
"['2,450公里計算由日本']",[5],[],[]
"['2,346公里計算']",[3],[],[]
"['3', '結果', '軟體之分析結果']","[0, 3, 8]",['分析'],[2]
"['環境議題', '能源', '全球溫 暖化議題與廢水中COD及SS的排放']","[4, 6, 20]","['重視', '為', '消耗']","[1, 5, 7]"
"['二氧化碳', '量方面', '差異']","[1, 4, 9]","['排放', '有', '大']","[2, 5, 7]"
"['導體公司廠內每', '一片八吋矽晶圓', '光片約', 'MJ的能源']","[5, 11, 14, 19]","['生產', '拋', '40']","[6, 12, 16]"
"['原 ', '該公司', '化學蝕刻晶圓片', '原材料']","[0, 3, 7, 9]","['使用', '做為']","[4, 8]"
"['廠', '研磨', ' 程']","[0, 4, 7]","['進行', '拋光', '製']","[2, 5, 6]"
"['能源', '晶矽焙融', '切割', '製程', '', ' 源']","[2, 10, 13, 15, 18, 20]","['消耗', '小於', '多', '拉晶', '需']","[0, 5, 7, 11, 17]"
"['公司廠內', '一片八吋矽晶圓拋', '約', '公斤的二氧化碳']","[2, 11, 13, 18]","['生產', '光片', '20']","[4, 12, 15]"
"['化學蝕刻矽晶圓材料來', '']","[7, 10]","['使用', '自']","[1, 8]"
"['後段製程之環境特性分析', '半導體公司案例', '生產之先期準備工作']","[6, 10, 20]","['製造', '說', '邁向', '清潔']","[0, 11, 14, 15]"
"['晶圓', '後段製程之環境特性分析', '半導體公司案例', '：', '清潔生產之先期', '工作']","[0, 7, 12, 14, 19, 21]","['製造', '邁向', '準備']","[1, 15, 20]"
['產品生命週期觀點'],[3],"['來', '看']","[4, 5]"
"['國內', ' 體電路產業', '其', '上游原料八吋矽晶圓拋光片的環境負荷']","[1, 5, 7, 19]","['讓', '積', '瞭解', '使用']","[0, 2, 6, 8]"
"['表面', '機械', '應力', '有', '損傷層']","[0, 2, 6, 9, 13]","['加工', '產生', '形成', '一定']","[3, 4, 8, 10]"
"['其表面', '兩邊', '中間厚形狀']","[1, 4, 8]","['為', '薄']","[2, 5]"
"['蝕刻', '化學試劑純度要求']","[0, 7]","['用', '高']","[2, 9]"
"['成本', '鹼蝕刻']","[0, 3]",['高'],[4]
"['直徑矽晶圓單晶片的加工', '都', '蝕刻製程']","[7, 9, 13]","['大', '採用', '酸']","[1, 10, 11]"
"['圓片的酸性蝕刻', '硝酸', '氧化', '表面']","[3, 7, 9, 11]","['利用', '來', '晶片']","[6, 8, 10]"
"['蝕刻液中的緩衝劑', '蝕刻的作用']","[4, 11]","['有', '緩衝']","[7, 8]"
"['了', '蝕刻效果']","[0, 3]",['保證'],[1]
"[' HF、HNO3、H3PO4混酸', '矽晶圓片', '蝕刻']","[5, 8, 11]","['進行', '酸']","[9, 10]"
"['其', '蝕刻製程技術']","[1, 6]","['運用', '獨特']","[0, 2]"
"['了', '表面', '力損傷及這種']","[1, 3, 9]",['消除'],[2]
"['後', '矽晶圓片表面', '表面蝕刻處理']","[0, 5, 10]",['進行'],[6]
"['若', '矽晶圓片', '表面蝕刻']","[0, 3, 7]","['進行', '處理']","[4, 8]"
"['', '製程', '製程相比']","[1, 4, 8]","['用', '蝕刻']","[0, 6]"
"['混酸濃度、蝕刻時間、蝕刻速率及蝕刻', '量都']","[12, 14]","['用', '加工', '小']","[1, 13, 16]"
"['矽晶圓', '光片表面的奈米形貌特性']","[5, 12]","['加工', '拋']","[2, 6]"
"['電阻率的晶片比較', '晶片從蝕刻液轉移', '水中', '必須小於2秒']","[5, 13, 16, 22]","['低', '產生', '斑痕', '時 ']","[0, 7, 8, 17]"
"['晶片電阻率無關', '液槽的使用壽命比較短', '加工', '用化學試劑比鹼蝕刻', '學試劑約', '2倍', '所用', '較便宜環境保護處理環保處理', '複雜環保', '比較容易資料來源', '張厥宗']","[3, 10, 13, 21, 25, 28, 31, 40, 44, 50, 52]","['蝕刻', '長', '所', '化 ', '試劑', '比較', '相對', '：']","[4, 12, 15, 23, 33, 42, 46, 51]"
"['目的', '表面', '雜質']","[2, 5, 7]","['清洗', '在於', '清除', '污染']","[0, 3, 4, 6]"
"['方法', '物理', '化學', '兩種']","[2, 5, 8, 10]","['污染', '有', '清洗', '清洗']","[0, 4, 6, 9]"
"['2', '高壓', '液體噴射片子表面']","[0, 2, 9]",['清洗'],[3]
"['3', '超聲 波', '超聲波聲', '溶液']","[0, 3, 6, 9]","['清洗', '傳入']","[4, 8]"
"['純度', '離子純水']","[4, 7]","['高', '去']","[2, 5]"
"['純度的氣體', '脫水旋乾']","[4, 7]","['高', '高速']","[1, 5]"
"['揮發性', '溶劑', '濕乾']","[4, 6, 9]","['高', '進行', '化']","[2, 7, 10]"
['改變'],[4],"['有', '大']","[0, 2]"
"[' 學配比方面', '調整修改']","[5, 11]","['化', '做', '細微']","[2, 6, 8]"
"['了', '原子、離子', '污染']","[3, 8, 11]","['清洗', '去', '不可見']","[0, 5, 9]"
"['溶劑', '酸洗和', '體法等']","[1, 5, 9]","['有', '萃取']","[0, 2]"
"['機物', '純水沖洗']","[1, 9]","['有', '分解', '除去', '超', '後']","[0, 2, 4, 7, 10]"
"['成分', ' H2O：H2O2：NH4OH=5：2：1或', '：1：1或7：', '：1的鹼性清洗液清洗']","[1, 16, 24, 32]","['用', '比', '為']","[0, 2, 3]"
"['H2O2的氧化作用和NH4OH的錯合作用許多金屬', '形成', '可溶性', '溶於', '然後使用', '為', '2', '=7：2：1或5：2：1的酸性清洗']","[11, 13, 17, 20, 23, 26, 30, 47]","['離 子', '錯合物', '而', '比', 'H2O', '：', 'HCl']","[12, 18, 19, 25, 29, 31, 32]"
"['金屬', '水', '離子']","[0, 4, 6]","['生成', '溶於', '錯']","[1, 2, 5]"
"['雙氧水體系', '晶片效果']","[1, 4]","['清洗', '好']","[2, 6]"
"['勞工健康', '環境保護']","[3, 6]","['有', '利於']","[0, 1]"
"['目前較適當', '製程設備是密閉', '清洗系統']","[3, 8, 12]","['清洗', '化學']","[4, 10]"
"['', '化學溶液清洗晶片']","[1, 6]","['不同', '清洗']","[0, 2]"
"['純水', '化學酸液後']","[0, 6]","['清洗', '殘留']","[1, 2]"
"['清洗', '化學溶劑', '密閉', '清洗晶片']","[3, 6, 8, 11]","['不同', '用', '通入', '容器']","[1, 4, 7, 9]"
"['阻值後', '種化學溶液進行']","[4, 11]","['達到', '設定', '通入', '第二', '清洗', '和']","[0, 1, 6, 7, 12, 13]"
"['程序', '順 序', '清洗']","[0, 3, 6]","['設定', '來', '完成']","[1, 4, 5]"
"['清洗', '化學溶液時']","[3, 7]","['切換', '不同', '用']","[0, 1, 4]"
