Entity,EntityIndex,Relation,RelationIndex
"['功能的R系統已', '米以上', '測距']","[5, 13, 15]","['支持', '可', '在', '測距']","[0, 8, 9, 15]"
"['距離', '車輛', '多時間', '外障礙']","[3, 5, 9, 13]","['遠', '使', '有', '來應', '對意']","[1, 4, 6, 10, 11]"
"['安森美半導體汽車感測部門資', '監Wade', '高解析度', '可在充滿挑戰', '下', '準確地']","[6, 8, 13, 20, 23, 26]","['\r\n\r\n', '提供', '深度', '', '條件', '地']","[0, 10, 14, 20, 22, 26]"
"['是', '符合', '']","[2, 4, 6]","['-', '-']","[0, 1]"
"['距離', '']","[3, 6]",['提供'],[1]
"['一層次的安全', '自主性']","[7, 9]",['實現'],[1]
"['我們', '我', '感測器組合']","[1, 6, 10]",['加強'],[5]
['感知模式'],[7],"['提供', '多', '樣', '互補']","[0, 1, 2, 4]"
"['級別', '鋪路']","[5, 9]","['為實', '現']","[0, 1]"
"['技術', '分析師表示', '）', '']","[1, 5, 7, 14]","['將', '組成', '部分']","[8, 18, 19]"
"['其功能', '2+及以上級別']","[1, 9]","['必須', '達', '到']","[2, 3, 4]"
"['生產', '車規', '能水準的感測器']","[0, 2, 9]","['生產', '符合', '具有']","[0, 1, 4]"
"['為汽車應用', '用的關鍵']","[3, 8]","['將成', '模採', '用']","[0, 5, 6]"
['目前的趨勢'],[3],['趨勢'],[3]
"['2019年', '2025年', '複合年增率', '144％']","[2, 5, 9, 11]","['預計', '為']","[0, 10]"
"['半導體', '製程介紹', '圓到']","[0, 3, 5]",[],[]
"['看完', '晶片製造有', '2020-03-30', '技術工程師engineer', '資訊\r\n\r\n\r\n\r\n\r\n晶圓處理製程介紹', '晶圓處理步驟', '晶圓', '清洗']","[0, 5, 13, 17, 24, 29, 32, 37]","['看完', '知道', '有', '困難', '工程', '發表于', '是', '適當', '清洗']","[0, 2, 5, 7, 16, 18, 31, 35, 37]"
['熱爐管'],[1],['送到'],[0]
['環境'],[3],"['含氧', '環境']","[1, 3]"
"['氧化', '）', '在', '', '形成', '層厚約數百個', '矽層']","[2, 5, 7, 9, 11, 17, 19]","['加熱', '氧化', '在', '形成', '一']","[1, 2, 7, 11, 12]"
"['1000', '2000的氮化矽層', '化學氣相沈積', '', '剛剛', '二氧化矽']","[3, 8, 13, 15, 21, 24]","['著厚', '剛剛', '長成']","[1, 21, 22]"
"['晶圓', '微影', '']","[2, 5, 8]",['進行'],[4]
"['晶圓', '一層光阻']","[2, 6]",['晶圓'],[2]
"['光罩', '圖案', '光阻上面']","[2, 5, 9]","['移轉', '到']","[6, 7]"
['蝕刻'],[2],['利用'],[1]
"['部份', '光阻', '氮化矽層']","[1, 4, 8]","['保護', '加以', '除去']","[5, 9, 10]"
"['留下的就是', '線路圖部份']","[2, 8]","['留下', '就是', '需要']","[0, 2, 4]"
['離子源'],[3],['磷為'],[2]
"['整片晶圓', '磷原子的植入']","[2, 7]","['晶圓', '進行']","[2, 3]"
"['光阻劑', '）']","[3, 6]",['去除'],[4]
"['製程', '至此']","[0, 2]",['進行'],[1]
"['我們', '電路', '電晶體及部份的字符線']","[1, 6, 13]","['構成', '所需']","[4, 7]"
['設計圖案'],[5],"['提供', '圖案']","[2, 5]"
"['', '晶圓']","[1, 3]","['晶圓', '建立', '完成']","[3, 5, 6]"
['金屬化製程'],[3],['進行'],[1]
['金屬導線'],[2],['製作'],[0]
"['個電晶體與組件', '連接']","[6, 8]",['加以'],[7]
"['一道步驟', '一些電性', '特性量測']","[4, 11, 15]","['步驟', '加工', '必須', '進行']","[4, 5, 8, 9]"
"['加工結果', '規格內', '層', '層', '部份']","[3, 6, 15, 18, 20]","['檢驗', '在', '第二']","[1, 5, 16]"
"['矽晶圓上', '電晶體', '電子組件', '', '會', '測試區作', '量測']","[3, 5, 9, 14, 16, 21, 23]","['矽晶', '製造', '完成', '', '被', '電性', '電性']","[2, 4, 13, 14, 17, 19, 22]"
['製程之需要'],[4],['需要'],[4]
"['通常', '大', '\r\n\r\n', '黃光', '作用', '於', '小']","[1, 5, 7, 10, 13, 15, 20]","['分為', '四', '利用', '照相顯', '微縮', '', '技術']","[3, 4, 16, 17, 18, 20, 21]"
"['一層次', '電路圖']","[5, 10]","['定', '義出', '需要']","[0, 1, 7]"
['用感光劑易'],[4],"['為採', '用', '曝光']","[1, 2, 5]"
"['燈光', '區域']","[3, 5]","['得', '照明', '區域', '工作']","[0, 4, 5, 7]"
[],[],['叫做'],[1]
"['2', '蝕刻', '黃光定', '我們', '電路圖']","[0, 2, 4, 7, 12]","['黃光定', '義出', '需要']","[4, 5, 9]"
['部份'],[3],"['去', '除掉']","[4, 5]"
"['步驟', '']","[3, 6]","['去除', '', '為', '蝕刻']","[1, 6, 7, 8]"
"['它', '雕刻']","[1, 3]",['雕刻'],[3]
"['一刀一刀', '木屑']","[4, 11]","['削去', '必要', '必要']","[5, 7, 9]"
['作品'],[1],['完成'],[0]
"['期間', '利用酸液', '']","[0, 3, 5]","['利用', '來腐蝕']","[2, 4]"
[],[],['叫做'],[1]
"['3', '本區的製造過程', '高溫']","[1, 7, 10]","['擴散', '高溫', '進行']","[3, 10, 12]"
[],[],['稱為'],[1]
"['高溫', '物質能量', '運動']","[1, 4, 7]","['利用', '給予', '產生']","[0, 2, 6]"
"['本區的機台', '一根根的爐管']","[3, 9]","['為', '爐管']","[5, 9]"
[],[],"['有人', '稱為']","[2, 3]"
"['一根爐管', '作用']","[3, 8]","['有', '不同']","[5, 6]"
"['4', '真空本區機器']","[0, 4]",['操作'],[5]
"['機器', '真空']","[0, 4]","['需要', '抽成']","[2, 3]"
"['', '真空區']","[2, 5]","['稱', '為']","[1, 3]"
"['真空區的機器', '沈積', '離子植入']","[3, 7, 10]","['用', '來作']","[5, 6]"
"['就是', '層薄薄']","[1, 8]","['上', '一', '']","[3, 5, 8]"
[''],[3],"['稱', '為']","[2, 4]"
"['真空區', '一站', '為晶圓允收區']","[2, 6, 10]","['真', '空區', '有', '稱']","[1, 2, 4, 7]"
['晶片的測試'],[4],"['可', '接受']","[0, 1]"
"['我們', '晶片']","[2, 6]","['製造', '晶片']","[4, 6]"
"['過程', '有缺陷']","[1, 4]",['有'],[3]
"['電性的流通', '問題']","[2, 6]","['是否', '有']","[4, 5]"
"['工程師根', '其經驗與電子學上知識', '一全程的檢測']","[2, 9, 14]","['工程', '知識', '做']","[1, 9, 10]"
"['一電性量測值的變異', '一道', '製程', '異常']","[7, 10, 12, 16]","['變異', '判斷', '是否', '發生']","[7, 8, 13, 14]"
"['檢測', '試區', '']","[1, 4, 7]","['不同', '於測']","[2, 3]"
"['前者', '細部的電子特性測試與物理特性測試']","[0, 9]",['是'],[1]
"['後者', '測試', '產品的電性功能', '檢測']","[0, 4, 10, 12]","['做', '是', '功能', '作']","[2, 5, 10, 11]"
"['成長製程\r\n\r\n\u3000\u3000', '長成']","[4, 8]",['\r\n\r\n\r\n\r\n\r\n'],[0]
"['純度', '矽礦', '熔爐']","[3, 7, 9]","['需要', '高', '放入']","[1, 5, 8]"
['金屬物質'],[6],"['加入', '設定']","[1, 3]"
"['矽晶柱擁', '電性特質']","[5, 10]","['使', '產生', '出來', '柱擁', '有', '要求']","[0, 1, 2, 5, 6, 7]"
"['物質', '矽晶柱']","[4, 12]","['需要', '融化', '長成']","[1, 5, 8]"
"['晶柱長成製程', '介紹']","[5, 7]","['製程', '做']","[5, 6]"
"['長晶', '程序', '（', '放於', '塊狀復晶', '高於攝氏', '融化溫度']","[0, 2, 5, 12, 17, 21, 26]","['融化', '石英坩', '鍋內', '', '攝氏', '1420', '度']","[4, 13, 14, 15, 21, 22, 23]"
"['階段', '參數', '坩鍋的位置與熱量的供應']","[1, 6, 14]","['重要', '為']","[4, 7]"
"['使用', '功率', '晶矽']","[1, 5, 8]","['使用', '大', '來融化']","[1, 3, 6]"
['石英坩鍋的壽命會'],[3],['降低'],[4]
"['功率', '低', '過程']","[1, 3, 6]","['低', '則融化', '費時', '久']","[3, 4, 7, 9]"
['整體的產能'],[3],['影響'],[0]
"['頸部成長', '溫度', '後']","[1, 8, 10]",['成長'],[1]
"['0.0>方向', '漸漸']","[5, 7]",['液中'],[9]
['將晶種往'],[2],['拉升'],[4]
"['直徑縮', '一定', '6mm']","[1, 4, 8]","['小', '到']","[2, 3]"
"['直徑', '10-20cm']","[2, 5]","['維持', '並拉長']","[0, 3]"
"['晶種內的排差', 'dislocation']","[4, 6]",['消除'],[1]
"['此種零排差', 'dislocation', '）', '主要', '局限', '']","[4, 6, 9, 11, 14, 17]","['）', '排差', '在']","[8, 13, 15]"
['晶冠成長'],[1],['後'],[7]
['拉速與溫度'],[4],['降低'],[2]
"['頸部的直徑', '大小']","[3, 9]","['使', '增加', '到', '所需']","[0, 5, 6, 7]"
"['晶體成長', '變化', '維持', '']","[1, 9, 12, 14]","['成長', '溫度', '調整', '']","[1, 7, 10, 14]"
"['坩鍋', '', '液面高度']","[1, 5, 12]","['必須', '斷', '上升', '維持']","[2, 4, 6, 8]"
"['坩鍋', '晶棒及液面的輻射熱會']","[2, 9]","['坩鍋', '傳到', '增加']","[2, 3, 11]"
"['輻射熱源', '介面的溫度梯度']","[2, 9]","['將致', '使', '變小']","[3, 4, 11]"
['晶棒成長階段的拉速'],[6],"['必須', '降低']","[7, 10]"
"['晶棒', '現象']","[2, 5]","['避免', '扭曲', '產生']","[1, 3, 6]"
"['尾部', '）', '長到', '']","[0, 3, 7, 12]","['成長', '當晶', '體成', '固定', '（', '需要', '']","[1, 5, 6, 8, 9, 10, 12]"
['晶棒的直徑'],[2],"['必須', '縮小']","[3, 6]"
['液面'],[1],"['直到', '分開']","[0, 2]"
"['此', '熱應力', '排差與滑移面現象']","[0, 4, 9]","['乃', '避免', '熱應力', '造成']","[1, 2, 4, 5]"
"['切片後', '\r\n\r\n\u3000\u3000', '成後']","[3, 5, 8]",[],[]
"['晶圓的製作', '一半']","[3, 7]",['到'],[5]
"['晶柱', '裁切與檢測']","[3, 7]","['接下', '必須', '做']","[0, 1, 4]"
"['頭尾的晶棒', '外徑研磨', '等', '連串']","[4, 8, 10, 13]","['裁切', '掉', '將會', '進行']","[0, 1, 5, 6]"
"['一片片價值', '晶圓']","[4, 7]","['才能', '成為', '非凡']","[1, 2, 5]"
"['晶柱', '處理製程', '介紹']","[3, 6, 8]","['製程', '做']","[6, 7]"
"['切片', '援切片都']","[0, 8]","['採用', '內徑鋸']","[10, 11]"
"['其鋸片', '一環', '葉片']","[1, 4, 6]",['是'],[2]
"['內徑邊緣鑲', '鑽石顆粒']","[2, 5]","['緣鑲', '有']","[2, 3]"
"['晶棒', '切片', '一石墨板']","[0, 2, 8]","['切片', '黏貼']","[2, 5]"
['切片的夾持'],[5],['有利於'],[2]
"['階段', '鋸片離開晶棒', '破裂']","[6, 10, 14]","['可以', '避免', '切斷', '階段', '離開', '造']","[1, 2, 5, 6, 9, 12]"
"['切片晶圓的厚度', '（', '）', '（', '）', '特性為', '管制要點']","[3, 5, 8, 10, 12, 15, 19]","['製程', '點']","[16, 19]"
"['晶圓質量的因素', '切割機台', '穩定度與設計外']","[4, 7, 12]","['影響', '計外']","[0, 12]"
"['鋸片的張力狀況及鑽石銳利度的保持', '影響']","[8, 14]","['有', '大']","[10, 12]"
['圓邊'],[0],[],[]
"['其邊緣', '切割平面', '直角']","[1, 5, 9]","['垂直', '於', '為', '銳利']","[2, 3, 6, 7]"
"['於矽單晶', '材料特性']","[2, 6]","['硬脆', '特性']","[3, 6]"
['角'],[1],['崩裂'],[3]
['晶圓強度'],[3],['影響'],[1]
"['製程', '微粒的來源']","[2, 7]","['為', '污染']","[1, 4]"
['半導體製成'],[6],['成'],[6]
"['處理的晶圓邊緣', '響光組與磊晶層之厚度']","[5, 12]","['經', '為影']","[1, 7]"
"['計算機數值化機台', '切片晶圓的邊緣形狀與外徑尺寸']","[5, 15]","['固須', '機台', '修整']","[0, 5, 7]"
"['研磨', '', '在', '或', '所', '', '或', '破壞層']","[0, 5, 7, 11, 13, 15, 17, 20]","['於除', '去', '切割', '']","[8, 9, 10, 15]"
"['晶圓表面', '拋光處理的平坦度']","[3, 10]","['使', '達到', '可', '進行']","[1, 4, 5, 6]"
"['蝕刻', '經', '製程後']","[1, 6, 10]","['\r\n\r\n', '後']","[0, 10]"
"['表面', '加工應力', '一層損傷層', 'layer']","[0, 3, 8, 11]","['應力', '形成']","[3, 5]"
"['化學蝕刻的方式', '去除']","[8, 10]","['拋光', '必須', '方式', '予以']","[1, 3, 8, 9]"
"['蝕刻液', '酸性與鹼性兩種']","[1, 6]","['可', '分為']","[2, 3]"
"['疵', '噴砂法將晶圓上', '缺陷感到']","[1, 10, 13]","['去', '噴砂', '下半層']","[0, 6, 14]"
['利往後的製程'],[4],['利往'],[1]
"['拋光', '']","[1, 6]","['\r\n\r\n', '拋光']","[0, 1]"
['製程可區分為邊緣拋光與表面拋光兩種邊緣拋光'],[10],"['製程', '可區', '分為']","[1, 2, 3]"
"['拋光', '在於', '（', '）', '']","[2, 5, 8, 10, 14]","['降低', '微粒', '於', '']","[6, 7, 12, 14]"
"['晶圓', '機械強度']","[1, 6]","['並使', '具備', '較佳']","[0, 2, 3]"
"['設備昂', '技術層面']","[3, 6]","['需要', '貴且', '高']","[1, 4, 8]"
['各戶要求'],[3],['要求'],[3]
['製程'],[4],"['進', '行本']","[2, 3]"
"['拋光（', '最後一道']","[2, 10]",['處理'],[7]
"['晶圓表面厚度', '10-20微米']","[3, 6]",['移除'],[0]
"['其目', '製程', '微缺陷']","[1, 5, 9]","['改善', '留下']","[3, 7]"
['局部平坦度的極佳化'],[5],['取得'],[1]
"['製程', '基本上', '為化學機械的反應']","[3, 5, 12]",['滿足'],[1]
"['研磨劑', '', '']","[1, 3, 6]",[],[]
"['機械摩擦作用', '動力來源']","[3, 8]","['作用', '提供']","[3, 4]"
"['針測製程介紹1', '晶圓', '）', '作電性', '', '）']","[4, 6, 10, 15, 18, 21]","['1', '針測', '（', '測試', '）']","[4, 7, 8, 19, 21]"
"['在', '前', '功能不良']","[1, 4, 10]","['使', '構裝', '出電性', '']","[0, 3, 7, 10]"
"['良品', '製造成本']","[4, 7]","['避免', '良品', '增加']","[1, 4, 5]"
['半導體製程'],[2],[],[]
"['針測製程', '換上', '測試配件']","[1, 3, 7]","['換上', '不同']","[3, 4]"
"['測試製程', '測試機台']","[4, 9]","['可', '製程', '共享']","[1, 4, 5]"
"['測試廠為', '測試機台的使用率']","[3, 8]",['提高'],[4]
"['測試的服務', '晶片測試的訂單']","[6, 12]","['提供', '接受']","[1, 8]"
"['針測製程', '一描述']","[4, 7]",['作'],[5]
['上圖為晶圓針測之流程圖'],[7],"['\r\n\r\n\r\n\u3000\u3000', '圖']","[0, 7]"
"['其流程', '下面幾道作業', '）', '針測並作', '分類（', '主要', '測試', '每', '晶粒的電氣']","[1, 5, 9, 12, 15, 21, 24, 27, 32]","['包括', '（', '產品', '晶圓', '中']","[2, 7, 13, 25, 26]"
['線路的連接'],[2],[],[]
"['其', '良品']","[1, 5]","['檢查', '為']","[0, 3]"
['良品'],[3],['為'],[1]
"['一點', '墨水']","[3, 5]","['則點', '上']","[0, 1]"
['用'],[3],"['作為', '識別']","[0, 1]"
[],[],[],[]
"['一個目', '產品的良率']","[3, 8]","['是', '測試']","[4, 5]"
"['依良率的高低', '斷晶圓', '過程', '誤']","[2, 4, 7, 10]","['來判', '製造', '有', '誤']","[3, 5, 9, 10]"
"['良品率高時', '晶圓製造過程']","[1, 5]","['高時', '表示', '正常']","[1, 2, 7]"
['良品率過低'],[2],[],[]
"['晶圓', '過程']","[2, 5]","['表示', '製造', '過程']","[0, 3, 5]"
"['步驟', '問題']","[2, 4]","['有', '出現']","[0, 3]"
['通知工程'],[3],"['必須', '通知', '師檢', '查']","[0, 2, 4, 5]"
"['2', '雷射修補', '目的', '修補', '', '有', '備份電路在其中者']","[2, 5, 12, 14, 20, 23, 28]","['修補', '那些', '尚', '修復', '不良品', '備份', '）']","[5, 15, 16, 19, 21, 25, 29]"
['產品的良品率'],[3],['提高'],[0]
['當晶圓針'],[1],"['測', '完成']","[2, 3]"
"['電路的產品', '其', '晶圓針', '測試結果數據', '雷射修補機']","[4, 6, 9, 16, 21]","['擁有', '針', '測時', '產生', '數據', '送往']","[0, 9, 10, 12, 16, 18]"
"['數據', '良品的位置']","[1, 6]",['包括'],[2]
['線路的配置'],[2],[],[]
"['雷射修補機的控制計算機', '數據']","[6, 10]","['可', '數據']","[7, 10]"
['將晶圓中的不良品'],[4],"['嘗試', '修復']","[0, 5]"
"['3', '烘烤是', '流程中', '項作業']","[2, 11, 15, 19]","['\r\n\r\n', '加溫', '烘烤', '烘烤', '針測']","[0, 4, 5, 10, 12]"
"['烘烤的目', '二', '）', '上', '烤乾']","[3, 5, 9, 14, 16]","['加溫', '烘烤', '有', '上']","[0, 1, 4, 13]"
"['二', '晶圓表面']","[2, 6]","['\r\n\r\n', '清理']","[0, 4]"
"['加溫', '產品']","[1, 4]","['加溫', '烘烤']","[1, 2]"
['有需求'],[2],"['有', '可以', '出貨']","[1, 4, 5]"
"['測試製程介紹\r\n\r\n測試', '於IC構裝後', '構裝', '', '', '功能', '保證出廠', '完整性']","[6, 11, 13, 15, 17, 19, 22, 26]","['後', '構裝', '', '產品', '', '上', '']","[11, 13, 15, 16, 17, 24, 25]"
"['產品', '其電性功能', '分類', '分Bin']","[4, 8, 10, 13]","['測試', '產品', '功能', '作']","[2, 4, 8, 9]"
"['級產品', '依據最後', '外觀', '（）']","[4, 7, 11, 14]","['作為', '外觀', '檢驗']","[0, 11, 12]"
"['電性功能測試', '產品之各種電性參數', '測試', '產品']","[2, 9, 11, 14]","['參數', '進行', '確定', '能', '運作']","[9, 10, 13, 15, 17]"
"['測試之機台將', '產品', '測試項目', '測試程序', '檢驗', '目繁多']","[4, 6, 10, 16, 20, 23]","['用於', '測試', '不同', '項目', '加載', '不同']","[0, 1, 7, 10, 12, 13]"
"['構裝型態', '不同']","[6, 9]","['視', '不同', '有所']","[1, 2, 8]"
"['引腳之各項性質', '（', '）', '', '（', '）']","[6, 8, 11, 13, 15, 17]","['包含', '等']","[0, 20]"
['表面黏著技術的發展'],[6],['發展'],[6]
"['裝成品與基版間', '定位', '密合']","[4, 7, 9]","['為確', '保構']","[0, 1]"
['成品接腳之諸項性質之檢驗'],[9],"['是', '重要']","[11, 12]"
"['測試流程', '一介紹', '上圖為半導體產品測試之流程圖']","[3, 6, 16]","['流程', '做', '圖']","[3, 4, 16]"
"['其流程', '下面幾道作業', '1.上線備料\u3000\u3000\r\n\r\n', '', '是', '']","[1, 5, 10, 13, 15, 20]","['包括', '備料', '', '將預備', '要', '上線', '測試', '']","[2, 12, 13, 16, 17, 18, 19, 20]"
"['游廠商', '包箱']","[1, 4]","['送來', '包箱', '拆封']","[2, 4, 6]"
"['', '一個', '準容器', '幾十顆放一盤']","[1, 4, 6, 13]","['放在', '準容器', '放']","[2, 6, 11]"
"['每一盤', '數量', '容器規格']","[2, 6, 9]","['可以', '放']","[3, 4]"
"['測品的外形', '不同']","[3, 6]","['外形', '有']","[3, 5]"
['上測試機台'],[4],[],[]
"['待測品', '分類機', '定位']","[1, 4, 11]","['分類', '將待']","[3, 9]"
"['', '機械機構', '']","[3, 6, 9]","['使', '可以', '自動', '上下料']","[1, 7, 8, 10]"
"['2', '機台測試']","[0, 3]","['（', '後']","[4, 11]"
['入庫檢驗'],[3],"['檢驗', '上線', '備料']","[2, 4, 5]"
['就是上測試機台'],[4],"['來', '去', '測試']","[1, 5, 6]"
"['測試機台', '試產品的電性功能種類', '邏輯C測試機內存', '混合式（', '包含', '模擬線路）測', '三']","[1, 7, 12, 16, 19, 25, 27]","['種類', '可以', '分為', '模擬線路']","[7, 8, 9, 23]"
"['測試機', '功能', '測品', '電性訊號並', '測品', '訊號', '電性訊號', '產品電性測試結果的判斷']","[1, 3, 7, 12, 15, 17, 23, 31]","['在', '於發', '出待', '所需', '接受', '響應', '作出']","[4, 5, 6, 8, 13, 20, 25]"
['測試機台內的控制細節'],[8],[],[]
"['一', '測品', '測試程序']","[5, 7, 12]","['是', '測品', '寫', '程序']","[1, 7, 9, 12]"
['同一類的測試機'],[6],['是'],[2]
"['種', '測品其產品的電性特性及測試機台測試能力', '不同']","[2, 14, 18]","['限制', '有所']","[15, 17]"
[],[],[],[]
"['測品', '一家測試廠']","[1, 5]",['廠'],[5]
"['許多', '種產品電性特性的測試機台', '其', '機台外']","[2, 11, 14, 19]","['會', '有', '適合', '可', '供', '選擇', '台外']","[0, 1, 3, 12, 13, 15, 19]"
"['測品', '電性測試還', '一些測試配件', '）', '（）', '', '機械']","[1, 6, 10, 12, 16, 23, 25]","['要', '完成', '需要', '進行', '自動化']","[2, 3, 7, 21, 24]"
"['其內', '機械機構', '測品一顆顆', '準容器', '', '測試機台的測試頭']","[0, 3, 8, 10, 13, 18]","['有', '準容器', '送到']","[1, 10, 14]"
"['測試的結果', '測試機台內傳', '分類機內']","[2, 6, 9]","['機台', '內傳', '到']","[5, 6, 7]"
"['分類機會', '其', '顆', '測品的電性測試結果', '分類', '此', '產品', '過程', '機內有', '裝置']","[1, 3, 5, 11, 13, 15, 17, 21, 25, 27]","['結果', '來作', '即', '分Bin', '升溫']","[11, 12, 16, 18, 26]"
"['測品', '溫度的測試環境']","[3, 12]","['提供', '測試', '所需', '測試']","[1, 5, 7, 8]"
"['分類機的降溫', '氮氣']","[3, 8]","['是', '靠']","[6, 7]"
['目的'],[5],"['達到', '降溫']","[1, 3]"
"['', '待測品的搭配']","[1, 7]",['不同'],[0]
"['其測試效果', '同']","[2, 5]","['會', '有所']","[3, 4]"
['測試產品而言'],[4],['產品'],[3]
"['', '喜好的選擇現象']","[3, 11]","['可', '適用', '會', '有', '存在']","[1, 2, 6, 7, 12]"
"['測試機台', '很多個測試頭']","[1, 7]","['會', '有']","[3, 4]"
['個數視測試機台的機型規格'],[5],['定'],[7]
"['個測試頭', '一部分類機', '針測機']","[4, 9, 11]","['可以', '上']","[6, 7]"
"['一部測試機台', '同時', '分類機及針測機']","[4, 7, 13]","['可以', '機', '相連']","[5, 13, 14]"
"['方式', '處理']","[4, 9]","['依連', '接', '方式', '可', '分為']","[1, 2, 4, 6, 7]"
['桌球處理'],[2],[],[]
"['前者指', '測試機台', '多台分類機', '測試程試', '批', '測品']","[2, 7, 12, 17, 20, 22]","['指', '是', '試機台', '程試', '測試', '待']","[1, 3, 7, 17, 18, 21]"
"['後者', '測試機台', '多台分類機', '測試程序', '批待測品的測試']","[1, 6, 11, 16, 23]","['是', '試機台', '程序', '進行', '批待']","[2, 6, 16, 18, 20]"
"['）', '程序（', '都', '在', '個', '測試', '）']","[0, 3, 10, 12, 14, 17, 20]","['（', '批', '待測', '個', '不同']","[3, 7, 8, 14, 15]"
['上測試機台'],[3],"['要', '測試']","[1, 4]"
['測試程序'],[5],"['需要', '不同']","[1, 2]"
['品牌的測試機台'],[4],[],[]
['其測試程序的語法'],[4],['相同'],[7]
"['測試機台有能力', '測品']","[6, 10]","['有', '測試']","[5, 7]"
['缺少測試程序'],[4],['缺少'],[2]
[],[],"['沒', '有用']","[2, 3]"
"['測試程序的內容', '測品的電性特性']","[4, 9]","['特性', '息息相關']","[9, 10]"
"['客戶', '']","[3, 5]","['是', '提供']","[2, 4]"
"['3', '測試機台接口', '是一個', '測品接腳', '訊號', '測試機台的測試頭', '訊號傳送接點的一個轉換接口']","[0, 4, 9, 13, 16, 22, 32]","['接口', '\u3000\u3000\r\n\r\n', '這', '是', '要', '連接', '上', '接口']","[4, 5, 6, 7, 10, 17, 18, 32]"
['轉換接口'],[2],[],[]
"['測品的電性特性及外形接腳數的不同', '很多種類']","[9, 13]","['依待', '不同', '有']","[0, 9, 11]"
"['如', '（內存', '（邏輯', '）（', '）']","[0, 3, 7, 14, 17]",[],[]
"['測品其接腳的分布位置及腳數', '不同']","[8, 11]","['腳數', '有所']","[8, 10]"
"['批', '測品', '測試機台的測試次數並']","[1, 3, 9]",['相同'],[11]
"['這', '客戶的要求']","[0, 6]","['要', '看']","[2, 3]"
['產品'],[3],[],[]
"['測試機台一次', '）']","[6, 9]","['需', '上']","[1, 2]"
"['為內存I', '二', '三次的測試']","[2, 5, 10]","['C則會', '經過']","[3, 4]"
['每次的測試環境溫度要求'],[6],"['會', '不同']","[7, 9]"
['測試環境的溫度選擇'],[4],[],[]
['三種選擇'],[3],['有'],[0]
"['高溫', '']","[1, 3]",['即'],[0]
"['溫度的度數', '客戶']","[2, 5]","['會', '要求']","[7, 8]"
"['升溫', '許多']","[0, 5]","['降溫', '耗時']","[2, 3]"
"['那一道', '用', '溫度']","[3, 5, 7]","['要', '用']","[4, 5]"
"['這', '客戶', '測品', '不同']","[0, 5, 8, 11]","['視', '有所']","[2, 10]"
['測試'],[1],"['每次', '測試', '完']","[0, 1, 2]"
['測試結果報告'],[5],"['會', '有']","[1, 2]"
