Entity,Count,Ratio
圖形,3,0.02%
研,3,0.02%
石灰石,3,0.02%
競爭,3,0.02%
吸附劑,3,0.02%
圖5.4,3,0.02%
積體電路工廠,3,0.02%
驗證,3,0.02%
圖5.5,3,0.02%
圖9,3,0.02%
矽晶圓片表面,3,0.02%
相關性,3,0.02%
同時,3,0.02%
吸收作用,3,0.02%
真空泵,3,0.02%
圓柱,3,0.02%
矽晶片,3,0.02%
空氣污染物,3,0.02%
相關,3,0.02%
圖5,3,0.02%
研磨劑,3,0.02%
程,3,0.02%
回收系統供應商,3,0.02%
非,3,0.02%
顯影處理,3,0.02%
品,3,0.02%
研發階段,3,0.02%
"種類
",3,0.02%
石膏,3,0.02%
短期月度,3,0.02%
矽砂,3,0.02%
研究單位,3,0.02%
積體電路,3,0.02%
分,3,0.02%
第25期,3,0.02%
計畫,3,0.02%
作,3,0.02%
規格內,3,0.02%
位程,3,0.02%
觀察,3,0.02%
角色,3,0.02%
解決方案,3,0.02%
以往,3,0.02%
設備商必,3,0.02%
佳,3,0.02%
43,3,0.02%
鋼線,3,0.02%
二種,3,0.02%
46,3,0.02%
乾燥,3,0.02%
乙,3,0.02%
主流,3,0.02%
長,3,0.02%
複雜,3,0.02%
光學顯影,3,0.02%
催化,3,0.02%
袋式,3,0.02%
價錢,3,0.02%
裝置,3,0.02%
價格,3,0.02%
價值,3,0.02%
製作,3,0.02%
閘極長度,3,0.02%
製程中,3,0.02%
供應,3,0.02%
倍,3,0.02%
34,3,0.02%
製程步驟,3,0.02%
個步驟,3,0.02%
供應鏈,3,0.02%
長晶,3,0.02%
製造業,3,0.02%
設計圖案,3,0.02%
許進發,3,0.02%
5.,3,0.02%
這種,3,0.02%
距離,3,0.02%
軟體,3,0.02%
一些電性,3,0.02%
シリコソウエハ—製造工程,3,0.02%
輸出,3,0.02%
酸蝕刻液,3,0.02%
nm,3,0.02%
f,3,0.02%
丙酮,3,0.02%
d,3,0.02%
c,3,0.02%
WLP技術,3,0.02%
過濾,3,0.02%
98%,3,0.02%
邊緣,3,0.02%
85%,3,0.02%
61,3,0.02%
超純水,3,0.02%
一層光阻,3,0.02%
資金,3,0.02%
課題,3,0.02%
上測試機台,3,0.02%
51,3,0.02%
三大,3,0.02%
53,3,0.02%
七,3,0.02%
一點,3,0.02%
金屬,3,0.02%
一道,3,0.02%
5奈米製程,3,0.02%
資源化技術,3,0.02%
"資源化技術

",3,0.02%
資源化方案,3,0.02%
資金面,3,0.02%
資金面的影響,3,0.02%
先進,3,0.02%
光源,3,0.02%
第一,3,0.02%
化學清洗,3,0.02%
區間,3,0.02%
組,3,0.02%
化學蝕刻,3,0.02%
結晶物溶液進行,3,0.02%
化學物質,3,0.02%
1987,3,0.02%
化學溶劑,3,0.02%
結論,3,0.02%
升天,3,0.02%
電性訊號,3,0.02%
化学工学论文集,3,0.02%
動能,3,0.02%
動作,3,0.02%
加溫,3,0.02%
加工結果,3,0.02%
線切割機,3,0.02%
細菌,3,0.02%
升溫,3,0.02%
表中我們,3,0.02%
粉屑,3,0.02%
12吋,3,0.02%
12吋廠,3,0.02%
參數,3,0.02%
原物,3,0.02%
卷帶式,3,0.02%
管路,3,0.02%
14,3,0.02%
系,3,0.02%
電荷,3,0.02%
電路設計,3,0.02%
半導體行業,3,0.02%
純化,3,0.02%
純酸,3,0.02%
電路圖,3,0.02%
17,3,0.02%
半導體元件,3,0.02%
縮小,3,0.02%
劃分,3,0.02%
剪切,3,0.02%
處理流程,3,0.02%
蒸發罐中,3,0.02%
其步驟,3,0.02%
薄膜性質與製程結果,3,0.02%
薄膜科,3,0.02%
其化學反應式,3,0.02%
處置,3,0.02%
處理方式,3,0.02%
23,3,0.02%
考慮資金狀況,3,0.02%
蝕,3,0.02%
陰離子,3,0.02%
兩種,3,0.02%
兩個,3,0.02%
行業狀況,3,0.02%
28,3,0.02%
光阻上面,3,0.02%
蒸汽,3,0.02%
蒸,3,0.02%
集塵,3,0.02%
其純度,3,0.02%
電壓,3,0.02%
則,3,0.02%
切割,3,0.02%
2003,3,0.02%
脫除,3,0.02%
腳數,3,0.02%
離子植入,3,0.02%
膠體,3,0.02%
2009,3,0.02%
出貨,3,0.02%
出,3,0.02%
良品,3,0.02%
苯,3,0.02%
2016年下半年,3,0.02%
其資本支出,3,0.02%
地位,3,0.02%
82,3,0.02%
粒子,3,0.02%
晶圓清洗,3,0.02%
改善,3,0.02%
生產成本,3,0.02%
晶圓製造過程,3,0.02%
機械加工,3,0.02%
收集,3,0.02%
" 
 
",3,0.02%
液,3,0.02%
比例,3,0.02%
安裝,3,0.02%
"

2006",3,0.02%
測試的服務,3,0.02%
晶圓製程設備商,3,0.02%
氯,3,0.02%
來源,3,0.02%
混池,3,0.02%
混練,3,0.02%
"

（",3,0.02%
本節,3,0.02%
機械工業,3,0.02%
無機性,3,0.02%
存儲器價格,3,0.02%
洗滌段,3,0.02%
技術手冊,3,0.02%
每月,3,0.02%
"
(",3,0.02%
離子純水,3,0.02%
成型,3,0.02%
"

-",3,0.02%
成品倉庫,3,0.02%
晶圓針,3,0.02%
廣,3,0.02%
生料研磨,3,0.02%
晶柱,3,0.02%
方便,3,0.02%
學品,3,0.02%
成功,3,0.02%
晶圓針測,3,0.02%
利潤,3,0.02%
晶圓板表面,3,0.02%
烤乾,3,0.02%
黏晶,3,0.02%
時程,3,0.02%
將晶圓,3,0.02%
模式,3,0.02%
燒結,3,0.02%
氣流,3,0.02%
")

",3,0.02%
")
",3,0.02%
損失,3,0.02%
彙整,3,0.02%
早期,3,0.02%
"

袋式",3,0.02%
營收,3,0.02%
摩爾定律,3,0.02%
旋轉窯,3,0.02%
"槽
",3,0.02%
片,3,0.02%
物,3,0.02%
兩種,3,0.02%
清除,3,0.02%
換上,3,0.02%
民國93,3,0.02%
晶圓材料,3,0.02%
尾部,3,0.02%
黑,3,0.02%
熱,3,0.02%
收益的概率,3,0.02%
提供,3,0.02%
晶圓代工行業,3,0.02%
封裝方式,3,0.02%
小於,3,0.02%
微粒,3,0.02%
強度,3,0.02%
少,3,0.02%
業務,3,0.02%
玻璃,3,0.02%
攪拌,3,0.02%
氧化層,3,0.02%
測試配件,3,0.02%
對,3,0.02%
"
-
",3,0.02%
廠內,3,0.02%
投入,3,0.02%
場,3,0.02%
"

 ",3,0.02%
滲透蒸發技術,3,0.02%
水泥窯,3,0.02%
所需,3,0.02%
劉德全,3,0.02%
漿料,3,0.02%
"


環保技術輔導計畫

 

",3,0.02%
洗滌塔,3,0.02%
塑料構裝,3,0.02%
溶劑萃取,3,0.02%
-）,3,0.02%
溶劑回收處理,3,0.02%
法,3,0.02%
墨水,3,0.02%
報告,3,0.02%
沒有,3,0.02%
"
1,",3,0.02%
"

水",3,0.02%
曝光,3,0.02%
晶粒座,3,0.02%
晶頸,3,0.02%
"


 ",3,0.02%
盈利能力,3,0.02%
皆,3,0.02%
污染來源,3,0.02%
晶頭尾料,3,0.02%
高分子,3,0.02%
此法,3,0.02%
異丙醇,3,0.02%
整體,3,0.02%
溶質,3,0.02%
體電路,3,0.02%
廠方,3,0.02%
基礎,3,0.02%
）（,3,0.02%
"廢氣

",3,0.02%
壹,3,0.02%
大廠,3,0.02%
有需求,3,0.02%
成熟期,3,0.02%
產物,3,0.02%
廢溶,3,0.02%
高溫處理,3,0.02%
離心,3,0.02%
新竹,3,0.02%
產業鏈,3,0.02%
差異,3,0.02%
廢溶劑回收處理,3,0.02%
市,3,0.02%
連接,3,0.02%
廢混,3,0.02%
洗淨,3,0.02%
晶片測試的訂單,3,0.02%
工程師,3,0.02%
成本分析,3,0.02%
磊晶,3,0.02%
捲帶式,3,0.02%
排氣,3,0.02%
新,3,0.02%
"


",3,0.02%
信息,2,0.02%
每一盤,2,0.02%
佈線圖形,2,0.02%
擴散透析,2,0.02%
殘渣,2,0.02%
記號,2,0.02%
擴張期和平穩期,2,0.02%
擴展,2,0.02%
氣體係指半導體生產製程,2,0.02%
操,2,0.02%
操作條件,2,0.02%
據,2,0.02%
殘,2,0.02%
介面,2,0.02%
放,2,0.02%
比較,2,0.02%
擴散離子,2,0.02%
依據最後,2,0.02%
低毒性,2,0.02%
訊號傳遞,2,0.02%
份30％雙氧水1,2,0.02%
作品,2,0.02%
"比例

2007",2,0.02%
作業環境,2,0.02%
以麥－泰(,2,0.02%
作業的目,2,0.02%
低來判斷,2,0.02%
教學,2,0.02%
以及（,2,0.02%
教育出版社,2,0.02%
歷經,2,0.02%
毛,2,0.02%
覆蓋,2,0.02%
步伐,2,0.02%
計算,2,0.02%
步進機,2,0.02%
作用和,2,0.02%
支援人,2,0.02%
民眾,2,0.02%
歸類,2,0.02%
低溫冷凝法,2,0.02%
支出,2,0.02%
使用者,2,0.02%
供,2,0.02%
攝氏70,2,0.02%
改變,2,0.02%
地區,2,0.02%
製程規格,2,0.02%
光阻液,2,0.02%
全,2,0.02%
行業整體,2,0.02%
水溶液,2,0.02%
內徑邊緣鑲,2,0.02%
排名,2,0.02%
水氣的腐蝕,2,0.02%
排放情形）,2,0.02%
入庫檢驗,2,0.02%
水氣,2,0.02%
光阻薄膜,2,0.02%
表,2,0.02%
氯離子,2,0.02%
排氣系統,2,0.02%
水平,2,0.02%
表5.3,2,0.02%
表中,2,0.02%
水中時,2,0.02%
"水

",2,0.02%
表現,2,0.02%
"水
",2,0.02%
接受型,2,0.02%
光學,2,0.02%
行業市場處,2,0.02%
水痕,2,0.02%
全球化,2,0.02%
行業市場,2,0.02%
其內,2,0.02%
污染物質,2,0.02%
處理前,2,0.02%
處理器,2,0.02%
污,2,0.02%
處理相對,2,0.02%
"處理系統

",2,0.02%
共,2,0.02%
技術聯盟,2,0.02%
"處理流程

",2,0.02%
投資風險,2,0.02%
蝕刻作業,2,0.02%
蝕刻液的純度,2,0.02%
水力分離器,2,0.02%
蝕刻液轉,2,0.02%
蝕刻溫度,2,0.02%
八吋產能,2,0.02%
指,2,0.02%
八,2,0.02%
蝕刻速率,2,0.02%
水系統,2,0.02%
光化學反應,2,0.02%
接合製程,2,0.02%
修補,2,0.02%
製程所,2,0.02%
提高,2,0.02%
製程主要,2,0.02%
插件方式,2,0.02%
製程介紹,2,0.02%
停留時間,2,0.02%
製程共用,2,0.02%
做出,2,0.02%
製程單元,2,0.02%
值,2,0.02%
製程後,2,0.02%
揮發,2,0.02%
接合（,2,0.02%
損傷層(,2,0.02%
個電晶體與元件,2,0.02%
損壞測試,2,0.02%
個測試頭,2,0.02%
搭配的包裝型式,2,0.02%
個晶粒座,2,0.02%
個人電腦,2,0.02%
摻質,2,0.02%
製程線寬,2,0.02%
"倉

",2,0.02%
提早,2,0.02%
氧化氣氛,2,0.02%
整片晶圓,2,0.02%
提出,2,0.02%
接方式,2,0.02%
接線,2,0.02%
表面處理,2,0.02%
表面處理程序,2,0.02%
表面黏著型,2,0.02%
接觸面積,2,0.02%
表面黏著技術為一方便,2,0.02%
元件大廠,2,0.02%
表面黏著技術的發展,2,0.02%
接近,2,0.02%
氮化矽層,2,0.02%
袋式集塵,2,0.02%
氫氧化,2,0.02%
氫氣,2,0.02%
儀器,2,0.02%
氫氟酸的濃度,2,0.02%
裸晶,2,0.02%
推出,2,0.02%
製,2,0.02%
推動作用,2,0.02%
傳輸設備,2,0.02%
提升,2,0.02%
九,2,0.02%
人力,2,0.02%
期間,2,0.02%
趨弱,2,0.02%
趨強,2,0.02%
一份報告,2,0.02%
晶圓黏片,2,0.02%
晶圓（,2,0.02%
一些測試配件,2,0.02%
本區的製造過程,2,0.02%
較小,2,0.02%
木屑,2,0.02%
"　　

",2,0.02%
晶片切割,2,0.02%
一個目,2,0.02%
輔助,2,0.02%
晶片及容器,2,0.02%
晶片因,2,0.02%
wafermount,2,0.02%
轉型,2,0.02%
wafer,2,0.02%
晶片性能,2,0.02%
tube,2,0.02%
tape,2,0.02%
surfacemounttechnology,2,0.02%
本章節,2,0.02%
超臨界流體,2,0.02%
近年來,2,0.02%
一層次,2,0.02%
一種做法,2,0.02%
一環,2,0.02%
資源消耗,2,0.02%
資金,2,0.02%
資金層面,2,0.02%
框架的支撐,2,0.02%
晶圓廠,2,0.02%
一成,2,0.02%
質,2,0.02%
質分析,2,0.02%
一層損傷層,2,0.02%
一個電性抽測的動作,2,0.02%
晶圓溫度,2,0.02%
晶圓的翹曲行為,2,0.02%
一家測試廠,2,0.02%
一卷,2,0.02%
晶圓級構裝,2,0.02%
一功能,2,0.02%
一刀一刀,2,0.02%
超純水清洗晶片,2,0.02%
一全程的檢測,2,0.02%
超過,2,0.02%
辦法,2,0.02%
resist）,2,0.02%
人才,2,0.02%
過去電子零件與基板,2,0.02%
月度,2,0.02%
進行,2,0.02%
bond）,2,0.02%
月刊,2,0.02%
晶片輕,2,0.02%
晶石原料,2,0.02%
a,2,0.02%
運算,2,0.02%
WLP構裝,2,0.02%
運算結果,2,0.02%
晶矽原料,2,0.02%
有人,2,0.02%
晶種內的排差,2,0.02%
99.999999999%,2,0.02%
最重要,2,0.02%
晶身,2,0.02%
遠心分離機,2,0.02%
最早,2,0.02%
90%,2,0.02%
90,2,0.02%
選用,2,0.02%
邊周圍,2,0.02%
ceramic,2,0.02%
進程,2,0.02%
polyimide,2,0.02%
通過,2,0.02%
plating,2,0.02%
plastic,2,0.02%
p.32~41,2,0.02%
mold,2,0.02%
manufacture）,2,0.02%
有缺陷,2,0.02%
magazine,2,0.02%
low-k,2,0.02%
layer,2,0.02%
通訊,2,0.02%
通道,2,0.02%
有害,2,0.02%
速度,2,0.02%
g,2,0.02%
晶片的清洗過程,2,0.02%
晶片的測試,2,0.02%
有機相,2,0.02%
epoxy,2,0.02%
有機物,2,0.02%
進入者的威脅,2,0.02%
進展,2,0.02%
delay,2,0.02%
晶圓代工產業,2,0.02%
晶圓代工模式,2,0.02%
晶圓代工業務模式,2,0.02%
評估,2,0.02%
乙烯,2,0.02%
機物質,2,0.02%
方格,2,0.02%
乃是,2,0.02%
方案,2,0.02%
主因,2,0.02%
中間,2,0.02%
許多客戶,2,0.02%
於導線架,2,0.02%
機廢氣,2,0.02%
中德電子與台灣小松,2,0.02%
乳化,2,0.02%
機台外,2,0.02%
於晶圓板,2,0.02%
試區,2,0.02%
中央系統管理,2,0.02%
試機台,2,0.02%
中央廢氣處理系統,2,0.02%
試驗,2,0.02%
機具,2,0.02%
中國,2,0.02%
於晶片表面,2,0.02%
設施,2,0.02%
機酸,2,0.02%
晶圓代工廠商的收入規模波動,2,0.02%
斑痕的產生,2,0.02%
設備供應商,2,0.02%
人工,2,0.02%
設備再生,2,0.02%
人員,2,0.02%
整體的月度,2,0.02%
亮眼,2,0.02%
整體而言,2,0.02%
整理,2,0.02%
設備市場,2,0.02%
數量,2,0.02%
亞洲,2,0.02%
設備選,2,0.02%
設備投資,2,0.02%
設備模組,2,0.02%
新冠疫情影,2,0.02%
二甲苯,2,0.02%
檢測方法,2,0.02%
二極體與電晶,2,0.02%
設備種類,2,0.02%
機（,2,0.02%
事業廢棄物,2,0.02%
事,2,0.02%
樣品,2,0.02%
詳情,2,0.02%
認可,2,0.02%
資,2,0.02%
貯,2,0.02%
三個月,2,0.02%
貯存槽,2,0.02%
貯槽,2,0.02%
構裝型態,2,0.02%
七章,2,0.02%
構成,2,0.02%
貳,2,0.02%
時代,2,0.02%
一顆,2,0.02%
一項,2,0.02%
模組,2,0.02%
資本,2,0.02%
一部測試機台,2,0.02%
資本投入,2,0.02%
業者而言,2,0.02%
業者的技術,2,0.02%
