Entity,EntityIndex,Relation,RelationIndex
"['晶片', '03', '30', '技術', '于資訊', '基本', '晶圓', '經過', '', 'Cleaning）']","[3, 10, 12, 14, 19, 24, 30, 32, 34, 39]","['看完', '知道', '製造', '有', '困難', '製程', '先', '適當']","[0, 2, 4, 5, 7, 22, 31, 33]"
"['熱爐管', '內']","[1, 5]",['送到'],[0]
['環境中'],[4],['含氧'],[1]
"['氧化', '方式', '晶圓的表面', '一層', '數百個', '矽層']","[3, 8, 12, 15, 20, 22]","['加', '熱', '形成', '厚', '二氧化']","[1, 2, 13, 16, 21]"
"['1000', '2000', '矽層', '化學氣相', '方式', '二氧化矽上']","[3, 6, 8, 12, 19, 29]","['厚', '氮化', '沈積', '沈積', '長成']","[1, 7, 13, 20, 26]"
"['整個晶圓', '微影', '製程']","[3, 6, 11]",['進行'],[5]
['晶圓上上一層光阻'],[7],[],[]
"['光罩上的圖案', '光阻上面']","[5, 8]",['移轉到'],[6]
"['蝕刻', '技術']","[2, 6]",['利用'],[1]
"['部份', '保護', '加以']","[1, 6, 9]",[''],[6]
"['', '線路圖部份']","[1, 7]","['留下', '需要']","[0, 4]"
"['磷', '離子源']","[2, 4]",['為'],[3]
"['整片晶圓', '原子的植入']","[3, 8]","['進行', '磷']","[4, 5]"
['光阻劑'],[3],['去除'],[4]
"['製程', '此']","[0, 3]",['進行'],[1]
"['我們', '電路', '電晶體及部份的字符線']","[0, 5, 13]","['構成', '集成', '需']","[3, 4, 7]"
"['光罩', '設計圖案']","[1, 6]",['提供'],[3]
"['', '晶圓上']","[1, 4]","['建立', '完成']","[5, 6]"
"['金屬', '製程']","[2, 4]","['進行', '化']","[1, 3]"
['金屬導線'],[2],['製作'],[0]
['各個電晶體與組件'],[6],['連接'],[8]
"['每一道步驟', '後', '一些電性', '物理特性']","[5, 8, 14, 17]","['加工', '完', '進行', '量測']","[6, 7, 11, 18]"
"['加工結果', '規格內', '步驟', '第一層、第二層', '電路部份']","[3, 7, 14, 20, 26]","['檢驗', '重複', '製作']","[1, 13, 15]"
"['矽晶圓上', '電晶體', '其它電子組件', '最後', '產品', '電性測試區作電性量測']","[4, 6, 10, 12, 17, 24]","['製造', '加工', '完成', '送到']","[5, 14, 15, 20]"
['上述製程之需要'],[4],[],[]
"['廠內', '四大區', '黃光本區的作用', '照相', '技術']","[2, 7, 14, 17, 21]","['分為', '在於', '利用', '顯微', '縮小']","[5, 15, 16, 18, 19]"
"['每一層次', '電路圖']","[3, 7]","['定義出', '需要']","[0, 5]"
['感光劑'],[2],"['採用', '易', '曝光']","[1, 3, 4]"
"['黃色燈光', '區域內工作']","[3, 7]",['照明'],[4]
['黃光區'],[3],['叫做'],[1]
"['2', '蝕刻', '我們', '電路圖']","[0, 2, 7, 11]","['經過', '定義', '出', '需要']","[3, 5, 6, 9]"
['部份'],[3],['除掉'],[5]
"['此', '步驟', '']","[0, 4, 8]","['除', '', '蝕刻']","[2, 8, 10]"
"['它', '雕刻']","[1, 3]",[],[]
"['一刀一刀', '木屑']","[4, 11]","['削去', '必要', '必要']","[5, 7, 9]"
['作品'],[1],['完成'],[0]
"['期間', '酸液', '']","[0, 3, 6]","['利用', '腐蝕']","[2, 5]"
['蝕刻區'],[4],['叫做'],[1]
"['區', '過程都', '中進行']","[5, 8, 12]",['本'],[3]
['高溫區'],[3],['稱為'],[1]
"['高溫', '物質能量', '運動']","[1, 4, 7]","['利用', '給予', '產生']","[0, 2, 6]"
"['本區的機台', '一根根的爐管']","[4, 12]","['大', '為']","[5, 7]"
"['人', '爐管區']","[3, 6]","['有', '稱為']","[2, 4]"
"['每一根爐管', '作用']","[3, 8]","['有', '不同']","[5, 6]"
"['4', '真空本區機器操作時']","[0, 7]",[],[]
['機器中'],[1],"['需要', '抽成', '真空']","[3, 4, 5]"
"['', '空區']","[2, 5]","['稱', '為', '真']","[1, 3, 4]"
"['空區的機器', '離子']","[3, 9]","['真', '用來', '作', '沈積', '植入']","[0, 5, 6, 7, 10]"
"['上', '一層', '薄膜']","[4, 7, 10]","['覆蓋', '薄薄']","[5, 8]"
"['', '膜區']","[3, 7]","['稱', '為', '薄']","[2, 4, 6]"
"['空區中', '一站', '晶圓', '區']","[3, 6, 8, 11]","['真', '有', '稱為', '收']","[1, 4, 7, 10]"
['晶片的測試'],[4],['接受'],[1]
"['我們', '晶片']","[1, 5]",['製造'],[3]
"['其過程', '缺陷']","[1, 5]",['有'],[4]
"['電性的流通上', '問題']","[3, 6]",['有'],[5]
"['工程師', '其經驗與電子學上知識', '一全程的檢測']","[1, 8, 13]",['做'],[9]
"['某一電性量測值的變異判斷某一道', '製程', '任何']","[10, 12, 15]","['相關', '發生', '異常']","[11, 14, 16]"
"['此', '測試區', '檢測']","[0, 3, 8]","['檢測', '不同於']","[1, 2]"
"['前者', '細部的電子特性測試與物理特性測試']","[0, 10]",[],[]
"['後者', '測試', '產品的電性功能', '檢測']","[0, 4, 10, 12]","['做', '作']","[2, 11]"
[''],[7],[],[]
"['純度', '矽礦', '熔爐中']","[3, 7, 10]","['高', '放入']","[5, 8]"
['金屬物質'],[7],"['加入', '設定', '好']","[1, 3, 4]"
"['矽晶柱', '要求的電性特質']","[4, 9]","['使', '產生', '出來', '擁有']","[0, 1, 2, 5]"
"['所有物質', '後', '單晶的矽晶柱']","[4, 6, 11]","['需要', '融化', '長成']","[1, 5, 8]"
"['以下', '所有晶柱', '製程', '介紹']","[0, 4, 6, 8]","['長成', '做']","[5, 7]"
"['長晶', '程序', '是將', '塊狀', '加熱制', '攝氏', '度的融化']","[0, 2, 11, 18, 21, 23, 27]","['（', '石英坩', '高於', '1420', '上']","[5, 14, 22, 24, 29]"
"['此階段中', '參數', '坩鍋的位置與熱量的供應']","[2, 6, 14]","['重要', '為']","[4, 7]"
"['功率', '復晶矽']","[6, 9]","['使', '大', '融化']","[1, 4, 8]"
['壽命'],[2],['降低'],[4]
"['功率', '過程', '時']","[1, 7, 9]","['低', '融化', '費', '久']","[3, 5, 8, 11]"
['整體的產能'],[3],['影響'],[0]
"['頸部成長', '融漿', '穩定']","[1, 8, 10]",['後'],[11]
"['1.0.0', '方向的晶種', '液中']","[2, 6, 10]",['注入'],[8]
"['晶種', '上']","[2, 4]",['拉升'],[5]
"['直徑', '6mm']","[2, 9]","['使', '縮小']","[1, 3]"
"['此直徑', '10', '20']","[2, 5, 7]","['維持', '拉長']","[0, 4]"
['晶種內的排差'],[5],['消除'],[1]
"['此種', '排差', '控制', '差局', '頸部的成長']","[1, 3, 8, 13, 18]","['零', '為', '排', '限']","[2, 10, 12, 14]"
"['晶冠成長', '後']","[1, 7]",['頸部'],[6]
['拉速與溫度'],[5],"['慢慢', '降低']","[0, 2]"
"['頸部的直徑', '大小']","[3, 9]","['使', '增加到', '需']","[0, 5, 7]"
"['晶體', '', '變化', '來', '', '直徑']","[0, 7, 10, 12, 16, 18]","['成長', '拉速', '固定', '']","[1, 6, 15, 16]"
"['坩鍋', '', '液面高度']","[1, 4, 11]","['不斷', '上升', '維持', '固定']","[3, 5, 7, 8]"
"['坩鍋', '晶棒及液面的輻射熱會']","[2, 9]","['傳到', '增加']","[3, 11]"
"['此輻射熱源', '介面的溫度梯度']","[2, 9]","['致使', '固業', '變', '小']","[4, 5, 11, 12]"
"['晶棒', '階段的拉速']","[2, 6]","['成長', '降低']","[3, 10]"
"['晶棒', '現象']","[2, 5]","['避免', '扭曲', '產生']","[1, 3, 6]"
"['尾部', '晶體', '需要', '長度後']","[0, 6, 11, 15]","['成長', '成長', '固定']","[1, 7, 9]"
['晶棒的直徑'],[2],['縮小'],[6]
['液面'],[2],['分開'],[3]
"['此', '熱應力', '排差與滑移面現象']","[0, 4, 9]","['避免', '造成']","[2, 5]"
"['後處理》', '後']","[5, 9]",['矽'],[6]
"['整個晶圓的製作', '一半']","[4, 8]",['到'],[6]
"['晶柱', '檢測']","[3, 7]","['做', '裁切']","[4, 5]"
"['頭尾的晶棒', '外徑', '切片', '處理']","[4, 8, 11, 15]","['裁', '切掉', '進行', '研磨']","[0, 1, 7, 9]"
"['最後', '一片片價值', '晶圓']","[0, 5, 8]","['成為', '非凡']","[3, 6]"
"['以下', '晶柱的後', '製程', '介紹']","[0, 5, 7, 9]","['處理', '做']","[6, 8]"
"['切片', '以來', '切片', '內徑鋸']","[0, 5, 7, 12]","['經援', '採用']","[6, 10]"
"['其鋸片', '一環狀', '葉片']","[1, 4, 6]",['薄'],[5]
"['內徑邊緣', '鑽石顆粒']","[1, 5]",['鑲有'],[2]
"['晶棒', '切片前', '一石墨板']","[0, 3, 7]",['黏貼'],[5]
['切片'],[3],"['有利於', '夾持']","[1, 4]"
"['最後', '階段時鋸片', '晶棒', '']","[4, 8, 10, 13]","['避免', '切斷', '離開', '造', '破裂']","[2, 5, 9, 12, 14]"
"['切片晶圓的厚度、弓形度', '撓曲度', '特性', '製程管制要點']","[5, 10, 15, 19]",['為'],[16]
"['影響晶圓質量的因素', '切割機台本身的穩定度與設計外']","[4, 13]",[],[]
"['鋸片的張力狀況及鑽石銳利度', '影響']","[7, 14]","['保持', '有', '大']","[8, 10, 12]"
"['圓邊', '晶圓']","[1, 8]",['切好'],[6]
"['其邊緣', '平面', '直角']","[1, 5, 9]","['垂直', '切割', '為', '銳利']","[2, 4, 6, 7]"
"['矽單晶', '材料特性']","[2, 6]",['硬脆'],[3]
['此角'],[1],"['易', '崩裂']","[3, 4]"
['晶圓強度'],[3],['影響'],[1]
"['製程中', '微粒的來源']","[3, 7]","['為', '污染']","[1, 4]"
"['半導體', '中']","[4, 6]",['製成'],[5]
"['晶圓邊緣', '影響光組與磊晶層之厚度']","[5, 13]","['處理', '為']","[2, 7]"
"['計算機數值', '機台', '切片晶圓的邊緣形狀與外徑尺寸']","[3, 5, 15]","['化', '自動', '修整']","[4, 6, 7]"
"['研磨', '', '在於', '所', '', '或', '破壞層']","[0, 5, 7, 12, 14, 16, 18]","['', '除去', '或', '']","[5, 8, 10, 14]"
"['同時', '晶圓表面', '平坦度']","[0, 3, 10]","['使', '達到', '進行', '拋光', '處理']","[1, 4, 6, 7, 8]"
"['蝕刻', '前述', '後']","[0, 6, 9]","['加工', '製程']","[7, 8]"
"['表面', '應力', '一層損傷層']","[0, 3, 8]","['加工', '形成']","[2, 5]"
"['前', '化學蝕刻的方式']","[2, 8]","['拋光', '去除']","[1, 10]"
"['蝕刻液', '酸性與鹼性兩種']","[1, 8]",['分為'],[3]
"['去疵', '將', '上', '', '感到']","[0, 6, 9, 11, 13]","['噴砂法', '下半層']","[5, 14]"
"['往後', '製程']","[3, 5]",['利'],[1]
[''],[5],['（'],[1]
"['製程', '邊緣', '表面', '兩種邊緣', 'Polishing']","[1, 4, 7, 11, 15]","['區分為', '拋光', '拋光', '拋光']","[3, 5, 8, 12]"
"['拋光', '在於', '（', '']","[3, 6, 9, 16]","['', '降低', '微粒', '著']","[3, 7, 8, 13]"
"['晶圓', '機械強度']","[2, 8]","['使', '具備', '佳']","[1, 3, 5]"
"['設備', '技術層面']","[3, 7]","['需要', '昂貴', '高']","[1, 4, 9]"
['各戶要求'],[3],[],[]
['本製程'],[4],['進行'],[2]
"['拋光', '加工處理', '一道步驟']","[2, 10, 14]","['（', '']","[3, 10]"
"['晶圓表面厚度', '10', '20微米']","[3, 5, 8]",['移除'],[0]
"['其目', '前述製程中', '', '缺陷']","[1, 6, 8, 10]","['改善', '遺留下', '微']","[3, 7, 9]"
"['平坦度', '佳化']","[4, 6]",['取得'],[1]
"['製程的要求', '上本製程', '化學', '機械的反應機制']","[5, 9, 11, 16]","['滿足', '為']","[1, 10]"
"['研磨劑中', ',', '最']","[3, 7, 12]",[],[]
"['機械摩擦作用', '腐蝕的動力來源']","[3, 8]",['提供'],[4]
"['晶圓針', '製程介紹', '1', '（Chip Probing', '', '針對', '功能上的測試', 'Test']","[2, 5, 7, 12, 16, 19, 25, 27]",['測'],[3]
"['前先行', '功能不良']","[6, 11]","['使', '構裝', '出電性', '']","[0, 4, 8, 11]"
"['不良品', '成本']","[3, 6]","['避免', '增加', '製造']","[1, 4, 5]"
['中'],[2],[],[]
"['製程', '測試配件']","[1, 7]","['針測', '換上', '不同']","[0, 3, 4]"
"['測試製程', '測試機台']","[4, 9]","['共享', '相同']","[5, 6]"
"['測試廠', '測試機台的使用率']","[2, 8]","['為', '提高']","[3, 4]"
"['測試的服務', '晶片測試的訂單']","[5, 11]","['提供', '接受']","[1, 7]"
"['以下', '此針', '製程']","[0, 3, 5]","['測', '作', '描述']","[4, 6, 8]"
"['', '圖']","[6, 8]",[],[]
"['其流程', '下面幾道作業', '1', '測', '作', 'Sorting）', '', '目', '一顆晶粒的電氣特性']","[1, 6, 9, 12, 14, 19, 22, 24, 35]","['包括', '產品', '（', '是']","[2, 15, 17, 25]"
['線路的連接'],[2],[],[]
"['其', '不良品']","[1, 4]","['檢查', '為']","[0, 3]"
['不良品'],[2],['為'],[1]
"['一點', '墨水']","[2, 4]","['點上', '紅']","[1, 3]"
[],[],"['作為', '識別之用']","[0, 1]"
[],[],[],[]
"['另一個目', '測試產品的良率']","[3, 8]",[],[]
"['良率的高低', '晶圓', '過程']","[3, 7, 10]","['判', ' 斷', '製造', '有誤']","[5, 6, 8, 12]"
"['良品率', '時', '晶圓', '過程一切']","[0, 2, 4, 7]","['高', '表示', '製造', '正常']","[1, 3, 5, 8]"
['良品率'],[1],['過低'],[2]
"['晶圓', '過程中']","[2, 6]","['表示', '製造']","[0, 3]"
"['某些步驟', '問題']","[2, 4]","['有', '出現']","[0, 3]"
['工程師檢查'],[4],['通知'],[2]
"['）', '修補', 'Laser Repairing）', '目的', '修補那些', '被', '不良品', '在']","[2, 4, 7, 11, 14, 17, 20, 26]","['尚', '', '備份', '者', '）']","[15, 19, 24, 28, 29]"
['產品的良品率'],[3],['提高'],[0]
"['晶圓針', '後']","[2, 5]","['測', '完成']","[3, 4]"
"['電路的產品', '其', '晶圓針', '時', '測試結果數據', '雷射修補機中']","[4, 7, 10, 12, 18, 23]","['擁有', '測', '產生', '送往']","[0, 11, 14, 20]"
"['這些數據', '不良品的位置']","[2, 6]",['包括'],[3]
['線路的配置'],[2],[],[]
"['雷射修補機的控制計算機', '這些數據']","[4, 9]",[],[]
['晶圓中的不良品'],[5],"['嘗試', '修復']","[0, 6]"
"['）', '是', '最後', '項作業']","[2, 10, 15, 18]","['烘烤', '（', '針測', '中']","[4, 5, 11, 13]"
"['加溫', '目的', '二', '（一', '將', '紅墨水']","[0, 3, 5, 8, 10, 16]","['烘烤', '有', '晶粒']","[1, 4, 13]"
"['（二）', '晶圓']","[2, 4]",[],[]
"['加溫', '產品']","[1, 4]","['經過', '烘烤']","[0, 2]"
['需求'],[2],"['有', '出貨']","[1, 5]"
"['製程介紹-', '測試', '構裝後', '產品之電性功能', '出廠', '功能上']","[5, 8, 15, 23, 26, 30]","['2', '以', '完整性']","[6, 24, 31]"
"['產品', '其電性功能', '分類', 'Bin']","[5, 9, 11, 15]","['測試', '作', '分']","[3, 10, 14]"
"['等級產品的評價依據', '最後', '產品', '外觀檢驗', '作業']","[7, 9, 12, 15, 19]","['作為', '不同', '作']","[0, 2, 13]"
"['電性功能測試', '產品之各種電性參數', '測試', '產品']","[2, 10, 12, 15]","['進行', '確定', '正常', '運作']","[11, 14, 17, 18]"
"['測試之機台', '產品', '測試項目', '測試程序', '外觀檢驗之項目']","[3, 6, 10, 16, 22]","['不同', '加載', '不同', '繁多']","[7, 12, 13, 23]"
['構裝型態'],[5],"['不同', '有所', '不同']","[2, 7, 8]"
"['引腳之各項性質、印字', '清晰度及膠體', '項目']","[8, 15, 23]","['包含', '損傷']","[0, 21]"
"['表面', '技術的發展']","[2, 7]",['黏'],[3]
"['成品與基版間', '定位']","[7, 10]","['確保', '構裝', '準確', '完整', '密合']","[1, 2, 8, 11, 12]"
"['成品', '諸項性質之檢驗']","[1, 8]","['構裝', '接腳', '重要']","[0, 2, 11]"
"['以下', '測試流程', '圖為', '產品測試']","[0, 4, 10, 14]","['做', '介紹', '半導體']","[5, 7, 11]"
"['其流程', '下面幾道作業', '上線', '用意', '待測品']","[1, 6, 12, 15, 24]",['包括'],[2]
"['上游廠商', '包箱內']","[2, 6]","['送來', '拆封']","[3, 7]"
"['一顆顆', '一個標準容器', '幾十顆', '一盤']","[2, 8, 12, 15]","['放', '放']","[3, 13]"
"['每一盤', '數量及其容器規格']","[2, 10]",['放'],[4]
"['測品的外形', '內']","[3, 8]","['有', '不同']","[5, 6]"
"['上', '（']","[3, 6]","['利', '測']","[1, 4]"
"['測品', '分類機', '內', '測品']","[1, 3, 7, 11]",['定位'],[12]
"['其內', '機械機構', '上下料']","[4, 7, 11]","['使', '自動化', '自動']","[1, 5, 9]"
"['2', '測試機台測試', '1', '2', '3', '入庫']","[0, 4, 8, 11, 13, 18]",[],[]
"['入庫檢驗', '備料後']","[3, 6]","['經過', '上線']","[0, 4]"
"['上測試機台', '測試', '前述']","[5, 7, 10]",['去'],[6]
"['測試機台', '測試產品的電性功能種類', '邏輯', '測試機', '測試機及混合式', '同時', '邏輯線路及模擬線路', '測試機三種']","[1, 8, 11, 14, 19, 23, 29, 33]","['分為', '內存', '包含']","[10, 15, 24]"
"['測試機的主要功能', '測品', '電性訊號', '測品', '訊號後', '電性訊號', '產品電性測試結果的判斷']","[3, 7, 12, 16, 19, 24, 32]","['在於', '發出', '需', '接受', '待', '響應', '作出']","[4, 5, 9, 14, 15, 21, 26]"
"['這些', '測試機台內的控制細節']","[1, 8]",[],[]
"['此一', '測品', '測試程序']","[5, 7, 12]","['寫', '控制']","[9, 18]"
['測試機'],[6],[],[]
"['每種', ' 品其產品的電性特性及測試機台測試能力限制']","[2, 16]","['測', '有', '所', '不同']","[4, 18, 19, 20]"
[],[],['說'],[2]
"['測品', '一家測試廠中']","[1, 6]",[],[]
"['許多', '此種產品電性特性的測試機台', '其選擇', '測試機台外']","[2, 10, 14, 19]","['有', '適合', '供']","[1, 3, 12]"
"['測品', '電性測試', '一些測試配件', '（', '測試的自動化', '結構']","[1, 5, 10, 15, 24, 26]","['完成', '需要', '測品', '']","[3, 7, 20, 23]"
"['其內', '機械機構', '一顆顆從', '容器內自動', '', '（', '接受']","[0, 3, 8, 13, 16, 18, 22]","['有', '', '測試機台', '測試']","[1, 13, 15, 23]"
"['測試的結果', '測試機台內', '分類機內']","[2, 7, 10]",['傳到'],[8]
"['分類機會', '其每顆', '測品的電性測試結果', '分類', '此', '產品', '過程', '分類機內', '裝置']","[1, 5, 11, 14, 16, 18, 23, 27, 30]","['作', '分', '有', '升溫']","[13, 19, 28, 29]"
"['測品', '測試', '所', '溫度', '環境']","[3, 5, 7, 11, 13]",['提供'],[1]
"['分類機的降溫', '氮氣']","[3, 8]",[],[]
['目的'],[5],"['達到', '快速', '降溫']","[1, 2, 3]"
"['', '測試機台及', '測品的搭配下']","[1, 6, 11]","['不同', '待']","[0, 7]"
['測試效果'],[2],"['有', '所同']","[4, 5]"
['測試產品'],[3],['而言'],[4]
"['', '', '選擇現象']","[3, 5, 13]","['適用', '有', '喜好', '存在']","[2, 9, 10, 14]"
"['測試機台', '很多個測試頭']","[0, 6]",['有'],[3]
"['個數', '測試機台的機型規格']","[0, 6]",['定'],[8]
"['每個測試頭同時', '上一部分類機', '針測機']","[4, 9, 11]",[],[]
"['一部測試機台', '同時的與多台的分類機及針測機']","[4, 14]",['相連'],[15]
"['方式', '處理']","[4, 9]","['連接', '分為', '平行']","[2, 7, 8]"
['桌球處理'],[2],[],[]
"['前者', '', '測試機台上多台分類機', '測試程試測試同一批', '測品']","[0, 2, 11, 20, 22]","['指', '相同', '待']","[1, 13, 21]"
"['者', '同一測試機台上多台分類機', '測試程序同時', '測品的測試']","[1, 11, 17, 23]","['不同', '進行', '不同', '批待']","[13, 18, 19, 20]"
"['測試程序', '批待', '都', '個不同', '階段（', '', '', '）']","[3, 9, 12, 18, 21, 24, 27, 30]","['產品', '在', '']","[11, 14, 18]"
['上測試機台測試'],[5],[],[]
['測試程序'],[5],"['需要', '不同']","[1, 2]"
['品牌的測試機台'],[4],['不同'],[0]
['其測試程序的語法'],[4],['相同'],[7]
"['此測試機台', '能力測試', '測品']","[4, 7, 10]","['有', '待']","[5, 9]"
['測試程序'],[4],['缺少'],[2]
[],[],"['沒有用', '而言']","[1, 4]"
"['測試程序的內容', '測品的電性特性']","[5, 10]","['待', '息息', '相關']","[6, 11, 12]"
"['大多', '客戶', '']","[1, 3, 5]",['提供'],[4]
"['3', '測試機台', '一', '要將', '上的訊號', '上', '機台', '上的訊號傳送', '', '個', '接口']","[0, 3, 7, 10, 16, 18, 21, 26, 28, 30, 32]","['接口', '', '一']","[4, 15, 29]"
['此'],[0],"['轉換', '接口']","[1, 2]"
"['測品的電性特性及外形接腳數', '很多種類']","[8, 13]","['不同', '有']","[9, 11]"
"['內存類產品', '', '邏輯類產品', '', '邏輯類產品', '', '邏輯類產品', '', '接腳器']","[5, 7, 12, 14, 19, 21, 27, 29, 32]",[],[]
"['測品其', '分布位置及腳數']","[2, 8]","['依待', '接腳', '有所', '不同']","[0, 3, 10, 11]"
"['每批', '測品', '測試機台的測試次數']","[1, 3, 9]","['待', '相同']","[2, 12]"
"['這', '客戶的要求']","[0, 6]",['看'],[3]
['邏輯性的產品'],[4],['而言'],[1]
"['上測試機台一次', '2', '1', '3']","[6, 10, 17, 19]","['即', '用']","[8, 14]"
"['內存', '二', '三次的測試']","[2, 7, 12]",['經過'],[6]
"['每次的測試環境溫度要求', '些']","[7, 10]","['有', '不同']","[9, 11]"
['測試環境的溫度選擇'],[4],[],[]
['三種選擇'],[3],['有'],[0]
['高溫、常溫及低溫'],[5],[],[]
"['溫度的度數', '客戶', '要求']","[2, 4, 7]",[],[]
"['升溫', '溫耗時']","[0, 3]","['降', '許多']","[2, 4]"
"['那一道', '什麼溫度']","[4, 8]",[],[]
"['這', '客戶', '測品', '所']","[0, 5, 8, 11]","['不同', '不同', '待', '有', '不同']","[3, 6, 7, 10, 12]"
['每次測試'],[2],['完'],[3]
['測試結果報告'],[5],['有'],[2]
['測試結果'],[2],['不佳'],[3]
"['本', '測品的現象']","[6, 10]","['產生', '批待', '產生']","[3, 7, 11]"
"['3', '預燒爐', '測試內存', '此程序']","[0, 2, 8, 13]",['有'],[11]
['1之後'],[3],[],[]
"['測品', '上預燒爐里']","[1, 5]",[],[]
"['其目', '測品一個高溫', '電壓', '電流的環境']","[1, 9, 12, 16]","['在於', '提供', '高', '高']","[2, 3, 10, 13]"
"['生命周期', '', '測品', '過程中', '']","[2, 5, 7, 12, 14]","['使', '短', '待', '提早', '顯現', '出來']","[0, 4, 6, 13, 15, 16]"
"['後', '96個小時內', '測品', '物理特性', '前', '測試機台測試']","[2, 9, 11, 15, 18, 24]","['消退', '完成']","[17, 19]"
"['測品', '回預燒爐']","[5, 8]",['種'],[6]
"['此', '配件', '']","[1, 5, 8]","['用到', '包括']","[3, 6]"
"['4', '電性', '一道機台測試後']","[0, 2, 10]",['抽測'],[3]
"['一個電性', '動作', '貨']","[5, 8, 14]","['有', '抽測', '俗稱']","[2, 6, 10]"
"['此作業的目', '此', '測試機台測試', '測品', '數量']","[3, 6, 11, 13, 16]","['完成', '抽出']","[7, 14]"
