打線,8,0.0008,7.0,4.2262
資料,7,0.0007,6.0,4.1039
資本,7,0.0007,5.0,4.5725
費用,7,0.0007,4.0,5.1268
包裝,7,0.0007,9.0,3.0195
晶粒,7,0.0007,7.0,3.6979
空間,7,0.0007,6.0,4.1039
回收,7,0.0007,5.0,4.5725
氫氟酸,7,0.0007,3.0,5.8051
一層,7,0.0007,16.0,1.4064
框架,7,0.0007,4.0,5.1268
業界,7,0.0007,9.0,3.0195
情形下,7,0.0007,6.0,4.1039
優點,7,0.0007,10.0,2.7298
人工,7,0.0007,7.0,3.6979
雙月刊,7,0.0007,1.0,7.9123
此技術,7,0.0007,8.0,3.3398
資料來源,7,0.0007,2.0,6.6797
單晶,7,0.0007,13.0,1.9967
黏晶,7,0.0007,5.0,4.5725
工作,7,0.0007,11.0,2.4653
變化,7,0.0007,10.0,2.7298
萃取,7,0.0007,1.0,7.9123
近年,7,0.0007,5.0,4.5725
位置,7,0.0007,11.0,2.4653
直徑,7,0.0007,9.0,3.0195
氣罩,7,0.0007,1.0,7.9123
管理,7,0.0007,5.0,4.5725
動作,7,0.0007,10.0,2.7298
坩鍋,7,0.0007,5.0,4.5725
服務,7,0.0007,8.0,3.3398
指標,7,0.0007,3.0,5.8051
切片,7,0.0007,7.0,3.6979
零件,7,0.0007,3.0,5.8051
其目,7,0.0007,5.0,4.5725
沸點,7,0.0007,1.0,7.9123
投資,7,0.0007,10.0,2.7298
收益,7,0.0007,1.0,7.9123
晶片表面,7,0.0007,5.0,4.5725
 程,7,0.0007,2.0,6.6797
其內,6,0.0006,5.0,3.9193
矽單晶,6,0.0006,6.0,3.5176
優勢,6,0.0006,9.0,2.5882
晶圓代工廠商,6,0.0006,3.0,4.9758
應力,6,0.0006,4.0,4.3944
客戶的要求,6,0.0006,3.0,4.9758
前述,6,0.0006,6.0,3.5176
規格,6,0.0006,12.0,1.9045
速度,6,0.0006,5.0,3.9193
項目,6,0.0006,9.0,2.5882
進行,6,0.0006,7.0,3.1696
研發,6,0.0006,9.0,2.5882
能源,6,0.0006,5.0,3.9193
階段,6,0.0006,15.0,1.3635
效率,6,0.0006,3.0,4.9758
導線,6,0.0006,12.0,1.9045
介紹,6,0.0006,9.0,2.5882
機台,6,0.0006,12.0,1.9045
資金,6,0.0006,3.0,4.9758
萃取物,6,0.0006,1.0,6.782
機械機構,6,0.0006,3.0,4.9758
陶瓷,6,0.0006,8.0,2.8627
液面,6,0.0006,6.0,3.5176
工程師,6,0.0006,5.0,3.9193
用途,6,0.0006,5.0,3.9193
工藝,6,0.0006,2.0,5.7255
功率,6,0.0006,5.0,3.9193
人員,6,0.0006,8.0,2.8627
切片,6,0.0006,5.0,3.9193
利用,6,0.0006,6.0,3.5176
方向,6,0.0006,16.0,1.2055
測試製程,6,0.0006,4.0,4.3944
封裝,6,0.0006,20.0,0.6549
電子產品,6,0.0006,12.0,1.9045
圖6.2-,6,0.0006,0.0,8.5882
電子元件,6,0.0006,10.0,2.3398
邊緣,6,0.0006,9.0,2.5882
國際,6,0.0006,9.0,2.5882
圖5.4-,6,0.0006,0.0,8.5882
有機溶劑,6,0.0006,3.0,4.9758
晶體,6,0.0006,14.0,1.5316
第一期,6,0.0006,2.0,5.7255
CVD法,6,0.0006,3.0,4.9758
第一卷,6,0.0006,1.0,6.782
單晶基板上,6,0.0006,3.0,4.9758
單晶矽晶棒,6,0.0006,1.0,6.782
物聯網,6,0.0006,3.0,4.9758
框架上,5,0.0005,3.0,4.1465
該系統,5,0.0005,1.0,5.6517
活性碳,5,0.0005,2.0,4.7712
矽晶柱,5,0.0005,3.0,4.1465
採用,5,0.0005,17.0,0.8805
因素,5,0.0005,9.0,2.1568
後段製程,5,0.0005,4.0,3.662
規劃,5,0.0005,4.0,3.662
其功能,5,0.0005,5.0,3.2661
精確度,5,0.0005,5.0,3.2661
廢液,5,0.0005,2.0,4.7712
圓柱,5,0.0005,5.0,3.2661
規模,5,0.0005,5.0,3.2661
理想,5,0.0005,6.0,2.9313
分析,5,0.0005,11.0,1.7609
佈局,5,0.0005,3.0,4.1465
其步驟,5,0.0005,5.0,3.2661
瑕疵,5,0.0005,9.0,2.1568
光片,5,0.0005,1.0,5.6517
光源,5,0.0005,9.0,2.1568
電壓,5,0.0005,8.0,2.3856
包裝型式,5,0.0005,2.0,4.7712
容易,5,0.0005,6.0,2.9313
空氣,5,0.0005,4.0,3.662
其資源,5,0.0005,1.0,5.6517
預期,5,0.0005,5.0,3.2661
接合,5,0.0005,6.0,2.9313
說明,5,0.0005,4.0,3.662
化學氣相,5,0.0005,13.0,1.4262
MBE,5,0.0005,3.0,4.1465
該公司,5,0.0005,2.0,4.7712
廠內,5,0.0005,6.0,2.9313
速度,5,0.0005,10.0,1.9499
資金,5,0.0005,2.0,4.7712
兩種,5,0.0005,6.0,2.9313
面積,5,0.0005,10.0,1.9499
材料,5,0.0005,6.0,2.9313
良品率,5,0.0005,3.0,4.1465
：1,5,0.0005,2.0,4.7712
毒性,5,0.0005,2.0,4.7712
良率,5,0.0005,6.0,2.9313
行業市場,5,0.0005,1.0,5.6517
污泥,5,0.0005,2.0,4.7712
代工,5,0.0005,11.0,1.7609
晶圓針測,5,0.0005,4.0,3.662
檢驗,5,0.0005,8.0,2.3856
資本支出,5,0.0005,3.0,4.1465
矽晶圓材料,5,0.0005,1.0,5.6517
冷卻、結晶,5,0.0005,1.0,5.6517
硝酸,5,0.0005,2.0,4.7712
不良品,5,0.0005,2.0,4.7712
下圖,5,0.0005,6.0,2.9313
測試程序,5,0.0005,1.0,5.6517
性能,5,0.0005,10.0,1.9499
基礎,5,0.0005,7.0,2.6414
圖案,5,0.0005,13.0,1.4262
紫外光,5,0.0005,5.0,3.2661
二氧化矽,5,0.0005,11.0,1.7609
製程微縮,5,0.0005,2.0,4.7712
這些資料,5,0.0005,3.0,4.1465
其優點,5,0.0005,2.0,4.7712
生產成本,5,0.0005,5.0,3.2661
結構,5,0.0005,20.0,0.5457
一顆顆,5,0.0005,4.0,3.662
去除,5,0.0005,18.0,0.7631
企業,5,0.0005,4.0,3.662
長度,5,0.0005,4.0,3.662
物理氣相,5,0.0005,5.0,3.2661
反應室,5,0.0005,6.0,2.9313
體積,5,0.0005,11.0,1.7609
回收,132,0.041,5.0,86.2241
製造,127,0.0394,25.0,2.0816
利用,113,0.0351,6.0,66.248
進行,107,0.0332,7.0,56.5253
包括,102,0.0317,17.0,17.9613
成長,92,0.0286,16.0,18.4842
提供,88,0.0273,18.0,13.4297
增加,85,0.0264,21.0,7.56
不同,84,0.0261,6.0,49.2463
生產,72,0.0224,21.0,6.4038
相關,68,0.0211,15.0,15.4526
清洗,68,0.0211,15.0,15.4526
萃取,64,0.0199,1.0,72.3414
發展,62,0.0193,22.0,4.3174
加工,60,0.0186,15.0,13.6346
採用,59,0.0183,17.0,10.3894
分為,56,0.0174,16.0,11.2512
先進,55,0.0171,16.0,11.0503
晶圓,55,0.0171,26.0,0.0
接合,54,0.0168,6.0,31.6583
製程,51,0.0158,27.0,-0.8055
提高,48,0.0149,17.0,8.4524
拋光,46,0.0143,10.0,17.9387
控制,45,0.014,20.0,4.9115
設計,44,0.0137,17.0,7.748
降低,44,0.0137,6.0,25.7957
技術,42,0.013,26.0,0.0
影響,42,0.013,20.0,4.5841
減少,40,0.0124,12.0,12.6968
處理,40,0.0124,6.0,23.4506
利用,38,0.0118,15.0,8.6353
稱為,37,0.0115,17.0,6.5154
設備,34,0.0106,22.0,2.3676
持續,34,0.0106,10.0,13.259
快速,33,0.0102,14.0,8.424
製作,32,0.0099,18.0,4.8835
用於,31,0.0096,15.0,7.0446
曝光,31,0.0096,15.0,7.0446
投資,31,0.0096,10.0,12.0891
降低,31,0.0096,12.0,9.84
縮小,31,0.0096,18.0,4.7309
代工,28,0.0087,11.0,9.8611
研磨,27,0.0084,14.0,6.8924
操作,27,0.0084,11.0,9.5089
包含,27,0.0084,16.0,5.4247
固定,27,0.0084,9.0,11.6468
符合,26,0.0081,12.0,8.2529
穩定,26,0.0081,17.0,4.5784
產品,26,0.0081,22.0,1.8105
確保,25,0.0078,14.0,6.3818
投入,25,0.0078,8.0,11.928
系統,25,0.0078,17.0,4.4023
污染,25,0.0078,10.0,9.7493
產出,25,0.0078,8.0,11.928
去除,24,0.0075,18.0,3.6626
具備,24,0.0075,12.0,7.6181
吸收,23,0.0071,5.0,15.0239
選擇,23,0.0071,13.0,6.5604
植入,22,0.0068,12.0,6.9832
擴散,22,0.0068,13.0,6.2752
完整,22,0.0068,13.0,6.2752
均勻,22,0.0068,14.0,5.616
沉積,22,0.0068,12.0,6.9832
半導體,21,0.0065,25.0,0.3442
吸附,21,0.0065,2.0,20.0391
發生,21,0.0065,13.0,5.99
分析,21,0.0065,11.0,7.3958
自動,21,0.0065,14.0,5.3607
不斷,20,0.0062,6.0,11.7253
分離,20,0.0062,4.0,14.6479
提升,20,0.0062,10.0,7.7994
烘烤,20,0.0062,6.0,11.7253
收集,19,0.0059,2.0,18.1306
帶動,19,0.0059,8.0,9.0653
顯示,18,0.0056,7.0,9.5089
適合,18,0.0056,12.0,5.7136
生成,18,0.0056,7.0,9.5089
保護,18,0.0056,17.0,3.1696
擁有,18,0.0056,11.0,6.3393
複雜,17,0.0053,13.0,4.849
清潔,17,0.0053,5.0,11.1046
測試,17,0.0053,20.0,1.8555
表面,17,0.0053,20.0,1.8555
清除,17,0.0053,6.0,9.9665
連接,17,0.0053,5.0,11.1046
傳統,16,0.005,10.0,6.2395
改善,16,0.005,8.0,7.6339
晶片,16,0.005,22.0,1.1142
洗滌,16,0.005,2.0,15.2679
排放,16,0.005,2.0,15.2679
切割,15,0.0047,13.0,4.2785
焚化,15,0.0047,2.0,14.3136
做為,15,0.0047,5.0,9.7982
提出,15,0.0047,10.0,5.8496
成本,15,0.0047,17.0,2.6414
蝕刻,15,0.0047,21.0,1.3341
超額,15,0.0047,1.0,16.955
不易,15,0.0047,5.0,9.7982
潔淨,14,0.0043,6.0,8.2077
達成,14,0.0043,8.0,6.6797
接受,14,0.0043,10.0,5.4596
配合,14,0.0043,6.0,8.2077
切割,14,0.0043,6.0,8.2077
介紹,14,0.0043,9.0,6.0391
規劃,14,0.0043,4.0,10.2535
廢水,14,0.0043,2.0,13.3594
超過,14,0.0043,8.0,6.6797
連接,14,0.0043,12.0,4.4439
排出,14,0.0043,6.0,8.2077
製成,14,0.0043,10.0,5.4596
混合,14,0.0043,8.0,6.6797
開發,14,0.0043,13.0,3.9933
純化,14,0.0043,5.0,9.145
處於,13,0.004,5.0,8.4918
IC,13,0.004,23.0,0.665
改變,13,0.004,12.0,4.1265
消耗,13,0.004,5.0,8.4918
提昇,13,0.004,6.0,7.6215
置於,13,0.004,11.0,4.5784
調整,13,0.004,13.0,3.7081
委託,12,0.0037,3.0,9.9516
自動化,12,0.0037,11.0,4.2262
變動,12,0.0037,3.0,9.9516
選用,12,0.0037,8.0,5.7255
設定,12,0.0037,6.0,7.0352
採購,12,0.0037,4.0,8.7887
區分為,12,0.0037,7.0,6.3393
添加,12,0.0037,4.0,8.7887
導致,12,0.0037,4.0,8.7887
流程,12,0.0037,6.0,7.0352
資源,12,0.0037,4.0,8.7887
加速,12,0.0037,12.0,3.809
晶矽,12,0.0037,13.0,3.4228
合作,12,0.0037,5.0,7.8386
面臨,12,0.0037,8.0,5.7255
評估,12,0.0037,5.0,7.8386
導入,11,0.0034,8.0,5.2483
簡單,11,0.0034,6.0,6.4489
足夠,11,0.0034,11.0,3.874
沖洗,11,0.0034,5.0,7.1853
呈現,11,0.0034,10.0,4.2897
研究,11,0.0034,10.0,4.2897
融化,11,0.0034,5.0,7.1853
出貨,11,0.0034,8.0,5.2483
推動,11,0.0034,8.0,5.2483
裝置,11,0.0034,12.0,3.4916
燃燒,11,0.0034,2.0,10.4967
變得,11,0.0034,7.0,5.811
構裝,11,0.0034,6.0,6.4489
過程,11,0.0034,20.0,1.2006
精確,11,0.0034,11.0,3.874
解決,11,0.0034,9.0,4.745
再生,11,0.0034,4.0,8.0563
光阻,11,0.0034,17.0,1.937
檢測,11,0.0034,14.0,2.808
成熟,11,0.0034,8.0,5.2483
含有,11,0.0034,7.0,5.811
因應,11,0.0034,7.0,5.811
負責,11,0.0034,8.0,5.2483
旋轉,10,0.0031,9.0,4.3136
輸出,10,0.0031,6.0,5.8627
方式,10,0.0031,20.0,1.0914
切削,10,0.0031,3.0,8.293
供應,10,0.0031,10.0,3.8997
長成,10,0.0031,11.0,3.5218
發現,10,0.0031,6.0,5.8627
整合,10,0.0031,8.0,4.7712
送到,10,0.0031,6.0,5.8627
矽晶,10,0.0031,16.0,2.0091
破壞,10,0.0031,10.0,3.8997
溶劑,10,0.0031,7.0,5.2827
市場,10,0.0031,14.0,2.5527
邁向,10,0.0031,3.0,8.293
觀察,10,0.0031,3.0,8.293
接觸,10,0.0031,7.0,5.2827
廢氣,9,0.0028,2.0,8.5882
分成,9,0.0028,7.0,4.7545
突破,9,0.0028,7.0,4.7545
建立,9,0.0028,6.0,5.2764
重複,9,0.0028,9.0,3.8823
困難,9,0.0028,10.0,3.5097
氧化,9,0.0028,16.0,1.8082
平均,9,0.0028,6.0,5.2764
經濟,9,0.0028,8.0,4.2941
帶來,9,0.0028,6.0,5.2764
分配,9,0.0028,2.0,8.5882
量測,9,0.0028,6.0,5.2764
等待,9,0.0028,5.0,5.8789
加溫,9,0.0028,5.0,5.8789
波動,9,0.0028,3.0,7.4637
常用,9,0.0028,10.0,3.5097
建立,9,0.0028,5.0,5.8789
封裝,9,0.0028,20.0,0.9823
通入,9,0.0028,2.0,8.5882
成分,9,0.0028,4.0,6.5915
磷酸,9,0.0028,1.0,10.173
蒸餾,9,0.0028,3.0,7.4637
安裝,9,0.0028,4.0,6.5915
取代,9,0.0028,3.0,7.4637
行業,9,0.0028,1.0,10.173
傳送,8,0.0025,6.0,4.6901
溶解,8,0.0025,3.0,6.6344
密閉,8,0.0025,2.0,7.6339
化學,8,0.0025,19.0,1.0427
輸送,8,0.0025,4.0,5.8592
支援,8,0.0025,2.0,7.6339
支出,8,0.0025,4.0,5.8592
追求,8,0.0025,3.0,6.6344
位於,8,0.0025,6.0,4.6901
檢腳,8,0.0025,3.0,6.6344
垂直,8,0.0025,7.0,4.2262
預估,8,0.0025,6.0,4.6901
廢棄,8,0.0025,2.0,7.6339
委外,8,0.0025,3.0,6.6344
擴張,8,0.0025,3.0,6.6344
元件,8,0.0025,20.0,0.8732
代表,8,0.0025,7.0,4.2262
判斷,8,0.0025,7.0,4.2262
覆蓋,8,0.0025,10.0,3.1198
薄膜,8,0.0025,18.0,1.2209
成形,8,0.0025,8.0,3.817
放置,8,0.0025,6.0,4.6901
發揮,8,0.0025,6.0,4.6901
推進,8,0.0025,2.0,7.6339
電子,8,0.0025,22.0,0.5571
送往,8,0.0025,5.0,5.2257
轉換,8,0.0025,10.0,3.1198
發展出,8,0.0025,7.0,4.2262
修正,8,0.0025,6.0,4.6901
值得,8,0.0025,4.0,5.8592
消除,8,0.0025,8.0,3.817
蒸發,8,0.0025,3.0,6.6344
上行,7,0.0022,1.0,7.9123
交換,7,0.0022,3.0,5.8051
溶於,7,0.0022,3.0,5.8051
殘留,7,0.0022,3.0,5.8051
參考,7,0.0022,3.0,5.8051
研發,7,0.0022,9.0,3.0195
留下,7,0.0022,4.0,5.1268
摻雜,7,0.0022,7.0,3.6979
探討,7,0.0022,6.0,4.1039
慢慢,7,0.0022,7.0,3.6979
領先,7,0.0022,4.0,5.1268
全球化,7,0.0022,2.0,6.6797
搬運,7,0.0022,6.0,4.1039
預期,7,0.0022,5.0,4.5725
滲透,7,0.0022,5.0,4.5725
顯影,7,0.0022,12.0,2.2219
步驟,7,0.0022,18.0,1.0683
真空,7,0.0022,15.0,1.5907
材料,7,0.0022,6.0,4.1039
預計,7,0.0022,4.0,5.1268
 成,7,0.0022,3.0,5.8051
碰撞,7,0.0022,6.0,4.1039
找出,7,0.0022,3.0,5.8051
妥善,7,0.0022,3.0,5.8051
容易,7,0.0022,6.0,4.1039
電漿,7,0.0022,7.0,3.6979
作業,7,0.0022,8.0,3.3398
放入,7,0.0022,6.0,4.1039
大於,7,0.0022,6.0,4.1039
加熱,7,0.0022,13.0,1.9967
沈積,7,0.0022,3.0,5.8051
切削油,7,0.0022,1.0,7.9123
生長,7,0.0022,3.0,5.8051
侷限,7,0.0022,8.0,3.3398
依賴,7,0.0022,5.0,4.5725
新鮮,7,0.0022,1.0,7.9123
攪拌,7,0.0022,2.0,6.6797
擴產,7,0.0022,4.0,5.1268
時間,7,0.0022,18.0,1.0683
測品,7,0.0022,3.0,5.8051
伴隨,7,0.0022,3.0,5.8051
氣體,7,0.0022,15.0,1.5907
平衡,7,0.0022,3.0,5.8051
包裝,7,0.0022,9.0,3.0195
超高,7,0.0022,4.0,5.1268
批待,7,0.0022,3.0,5.8051
詳細,7,0.0022,4.0,5.1268
周期,6,0.0019,3.0,4.9758
脫水,6,0.0019,2.0,5.7255
缺少,6,0.0019,5.0,3.9193
特別,6,0.0019,7.0,3.1696
延伸,6,0.0019,6.0,3.5176
轉往,6,0.0019,3.0,4.9758
執行,6,0.0019,3.0,4.9758
寬鬆,6,0.0019,1.0,6.782
細分,6,0.0019,5.0,3.9193
送至,6,0.0019,7.0,3.1696
散熱,6,0.0019,5.0,3.9193
凝固,6,0.0019,1.0,6.782
產業,6,0.0019,19.0,0.782
收縮,6,0.0019,3.0,4.9758
連結,6,0.0019,2.0,5.7255
現象,6,0.0019,12.0,1.9045
上市,6,0.0019,4.0,4.3944
塗佈,6,0.0019,6.0,3.5176
維護,6,0.0019,3.0,4.9758
緩慢,6,0.0019,3.0,4.9758
製造商,6,0.0019,8.0,2.8627
昂貴,6,0.0019,6.0,3.5176
電路,6,0.0019,6.0,3.5176
傳遞,6,0.0019,4.0,4.3944
類似,6,0.0019,5.0,3.9193
預燒,6,0.0019,3.0,4.9758
轉速,6,0.0019,5.0,3.9193
有機,6,0.0019,10.0,2.3398
運轉,6,0.0019,4.0,4.3944
獲取,6,0.0019,1.0,6.782
朝向,6,0.0019,3.0,4.9758
傳到,6,0.0019,4.0,4.3944
熔化,6,0.0019,2.0,5.7255
濺鍍,6,0.0019,5.0,3.9193
細微,6,0.0019,2.0,5.7255
抽測,6,0.0019,3.0,4.9758
分開,6,0.0019,7.0,3.1696
移除,6,0.0019,8.0,2.8627
展望,6,0.0019,5.0,3.9193
高於,6,0.0019,5.0,3.9193
高溫,6,0.0019,13.0,1.7114
成立,6,0.0019,2.0,5.7255
稀釋,6,0.0019,4.0,4.3944
針測,6,0.0019,6.0,3.5176
協助,6,0.0019,4.0,4.3944
龐大,6,0.0019,5.0,3.9193
注入,6,0.0019,6.0,3.5176
PI,6,0.0019,3.0,4.9758
高達,6,0.0019,5.0,3.9193
確認,6,0.0019,6.0,3.5176
小於,6,0.0019,3.0,4.9758
沾附,6,0.0019,3.0,4.9758
到達,6,0.0019,5.0,3.9193
檢查,6,0.0019,7.0,3.1696
打線,6,0.0019,7.0,3.1696
濃度,6,0.0019,3.0,4.9758
建議,6,0.0019,2.0,5.7255
簡稱,6,0.0019,6.0,3.5176
扮演,6,0.0019,5.0,3.9193
加大,5,0.0016,3.0,4.1465
搶得,5,0.0016,1.0,5.6517
交由,5,0.0016,5.0,3.2661
整理,5,0.0016,2.0,4.7712
趨於,5,0.0016,3.0,4.1465
蓬勃,5,0.0016,6.0,2.9313
不良品,5,0.0016,5.0,3.2661
方法,5,0.0016,15.0,1.1362
黏貼,5,0.0016,5.0,3.2661
點上,5,0.0016,6.0,2.9313
導線架,5,0.0016,7.0,2.6414
