Entity,EntityIndex,Relation,RelationIndex
"[' 作 ', '學 術 研 究 單 位及 相', '工 程 業 界 研 究 開 發 之參 考']","[1, 9, 20]",[],[]
"['俾 利 共 同 ', '該產 業 廢 棄 物 資 源 化 技', ' 之 落 實 與 應 ']","[3, 15, 21]","[' 進', ' 術']","[5, 16]"
"['而', '資', '永 續利 用']","[0, 3, 8]","['創', ' 源']","[2, 4]"
"[' 手 冊編', '過 ']","[2, 4]","['撰', '程 ']","[3, 5]"
"['謝 朝 陽 科 技 大 學 環 境 工 程 與 管 理系 王 文 裕 助', ' 教 授、 晶 ', '科 技 公 司 蔡 永 興 副 ', '經 理 、 合 ', '科 技 股 份 有 限公 司 章 長 原 經 理 及 工 業 技 術 研 究 院廖 錦 聰 ', '資 料 蒐', ' 編 ', '台 灣 ', '學 ', '境 ', '程 ', '究 所', ' 勤 益 科 技 大 學化工 系 郭 貹 隆 教 授', '', '新科 ', '大學 工 ', '翁 文', '院 長 ', '審 訂']","[13, 18, 25, 30, 43, 50, 53, 55, 57, 59, 61, 63, 72, 74, 77, 81, 84, 87, 91]","[' 參 ', '撰', '大 ', '工 ', '技 ', '等']","[46, 54, 56, 60, 78, 88]"
"[' 本手 冊得 以', '梓 ']","[5, 7]",['使'],[0]
"['於', '間 匆 促']","[1, 4]",[],[]
[' 實 務 資 料 之 蒐 集 彙 整不 易 '],[11],[],[]
"['內 容 ', '有', '誤 漏 植 之處']","[1, 3, 9]",[' 錯'],[4]
['尚 祈 各 界不 吝 指正 '],[7],[],[]
"['  謹 識   ', '年8 月I  目 錄    頁碼第一章 前言', '1', ' 緣起 ...........................................................................................................1', '技術', '內容說明...................................................................................2第二', '.....................................................................................................32.1產業發展沿革...........................................................................................3', '製程', '6第三章', '特性與清理', '.........................................................................133.1廢棄物來源及特性..................................................................................13', '產生量及清理現況.....................................................................18第四', '清潔', '...................................................................................................224.1環境化設計', '...............................224.2', '管理..................................................................................................32第五章廢棄物資源化技術', '46', '廢矽晶圓資源化技術..............................................................................46', '廢酸', '化技術............................................', '5.3廢溶劑資源化技術', '55', '無機污', '資源', '.....................................725.5', '削油資源', '78II第六章廢棄物資源化案例................................................................................84', '廢酸資源化技術案例..............................................................................846.2', '資源化', '.........................................................................966.3廢切削油資源化', '例....................................................................', '第七章技術評估與設備選用', '..........................................................', '1057.1', '技術評估流程............................................................................1057.2資源化', '選用程序', '1077.3資源化成本分析....................................................................................114  參考', '................................................................................................................', '  圖 目 錄    圖2.1-12005~2021年', '晶圓材料', '發展', '................................................5圖', '-1西門子式多晶矽', '..................................................................7   圖2.2-2單晶矽', '流程.......................................................................................8', '3.1-1典型矽晶圓製造流程', '污染源產生圖', '圖3.1-2廢矽晶頭尾', '15圖', '-3廢矽晶', '底料.......................................................................................16   圖3.1-', '矽', '破片.............................................................................................', '4.1-1矽晶圓片的主要', '流程及晶圓片類', '.............................................3圖4.1-2矽', '拋', '製造', '.....................................................................24圖4.1-3環境', '分析之作業', '.....................................................................25', '4.2', ' 全流', '清洗程序', '38圖4.2-2十二吋拋光片清洗流程.........................................................................38', '-', '滿足線寬小於', 'μm', '超純水系統的', '.................', '圖5.1', '1矽晶圓製成太陽能電池流程', '48', '5.2-1', '製造流程...............................................................................', '   圖', '-1布雷登有機', '回收流程.....................................................................57', '5.3-2溶劑', '法', '...................................................................', '57圖5.3', '3活性碳吸附再生', '.............................................................................', '-', '催化燃燒', '流程...................................................................................58   圖5.3', '5', '混合廢溶劑蒸餾', '流程.............................................................61圖', '6', '簡單', '回收', '.....................................................................2  圖5.3-7萃取精餾', '簡圖.................................................................................63IV', '5.3-', '滲透', '分離', '...............................................................................64', '5.3-9', '原理示意圖.....................................................................................', '圖', '-10', '噴注式', '示意圖....................................................................68', '5.3-11旋轉窯焚化爐示意', '.............................................................................69圖5.4-1無機性', '泥替代水泥原料再利用', '................................................74   圖', '2機性污泥再利用於', '陶瓷時之柵板流程.....................................74', '5.4-3無機性污泥替代磚塊', '再利用流程', '76圖5.4', '4', '污泥替代人工', '原料再利用', '....................................', '5.4', '5中鋼公司', '利用氟化', '前', '處理', '.....................................', '圖5.5-', '廢切削油', '分離之', '81圖5.5-2遠心分離機', '原理............................................................................82', '-', '廢切削油多重離心回收系統', '.........................................................83', '6.1-1矽晶', '廢混', '溶劑', '流程', '...................90圖6.1', '2廢混酸以2-乙基己醇為', '等溫萃取線及醋酸的麥泰 ', '液：2mol/L醋酸']","[3, 12, 14, 19, 21, 27, 39, 41, 45, 49, 60, 71, 73, 80, 84, 94, 97, 105, 107, 111, 118, 120, 122, 124, 130, 133, 146, 155, 158, 169, 172, 179, 181, 184, 194, 197, 207, 210, 221, 224, 226, 230, 238, 248, 252, 261, 265, 273, 277, 281, 290, 292, 295, 304, 309, 317, 319, 322, 330, 334, 337, 339, 342, 347, 360, 363, 367, 370, 378, 380, 383, 390, 392, 396, 401, 403, 408, 413, 418, 420, 422, 426, 432, 434, 438, 441, 448, 450, 454, 460, 463, 465, 467, 475, 480, 483, 485, 487, 491, 495, 500, 502, 505, 507, 513, 521, 529, 537, 541, 549, 557, 565, 569, 573, 575, 579, 583, 585, 589, 592, 595, 598, 600, 602, 606, 610, 615, 624, 629, 632, 640, 643, 648, 652, 655, 658, 664, 672, 680, 686]","['廢棄物', '5.2', '..................................................................................', '5.4', '廢切', '廢溶劑', '技術案', '程序', '.........', '設備', '文獻', '矽', '生產', '其', '料', '3.1', '晶圓', '製造', '晶圓', '光片', '特性', '', '圖', '型', '50', '吸收', '流程', '-', '蒸餾', '圖', '8', '爐', '5.4', '燒製', '', '.................................................', '流程', '加工', '過', '圖', '5.5', '圖', '平衡']","[46, 106, 119, 121, 131, 156, 170, 180, 182, 195, 208, 222, 249, 262, 274, 278, 293, 305, 318, 320, 331, 333, 361, 373, 402, 419, 433, 462, 466, 481, 484, 509, 542, 550, 553, 570, 584, 599, 611, 630, 631, 644, 660]"
"['O/A=10洗滌液', '12mol/L醋酸']","[5, 11]",[],[]
"['O/A=10作圖法分析', '.93', '圖6.1-', '廢混酸經離醋酸及硝酸', '廢氫氟酸']","[5, 8, 12, 18, 22]",[],[]
"['磷酸三丁酯', '圖法', '94圖6.2-', 'D 廠廢溶劑資源化處理', '96   圖', '-', 'D 廠', '丙醇資源化處理流程.............................................................', '6.2-', 'E 廠', '資源化處理', '..................................................................99圖6.3-1', '切割', '圖...........................................................................102圖6.3-', ' 線切割機', '回收', '..........', '104圖6.3-3遠心分離機', '...............................................................................104圖7.1-', '資源', '規劃評估實驗流程..........................................................106', '7.2-1', '化設備', '流程...........................................................................109            VI 表 目 錄   ', '3.2-1', '圓片製造業廢棄物產出情形', '現況....................................18 表3.2-', '收受矽晶圓片製造業', '機構名單.................................................', ' 表', '-1單位', '晶圓拋光片', '消耗之原物料數量...........................................', '27', '4.1-', '矽晶圓拋片之污染負荷', '28 表', '-3 矽晶圓製造', '環境特性分析結果彙整表', '30 表', '4', '晶圓', '生命週期分析', '廠內數據之比較.........', ' 表4.2', '1', '酸蝕刻製程與鹼蝕刻製程的比較.....................................', ' 表4.2-', 'SEMI標準的超高純度化學', '', '指標......................................43 表4.2-', '各種常用', '氣體的顏色標識............................................................44', '5.3-1常見', '溶劑.....................................................................................56 表', '-2氣態廢溶劑回收技術之優缺點比較....................................................59', '-3可由滲透蒸發', '分離或純化之產物.................................................', ' 表5.3-4水泥窯', '廢溶劑作為輔助燃料認定原則', '........................................70 表5.3', '5半導體製造業及光電', '元件製造業之混合廢溶劑再', '規定71 表6', '-1', '蝕刻之廢混酸組成.........................................................................89   表', '-1 異丙醇', '規格.................................................................................98', '第一章前言1.1緣起', '年來']","[2, 4, 10, 17, 21, 23, 26, 34, 38, 41, 45, 52, 54, 63, 67, 69, 71, 80, 86, 88, 97, 101, 104, 112, 116, 123, 131, 135, 139, 141, 145, 149, 156, 158, 161, 169, 172, 178, 185, 188, 191, 193, 199, 208, 211, 213, 225, 229, 235, 237, 244, 248, 256, 262, 268, 280, 288, 295, 302, 309, 314, 320, 328, 333, 336, 344, 349, 353, 361, 364]","['作', '分析', '流程', '.................................................................', '97', '圖', '晶圓', '切削劑', '1', '資源', '矽晶', '廢棄物', '.', '4.1', '-', ' 矽', '工廠', '晶圓片', '2', '試劑', '瓶裝', '67', '工業']","[3, 5, 18, 19, 35, 36, 53, 68, 87, 102, 117, 136, 157, 173, 190, 192, 195, 214, 230, 236, 249, 296, 350]"
"['政府與民間', '努力之下']","[2, 5]",[],[]
['國內工業'],[2],"['了', '持續', '成長']","[0, 3, 4]"
"['國家', ' 濟發展及國民生活水準', '改善']","[0, 7, 15]","['提昇', '帶', '來', '忽視']","[8, 9, 10, 13]"
['經濟'],[2],['成長'],[3]
"['工業污染防治', '處理之觀念上雖']","[4, 11]","['棄物', '']","[6, 8]"
"['技術上', '工業之發 展']","[2, 8]","['伴隨', '進步']","[5, 10]"
"['工業發展與環境', '者之間時', '衝突']","[3, 8, 10]","['保護', '兩', '有']","[4, 5, 9]"
"['兩者', '顧']","[2, 4]","['促使', '兼']","[1, 3]"
"['產業', '同時']","[0, 5]","['持續', '發展']","[2, 3]"
['污染防治工作'],[4],['落實'],[1]
[],[],"['永續', '經營', '成長']","[0, 1, 2]"
"['', '共同', '課題']","[2, 4, 8]","['解決', '']","[6, 7]"
['過去二十年的發展過程中'],[7],[],[]
"['產業型態', '傳統勞力密集產業', '知 識、資本與技術', '', '科技產業']","[1, 6, 12, 14, 17]","['轉型為', '密集', '高']","[7, 13, 15]"
['電子資訊的創新與活耀'],[5],[],[]
['科技產業成長更加'],[3],['快速'],[4]
"['半導體產業', '分工體系結構']","[2, 5]","['專業', '完整']","[3, 7]"
"['140家的 IC 設計公司', '晶圓材料業者、4', '', '晶圓製造公司、48', '封裝公司、37 家', '業者以及13 家', '生產廠商等']","[4, 11, 13, 20, 26, 31, 35]",[''],[19]
['專業與效率的優勢'],[4],[],[]
"['', '競爭力']","[0, 3]",[],[]
"['全球晶圓', '龍頭']","[2, 5]",['代工'],[3]
"['矽晶圓材料', '8吋與12 ', '矽晶圓長晶、切割', '作業']","[3, 8, 14, 20]","['進口', '進行', '至', '等']","[0, 4, 16, 18]"
"['各項製程技術', '日、 美少數領先廠商手中']","[3, 14]",['掌握'],[6]
[],[],[],[]
"['學術與研究單位', '1998 年以']","[3, 7]",[],[]
"['科專計畫支持', '將', '延性', '技術運用', '', '式氧化物晶圓上']","[2, 4, 7, 10, 14, 19]","['下', '加工', '於', '晶圓']","[3, 8, 11, 13]"
['各式單晶晶圓產品'],[5],[' 出'],[0]
"['半導體矽晶圓', '通訊藍寶石晶圓、光電產業之氧化物晶圓', '系統', '科技等', '種轉移給', '業者']","[4, 17, 20, 23, 27, 30]","['十餘', '半導體']","[25, 29]"
"['國內業者具有', '', '', '', '優勢']","[2, 5, 8, 11, 14]","['高', '精度', '品質', '效率', '成本']","[3, 4, 7, 10, 13]"
"['以前', '國外進口的現象']","[0, 6]",['仰賴'],[2]
"['產業', '發展']","[1, 3]",['迅速'],[2]
['環境污染特性與傳統業'],[5],['不同'],[6]
"['矽晶圓', ' 造業者', '環境', '投資']","[0, 3, 5, 8]","['製', '保護', '高']","[1, 6, 10]"
"['', '許多', '處']","[2, 5, 10]","['諱言', '有', '臻', '完善']","[1, 4, 7, 8]"
"['所', '各種廢棄物']","[1, 6]",[''],[3]
"['掩埋、', '方式處置']","[6, 12]","['採用', '傳統', '焚化', '固化']","[2, 3, 7, 9]"
"['其中仍', '化', '廢棄物']","[2, 5, 8]","['資源', '潛力']","[4, 6]"
[],[],"['回收', '處置']","[0, 3]"
[],[],[],[]
"['本年度', '工業局之政策指導下']","[3, 11]",[],[]
"['矽晶 圓製造業', '廢棄物資源', '技術手冊', '工作']","[2, 5, 9, 11]","['進行', '化', '編寫']","[3, 6, 10]"
"['業界', '廢棄物資源', '技術之認知']","[2, 5, 10]","['提昇', ' 化', '專業']","[1, 6, 7]"
['產業整體之環境績效'],[5],['增進'],[0]
"['經濟與環保', '目的']","[2, 5]",['相輔相成'],[3]
[''],[8],"['讓', '發展', '成為']","[0, 5, 6]"
"['經濟部工業局', '', '保護之平衡發展']","[0, 4, 9]","['產業', '']","[3, 7]"
"['矽晶圓製造業', '廢棄物資源化', '手冊編撰']","[2, 6, 9]","['進行', '技術', '工作']","[3, 7, 10]"
"['矽晶圓', '業者', '生產與廢棄 物資源', '技術之認知']","[3, 5, 12, 17]","['提升', '製造', '清潔', '化', '專業']","[1, 4, 7, 13, 14]"
"['廢棄物', '意願']","[1, 5]","['提高', '回收', '利用']","[0, 2, 4]"
['產業整體之-2-環境績效'],[8],['增進'],[0]
"['技術手冊內容說明   本', '將', '矽晶圓製造業製程廢棄物資源化', '', '進行']","[4, 6, 15, 17, 19]","['技術', '彙集']","[16, 20]"
"['資源', '技術']","[3, 5]","['推廣', '化']","[2, 4]"
['路程'],[2],"['永續', '發展']","[0, 1]"
['七章'],[3],['分'],[1]
"['說明', '：第一章：說明本手冊編撰緣由']","[0, 10]",[],[]
"['手冊中', '矽晶圓製造業範圍及各章節內容']","[1, 9]",[],[]
"['第二章：介紹矽', '製造業範圍及其']","[4, 9]",['晶圓'],[5]
['該產業發展現況'],[3],[],[]
['其製程進行'],[3],['詳述'],[4]
['矽晶圓製造業製程之廢棄物來源、特性、產生量'],[12],[],[]
['廢棄物之清理現況進行'],[4],['介紹'],[5]
"['第四章：以', '管理', '設計']","[3, 7, 10]","['環境', '觀點']","[8, 11]"
"['該產業', '產品設計及生產活動過程之污染預防策略']","[1, 12]",[],[]
"['第五章：針對適用', '國內外較成熟', '', '化技術', '探 ', '說明']","[4, 12, 17, 20, 22, 24]","['該', '較', '', '資源', '進行', '討']","[6, 14, 17, 18, 21, 23]"
"['第六章：彙集實際', '', '項廢棄物資源化案例']","[4, 6, 12]","['執行', '', '各']","[5, 6, 7]"
"['各資源', '技術運作情 形']","[1, 5]",['化'],[2]
"['執行資源', '工作之概念']","[3, 7]","['達', '推廣', '化']","[0, 1, 4]"
"['章', '資源', '技術評估流程', '資源', '設備之選用程序及成本分析之要項']","[0, 3, 8, 10, 20]","['提供', '化', '購置', '化']","[2, 4, 9, 11]"
"['業者', '資源', '技術與設備之參考']","[0, 2, 8]","['選用', '化']","[1, 3]"
"['-3-第二章', '概況積體電路製造業是我國積體電路產業的火車頭']","[4, 16]",[],[]
['主計處九十五年五月公布'],[6],[''],[6]
"['產業範疇', '晶圓、光罩、記憶 體', '其他積體電路']","[1, 9, 13]","['包括', '從事']","[2, 3]"
[],[],[],[]
"['上下游產業', '二極體、電晶體、閘流體、積體電路引腳架', '', '專用導線架製造業', '封裝']","[2, 14, 16, 21, 24]",['包括'],[4]
['矽晶圓製造業的產業發展概況'],[8],['探討'],[1]
"['就是積體', '使用之矽']","[2, 7]",['晶片'],[8]
['其形狀為'],[2],['圓形'],[3]
['矽晶圓'],[2],['稱為'],[0]
['各種電路元件結構'],[7],"['圓經', '加工', '製作成']","[0, 1, 2]"
['電性功能之積體電路產品'],[9],"['成為', '有']","[1, 2]"
"['矽晶圓片', '沈澱', ' 刻', '光阻處理、', '顯影', '數百道加工程序']","[2, 5, 8, 13, 16, 22]","['經過', '蝕', '加溫', '塗佈']","[3, 6, 9, 14]"
"['數十', '數百顆的積體電路']","[1, 8]",['製成'],[0]
"['半導體封裝與測試工廠', '測試、切割及封裝後']","[4, 11]",['完成'],[5]
"['半導體', ' 品']","[0, 2]",['成'],[1]
"['電腦、主機板', '行動電話', '各種', '產業之製造業者']","[3, 6, 9, 14]",['不同'],[10]
['各種消 費型電子產品'],[4],[],[]
"['製造業', '我國積體電路產業', '一個環節']","[0, 8, 14]","['說', '影響', '重要']","[2, 4, 10]"
['2.1產業發展沿革'],[3],[],[]
"['地殼表面', '', '', '', '二氧', ' 矽礦石']","[1, 3, 5, 7, 10, 13]","['取', '不盡', '用', '不竭', '化']","[2, 4, 6, 8, 11]"
"['電弧爐', '煉、鹽酸氯化及蒸餾處理後']","[1, 10]",['提'],[2]
"['純度', '晶矽']","[3, 5]","['製成', '高', '多']","[0, 1, 4]"
"['其純度', '99999999999']","[1, 5]","['要求', '達']","[2, 3]"
"['製造廠', '此', '晶矽']","[0, 4, 6]","['多', '加', '熱', '融解']","[5, 7, 8, 9]"
"['熔融 液', '一小粒的矽晶體晶種']","[2, 8]",['摻入'],[3]
"['其', '地']","[0, 2]","['緩慢', '拉出', '成形']","[1, 3, 4]"
"['晶矽', '直徑', '小的單晶矽晶棒']","[1, 5, 10]","['多', '拉成', '不同', '大', '']","[0, 3, 4, 6, 8]"
"['矽晶棒', '一顆', '晶粒', '熔融態的矽原料中']","[0, 4, 6, 12]","['小', '生成']","[5, 14]"
"['此', ' 程']","[0, 2]",['稱為'],[3]
"['切割、研磨', '切片', '加工製程']","[5, 8, 11]","['經過', '拋光']","[1, 6]"
"['積體電路產業之重要', '－']","[6, 8]","['成為', '原料']","[1, 7]"
['85年以前'],[2],[],[]
['積體電路製造業的矽晶圓材料供應源'],[6],[],[]
"['由', '進口']","[1, 3]",[],[]
"['年進口金額', '新台幣60 億元左右']","[2, 8]",['達'],[4]
['進口國'],[4],['為'],[1]
"['矽晶、大同矽晶及漢磊', '公司', '矽晶圓材料']","[8, 10, 14]","['有', '從事', '製造']","[1, 11, 15]"
"['當時的產品係', '', '體用的晶圓材料為主']","[3, 7, 13]","['以', '二極體']","[4, 6]"
[],[],[],[]
"['國內', '金屬氧化物半導體元件之矽晶圓材料']","[0, 8]",['使用'],[1]
['國 外的進口'],[6],"['需要', '仰賴']","[1, 2]"
['86年起'],[2],[],[]
"['公司', '材料公司', '材料公司']","[2, 6, 11]","['合資', '成立']","[7, 8]"
['國內第一根8吋矽晶棒'],[6],['產出'],[0]
"['以後', '國內積體電路製造業', '8吋矽晶圓材料']","[1, 7, 15]","['負責', '供應']","[2, 3]"
"['材料開始', '以後']","[2, 4]",['量產'],[3]
"['半導體', '8吋矽晶圓材料']","[1, 13]","['開始', '進入', '投資', '成立', '生產']","[2, 3, 5, 6, 8]"
[],[],[],[]
"['', '', ' 松公司', '矽晶圓材料供應']","[0, 4, 8, 14]","['轉', '投資', '小', '參']","[2, 3, 6, 10]"
[],[],[],[]
"['國內', '晶圓材料製造商']","[1, 5]",['拋光'],[2]
"['電子材料、合晶科技', '松具備長晶', '製程的矽晶圓廠']","[6, 11, 16]",['小'],[8]
['矽晶圓製造廠'],[1],[],[]
"['矽晶圓', '後段製程']","[3, 7]","['從事', '製造']","[1, 4]"
['89年以後'],[2],[],[]
"['矽晶圓材料', '率']","[2, 4]","['自給', '提高']","[3, 7]"
"['：', '台灣', '', '', '', '', '', '', '', '', '半導體等', '家']","[0, 3, 5, 8, 10, 13, 15, 17, 19, 21, 24, 26]",[],[]
"['8吋與6', '磊晶片、拋光片、研磨片與再生', '圓片']","[4, 14, 16]",['供應'],[0]
"['國內的矽晶圓片主流尺寸', '8吋與12']","[5, 11]",['係'],[6]
"['8吋矽晶圓主要', '者為台灣', '', '', '', '小松']","[3, 7, 9, 11, 13, 17]",['信越'],[8]
['吋矽晶圓片多數仰賴'],[4],['進口'],[5]
"['', 'Wacker']","[3, 6]",[],[]
"['12吋矽晶圓片廠則有', '', '建廠', '階段']","[6, 8, 12, 14]","['生產', '', '完成']","[0, 8, 13]"
['量產供應'],[3],"['開始', '進入']","[0, 1]"
['積體電路產業結構'],[4],"['更', '完整']","[5, 7]"
['積體電路產 業之國際競爭力'],[7],[],[]
"['因為空白矽', '面積愈大']","[1, 5]",[],[]
"['個晶圓上', '積體電路']","[2, 7]","['產出', '多']","[4, 11]"
['生產成本愈'],[4],['平均'],[0]
['其產品競爭力'],[4],['提高'],[1]
['全球前幾名的國際大廠'],[6],[],[]
['半導體'],[3],[],[]
"['全球各地佈局', '12吋空白矽晶圓工廠']","[5, 11]","['開始', '籌建']","[0, 6]"
['產業經濟與趨勢研究中心統 計'],[7],[],[]
[' 年12吋矽晶圓的全球市佔率'],[10],[],[]
"['2004 年的8％提高至', '12％']","[6, 11]",['2005'],[7]
['2009 年12吋矽晶圓的市場規模將成主'],[11],[],[]
['年全球矽晶圓市場需求65.79億平方英吋'],[9],[],[]
['2003年成長25'],[3],['％'],[4]
"['2005年成長率', '約']","[3, 5]",['僅'],[4]
"['來自', '吋矽晶圓的貢獻']","[4, 10]","['成長', '係']","[1, 2]"
"['晶圓', '面積', '67.99億平方英吋']","[0, 3, 8]","['出貨', '達']","[2, 4]"
"['2009 年將成長', '平方英吋']","[3, 8]",['84.81'],[5]
"['～2009 年', '率', '9％']","[2, 5, 8]","['複合', '成長', '達']","[3, 4, 6]"
"['國際半導體技術藍圖', '2005 年發表', '－2021年矽晶圓材料技術發展技術藍']","[4, 8, 19]","['2005', '圖']","[9, 20]"
"['圖2.1-', '所示']","[2, 5]",[],[]
"['表示', '年以後']","[0, 3]",['2005'],[1]
"['生產', '方面']","[0, 2]",['製造'],[1]
"['12吋生產技術仍至少', '至']","[6, 9]",['年'],[11]
"['12吋矽晶圓逐漸成為', '材料', '上']","[5, 9, 11]",['在'],[7]
"['（', 'Method']","[0, 2]",[],[]
"['CZ）', '矽晶圓為', '缺陷還']","[1, 5, 9]","['', '減少', '表面', '後續']","[3, 6, 7, 11]"
"['磊晶、', '處理', '冷']","[4, 7, 9]","['包括', '拋光', '熱', '緩慢', '卻', '等']","[0, 1, 5, 8, 10, 11]"
['多種矽晶圓'],[5],['分出'],[1]
"['需要選用', '方面']","[3, 7]",['在'],[4]
"['mm', 'mm等大尺寸', '在市場', ' 段']","[1, 6, 10, 13]",['還'],[8]
"['半導體業界', '需求']","[1, 6]","['無', '這樣']","[3, 4]"
"['階段', '2006年開始展開']","[0, 6]",[],[]
"['時程初步', '~2015 年']","[2, 8]","['導入', '為']","[0, 4]"
"['技術規劃', '2005 年陸續']","[2, 7]",[],[]
"['時 程', '2012 年以後']","[0, 6]",[],[]
"['晶圓', '技術', '研發階段']","[1, 4, 8]",['拋光'],[3]
['半導體製程變革'],[6],"['因應', '來']","[0, 2]"
"['2012 年進入', '時程']","[2, 4]",['量產'],[3]
"['5-資料', '：ITRS；工研院 IEK-ITIS計畫圖2.1-', '~2021年矽晶圓材料技術發展趨勢', '6-2.2製程概述矽晶圓成為積體電路主要基材的原因有二：1', '元素是地球', '存量豐富的元素之一']","[3, 13, 24, 43, 47, 54]",[''],[38]
"['毒性', '寬能階差之特點']","[3, 8]","['具', '無']","[0, 1]"
"['2目前絕大', '', '電路用的晶圓']","[2, 4, 9]",['積體'],[5]
['方式的柴氏法長成'],[9],"['選擇', '熔融', '固化', '單晶']","[1, 3, 4, 10]"
"['多次', '模擬、設備改良及製程', '結果']","[1, 8, 11]","['理論', '改善']","[2, 9]"
['成本之優勢'],[4],"['減低', '製造']","[0, 1]"
['尺寸晶圓之主流'],[5],"['發展', '大']","[0, 1]"
['晶矽的原料'],[5],"['製造', '多']","[1, 2]"
"['矽砂的狀態', '地表']","[3, 5]",['存於'],[4]
"['純度多', '過程先', '', '加']","[3, 6, 9, 11]","['製造', '高', '晶矽', '熱', '還']","[0, 1, 4, 12, 13]"
"['1,500~2,000℃高溫加']",[5],['熱'],[6]
"['二氧化矽', '晶矽']","[0, 4]","['原成', '多']","[2, 3]"
"['純度', '98%']","[0, 3]",[],[]
['冶金級矽'],[2],['稱為'],[0]
"['若', '冶金級', '晶塊置於', '化床']","[0, 3, 6, 8]","['多', '流體']","[4, 7]"
"['加鹽酸氣形成', '程 序']","[2, 4]",['三氯化矽'],[3]
"['以', '除', ' 他 ', '純 物 程序']","[0, 2, 4, 8]",[],[]
"['TCS置於化學', '沈積內']","[6, 9]","['蒸餾', '純化', '氣相']","[2, 3, 7]"
"['氫氣', '900℃的條件下']","[1, 7]",[],[]
"[' 原反應', '固態狀', '晶矽']","[1, 4, 6]","['析出', '多']","[2, 5]"
"['這種', '晶矽製程', '西門子公司', '採用']","[1, 4, 8, 10]",['多'],[2]
['業界'],[0],['泛稱為'],[1]
"['目前', '', '晶矽', '製程']","[1, 5, 7, 9]","['廣泛', '使用', '多', '純化']","[3, 4, 6, 8]"
"['圖2.2-', '所示']","[2, 5]",[],[]
"['成長', '目前超過98％', '元件材料都是使用單晶矽']","[1, 7, 14]","['程序', '電子']","[2, 8]"
"['原料', '矽元素']","[0, 3]",[],[]
"['它是', '高', '置於', '坩鍋中加熱', '融']","[1, 4, 6, 10, 12]","['純度', '石英', '熔 ', '後']","[5, 7, 11, 13]"
['CZ法生長矽單晶棒的作法'],[5],[],[]
"['晶體中', '差排效應']","[4, 7]","['有', '造成', '出現']","[0, 2, 5]"
[],[],[],[]
"['在', ' 年發展一', '可消除', '技術']","[0, 4, 7, 10]","['種', '']","[5, 9]"
"['高零差排 產能', '缺陷的矽晶棒']","[4, 9]","['產生', '低', '生長']","[0, 5, 6]"
['尺寸的矽晶棒'],[4],"['生產', '大']","[0, 1]"
"['7-圖', '-1 西門子式多晶矽的生產', '單晶成長', '被稱為一門']","[3, 12, 15, 21]",['最早'],[17]
"['一根良', '矽晶棒']","[5, 8]","['想', '長出', '好']","[1, 2, 6]"
['操作者的經驗與技術'],[5],['依賴'],[0]
