Entity,EntityIndex,Relation,RelationIndex
"['鋸片', '線鋸', '柱切', '']","[4, 6, 8, 10]","['線鋸', '成片']","[6, 9]"
"['三', '狀晶圓的圓周邊緣', '磨具', '圓弧形']","[1, 7, 9, 13]","['磨具', '研磨', '成光滑']","[9, 10, 11]"
"['可', '未來製程', '設光阻層', '磊晶層的平坦度']","[1, 4, 7, 11]","['可', '增加', '中鋪', '設光']","[1, 2, 5, 6]"
"['四', '機械的切削']","[1, 7]",['受過'],[4]
['表面'],[0],['粗糙'],[1]
[],[],[],[]
"['切屑', '污漬']","[1, 3]",['沾附'],[0]
[],[],[],[]
['化學溶液'],[3],['溶液'],[3]
['部份切削痕跡'],[2],[],[]
['離子純水'],[3],"['去', '沖洗', '吹乾']","[1, 4, 5]"
['表面'],[0],"['研磨', '拋光']","[1, 2]"
"['晶圓', '鏡面']","[0, 2]","['鏡面', '平滑']","[2, 4]"
['製程'],[1],[],[]
"['拋光', '機械與化學加工方式']","[0, 7]","['是', '方式', '進行']","[1, 7, 9]"
"['加工', '將晶圓', '研磨機內']","[0, 2, 6]","['是', '放置', '研磨']","[1, 3, 5]"
"['加工面壓', '研磨墊']","[2, 5]","['面壓', '貼', '研磨墊', '磨擦']","[2, 3, 5, 6]"
['腐蝕性的化學溶劑當研磨液'],[7],"['時滴', '入具']","[0, 1]"
['削與腐蝕'],[1],['產生'],[3]
"['晶圓', '化學溶劑', '表面', '金屬碎屑', '雜質']","[2, 5, 7, 11, 14]","['需用', '溶劑', '清除', '殘留']","[3, 5, 6, 8]"
['離子純水'],[3],"['去', '純水', '沖洗', '吹乾']","[1, 3, 4, 5]"
['電路製程'],[3],"['進入', '植入']","[0, 1]"
"['五', '晶片', '條件', '退火']","[1, 4, 9, 11]","['五', '控制', '條件', '退火']","[1, 7, 9, 11]"
['晶片的阻質'],[3],"['使', '穩定']","[0, 4]"
['晶片'],[2],"['\r\n \r\n', '小心翼翼', '拋光']","[0, 3, 5]"
"['晶片表面光', '平坦']","[1, 3]",['平坦'],[3]
[],[],[],[]
"['七', '多步驟', '污染洗淨程序']","[1, 6, 11]","['無', '程序']","[8, 11]"
"['各種高度', '清洗液與', '處理']","[2, 6, 8]",[],[]
"['晶片表面', '污染物質']","[2, 5]",[],[]
"['晶片', '晶片', '狀態']","[0, 4, 7]","['達到', '可', '進行', '加工']","[1, 2, 3, 5]"
"['晶片', '環境', '檢查']","[2, 5, 10]","['環境', '進行', '嚴格']","[5, 7, 8]"
"['表面的潔淨度', '以', '規格以確', '質符合', '']","[2, 4, 8, 11, 13]","['保品', '顧客']","[9, 12]"
"['九', '晶片', '容器包裝']","[1, 6, 12]","['檢驗', '設計', '容器', '包裝']","[4, 9, 11, 12]"
"['晶片', '', '狀態']","[0, 3, 6]","['維持', '無塵', '潔淨']","[1, 2, 4]"
"['保晶片', '其中']","[1, 4]","['並確', '保晶片', '固定', '其中']","[0, 1, 2, 4]"
"['搬運過程', '振動', '晶片']","[2, 6, 8]","['預防', '發生', '使', '受損']","[0, 4, 7, 9]"
"['三', '處理製程 \r\n  \r\n', '處理步驟通常', '先', '', '後']","[0, 4, 9, 12, 15, 17]","['晶圓', '適當', '後']","[11, 14, 17]"
['熱爐管'],[1],['送到'],[0]
['環境'],[2],"['含氧', '環境']","[0, 2]"
['層'],[3],"['加熱', '氧化']","[1, 2]"
"['著厚', '1000', '2000的氮化矽', '二氧化矽']","[1, 3, 7, 12]","['著厚', '長成', '二氧化矽']","[1, 10, 12]"
"['晶圓', '微影的製程']","[2, 7]",['進行'],[4]
"['晶圓', '一層光阻']","[2, 6]",['晶圓'],[2]
"['光罩', '圖案', '光阻上面']","[1, 4, 8]","['移轉', '到']","[5, 6]"
['利用蝕刻技術'],[3],['接著'],[0]
"['部份', '光阻', '氮化矽層']","[0, 3, 7]","['保護', '加以', '除去']","[4, 8, 9]"
"['就是', '線路圖部份']","[1, 6]","['需要', '部份']","[3, 6]"
['離子源'],[3],"['磷為', '離子源']","[2, 3]"
"['整片晶圓', '行磷原子的植入']","[2, 7]","['晶圓', '進']","[2, 3]"
['光阻劑'],[3],['去除'],[4]
['至此'],[1],['進行'],[0]
"['我們', '電路', '電晶體及部份的字元線']","[1, 6, 13]","['構成', '所需']","[4, 7]"
['設計圖案'],[4],"['提供', '圖案']","[1, 4]"
"['', '晶圓']","[0, 2]","['晶圓', '建立', '完成']","[2, 4, 5]"
['金屬化製程'],[3],['進行'],[1]
['金屬導線'],[1],[],[]
"['個電晶體與元件', '連接']","[5, 7]",['加以'],[6]
"['一道步驟', '一些電性', '特性量測']","[3, 10, 14]","['加工', '都必', '須', '進行']","[4, 6, 7, 8]"
"['加工結果', '規格內', '製作', '層第二', '電路']","[3, 6, 10, 13, 16]","['檢驗', '在', '第一']","[1, 5, 11]"
"['矽晶圓上', '電晶體', '電子元件', '', '會', '測試區作', '量測']","[2, 4, 8, 13, 15, 20, 22]","['矽晶', '製造', '完成', '', '被', '電性', '電性']","[1, 3, 12, 13, 16, 18, 21]"
['製程的需要'],[3],['需要'],[3]
"['通常', '大', ' \r\n \r\n', '本區的作用', '於利', '小']","[1, 5, 7, 12, 14, 19]","['分為', '四', '用', '照相顯', '', '技術']","[3, 4, 15, 16, 19, 20]"
"['一層次', '電路圖']","[4, 8]","['義出', '需要']","[0, 6]"
['感光劑易曝光'],[4],"['為採', '用', '曝光']","[0, 1, 4]"
"['燈光', '區域']","[2, 4]","['照明', '區域', '工作']","[3, 4, 6]"
[],[],['叫做'],[0]
"['二', '蝕刻', '黃光定', '我們', '電路圖']","[0, 2, 5, 8, 12]","['黃光定', '義出', '需要', '電路圖']","[5, 6, 10, 12]"
['部份'],[2],"['不要', '去', '除掉']","[0, 3, 4]"
"['步驟', '稱']","[2, 5]","['去除', '稱', '', '為']","[0, 4, 5, 6]"
"['它', '雕刻']","[0, 2]",['雕刻'],[2]
"['刀一刀', '必要的木屑']","[3, 8]","['削去', '木屑']","[4, 8]"
[],[],[],[]
['利用酸液來腐蝕'],[4],"['利用', '來腐蝕']","[1, 3]"
[],[],['叫做'],[0]
"['三', '本區的製造過程', '中']","[0, 7, 10]","['擴散', '中']","[2, 10]"
[],[],['稱為'],[0]
"['高溫', '物質能']","[0, 3]","['高溫', '給予', '運動']","[0, 1, 6]"
"['本區的機台大', '一根根的爐管']","[3, 8]",['都為'],[4]
[],[],"['有人', '稱為']","[1, 2]"
"['一根爐管', '', '\r\n']","[2, 5, 7]",['不同'],[4]
"['四', '真空', '本區機器']","[0, 2, 5]",['操作'],[6]
['真空'],[3],"['需要', '抽成']","[1, 2]"
"['', '真空區']","[1, 4]","['稱', '', '為']","[0, 1, 2]"
"['空區的機器', '沈積', '離子植入']","[2, 6, 9]","['來作', '植入']","[5, 9]"
"['就是', '層薄薄']","[0, 7]","['上', '一', '']","[2, 4, 7]"
[''],[2],"['稱', '為']","[1, 3]"
"['真空區', '一站', '為晶圓允收區']","[1, 5, 9]","['真', '空區', '有', '稱']","[0, 1, 3, 6]"
['晶片的測試'],[3],['接受'],[0]
"['我們', '晶片']","[1, 5]","['製造', '晶片']","[3, 5]"
"['過程', '有缺陷']","[0, 3]",['有'],[2]
"['流通', '問題']","[1, 5]",['有'],[4]
"['工程師根', '其經驗與電子學上', '一全程的檢測']","[1, 7, 13]","['工程', '師根', '知識', '做']","[0, 1, 8, 9]"
"['一電性量測值的變異', '一道', '製程', '異常']","[6, 9, 11, 15]","['變異', '判斷', '是否', '發生']","[6, 7, 12, 13]"
"['檢測', '試區的檢測']","[2, 7]","['不同', '於測']","[3, 4]"
['細部的電子特性測試與物理特性測試'],[8],['是'],[0]
"['測試', '產品的電性功能', '檢測']","[3, 9, 11]","['做', '是', '功能', '作']","[1, 4, 9, 10]"
[],[],[],[]
"['電氣測試值來', '製程', '問題']","[4, 6, 9]","['即', '值來', '分析', '有']","[0, 4, 5, 8]"
"['四', '針測\r\n \r\n', '針測']","[1, 4, 6]",['\r\n \r\n \r\n'],[0]
"['在', '前']","[1, 4]","['使', '封裝']","[0, 3]"
['濾出電性功能'],[4],"['行過', '濾出']","[0, 1]"
"['良品增加', '成本']","[2, 4]","['避免', '製造']","[0, 3]"
['製程'],[0],[],[]
"['製程', '換上', '測試配件']","[0, 2, 6]","['換上', '不同']","[2, 3]"
"['', '製程共用', '', '機台']","[1, 4, 6, 8]","['', '共用', '相同', '']","[1, 4, 5, 6]"
"['測試', '測試機台的使用']","[0, 6]",['提高'],[2]
['測試的服務'],[5],['提供'],[0]
['晶片測試的訂單'],[4],['接受'],[0]
['圖為晶圓針測的流程圖'],[5],['圖'],[5]
"['其流程', '下面幾道作業', '針測', '是', '中', '顆晶粒', '特性']","[1, 5, 10, 13, 16, 21, 23]","['包括', ' \r\n \r\n  \r\n', ' \r\n \r\n', '晶圓', '測試', '晶圓']","[2, 6, 7, 8, 14, 15]"
['連接'],[1],[],[]
"['其', '良品']","[0, 3]",['為不'],[2]
[],[],[],[]
"['一點', '墨水']","[2, 4]",['上'],[0]
['用'],[2],[],[]
[],[],[],[]
"['一個目', '產品']","[2, 6]",['測試'],[4]
"['', '低來判斷', '製造', '是否']","[0, 3, 6, 8]","['晶圓', '', '誤']","[4, 6, 10]"
[],[],[],[]
['晶圓製造過程'],[2],[],[]
[],[],['低'],[1]
"['晶圓', '過程']","[2, 5]","['表示', '製造', '過程']","[0, 3, 5]"
"['步驟', '問題']","[1, 3]",['出現'],[2]
['工程'],[2],"['通知', '師檢', '查']","[1, 3, 4]"
[],[],[],[]
['產品的良品'],[2],[],[]
['圓針'],[0],"['測', '完成']","[1, 2]"
"['電路的產品', '其', '晶圓針', '測試結果資料', '雷射修補機']","[3, 5, 8, 15, 20]","['針', '測時', '產生', '資料', '送往']","[8, 9, 11, 15, 17]"
"['資料', '不良品的位置']","[0, 4]",['包括'],[1]
['配置'],[1],[],[]
"['修補機的控制電腦', '資料']","[4, 8]","['可', '資料']","[5, 8]"
['圓中的不良品'],[3],['修復'],[4]
"['加溫烘烤', '針測流程', '', '一項作業']","[3, 6, 8, 12]","['加溫', '是']","[2, 4]"
"['目的', '上', '烤乾']","[2, 8, 11]","['烘烤', '有', '']","[0, 3, 11]"
"['加溫', '產品']","[0, 3]","['加溫', '烘烤']","[0, 1]"
['有需求'],[1],"['有', '出貨']","[0, 3]"
"['五', '製程 \r\n \r\n', '封裝']","[0, 3, 5]",[' \r\n \r\n'],[3]
"['', '電子產品', '過程']","[0, 3, 6]","['是', '生產']","[1, 4]"
['各種電子元件'],[3],[],[]
"['需要', '']","[0, 5]","['需要', '加以', '組裝']","[0, 2, 3]"
[],[],[],[]
['將晶圓'],[0],['分離'],[2]
"['號線', '線架', '包覆']","[1, 3, 6]","['接信', '至導', '加以']","[0, 2, 5]"
['需求'],[3],[],[]
['電子封裝產業'],[3],[],[]
['電子製造技術'],[3],"['發展', '演進']","[5, 6]"
"['晶片輕', '']","[1, 7]","['短', '高', '', '下']","[3, 5, 7, 9]"
['封裝技術'],[2],"['使得', '推陳', '出新']","[0, 4, 5]"
['電子產品的需要'],[4],['符合'],[0]
['其功能'],[4],['發揮'],[2]
"['封裝的目', '傳送訊號', '去除與']","[2, 7, 12]",['有'],[4]
"['電子產品', '為']","[2, 6]",['為'],[6]
"['電力的傳送', '線路的接方可']","[2, 8]","['必須', '經過', '達成']","[3, 4, 9]"
"['封裝', '一功能']","[0, 5]","['即可', '達到']","[1, 2]"
['線路'],[0],['連接'],[1]
"['電子元件', '訊號傳遞', '電路', '輸送']","[1, 5, 11, 13]","['可', '電路', '加以']","[7, 11, 12]"
"['封裝', '一功能']","[1, 4]",[],[]
"['封裝材料', '功能']","[4, 6]","['是', '功能']","[0, 6]"
"['電子於線', '熱量']","[1, 6]","['傳遞', '產生', '去除']","[3, 4, 7]"
['晶片因'],[2],"['避免', '而']","[0, 4]"
[],[],[],[]
"['封裝', '晶片提供', '', '強度']","[0, 5, 7, 9]","['易碎', '晶片', '提供', '']","[2, 4, 5, 7]"
['保護'],[2],['適當'],[0]
"['', '受到', '']","[2, 5, 7]","['避免', '', '污染']","[0, 2, 6]"
"['封裝', '功能']","[0, 6]","['能', '提供']","[2, 3]"
"['具有', '']","[2, 5]","['使', '優雅', '美觀', '']","[0, 3, 4, 5]"
"['使用者', '', '', '', '環境']","[0, 3, 5, 7, 9]","['使用者', '提供', '', '']","[0, 1, 3, 7]"
"['依', '材料可', '兩種']","[2, 5, 8]","[' \r\n \r\n', '可', '分為', '陶瓷']","[0, 5, 6, 7]"
['目前商業應用'],[2],[],[]
['塑膠封裝'],[2],"['封裝', '為主']","[2, 3]"
"['塑膠封裝', '為例']","[1, 5]","['封裝', '打線', '接合', '為例']","[1, 3, 4, 5]"
"['其步驟', '為晶圓切割']","[1, 4]",[],[]
"['對封裝製程', '個步驟', '一說明']","[5, 8, 11]","['步驟', '做', '分離']","[8, 9, 14]"
"['晶圓背面', '膠帶', '鋼製的框架']","[4, 6, 11]","['要', '背面', '貼上', '並置', '框架']","[1, 4, 5, 7, 11]"
['一動作叫晶圓黏片'],[6],['叫'],[4]
"['晶片切割機', '切割']","[5, 8]","['送至', '進行', '切割']","[3, 7, 8]"
[],[],['完'],[0]
"['顆顆的晶粒', '', '膠帶']","[3, 5, 8]","['井然有序', '排列', '膠帶']","[4, 6, 8]"
[],[],[],[]
"['框架的支撐', '膠帶皺摺', '晶粒']","[3, 7, 10]","['支撐', '可', '避免', '使', '碰撞']","[3, 4, 5, 9, 12]"
"['框架', '膠帶']","[0, 2]","['撐住', '便於', '搬運']","[1, 4, 5]"
['晶圓黏片'],[2],[],[]
['框架'],[3],['框架'],[3]
['二'],[1],[],[]
['銀膠'],[1],"['黏著', '固定']","[2, 3]"
"['導線架', '晶粒一個', '位置']","[2, 7, 10]","['是', '提供', '黏著']","[3, 4, 8]"
"['電路', '腳']","[7, 9]","['設', '有', '可', '延伸']","[1, 2, 3, 4]"
"['個導線架', '設計', '個晶粒座']","[2, 7, 11]","['不同', '設計', '可以', '有']","[5, 7, 8, 9]"
"['個晶粒座', '一']","[1, 4]",['排成'],[3]
['陣式的多排法'],[5],"['有', '成矩']","[0, 1]"
['定位'],[3],"['傳輸', '至', '定位']","[1, 2, 3]"
"['晶粒座', '晶粒的位置', '銀膠']","[4, 9, 12]","['要', '預定', '位置', '點上']","[1, 5, 9, 11]"
"['一位置將晶', '其']","[4, 7]","['移至', '粒置', '放']","[0, 5, 6]"
"['切割的晶圓', '晶粒', '取放臂一顆一顆', '晶粒座']","[3, 6, 14, 21]","['臂', '地置', '放在', '點膠', '座']","[10, 15, 16, 18, 21]"
"['導線架', '傳輸設備', '彈匣']","[4, 8, 10]","['黏晶', '完後', '設備', '送至']","[0, 1, 8, 9]"
"['成品', '右圖']","[2, 4]","['右圖', '所示']","[4, 5]"
"['導線架', '了晶粒', '位置']","[1, 3, 6]","['提供', '黏著']","[2, 4]"
"['電路', '腳']","[7, 9]","['並預', '設', '有', '可', '延伸']","[0, 1, 2, 3, 4]"
"['個導線架上一同', '可', '個或', '粒座']","[4, 6, 10, 12]","['有', '一']","[7, 8]"
['導線架上的內引腳'],[6],"['連接', '到']","[1, 2]"
"['', '訊號傳輸']","[3, 6]","['到', '外界']","[7, 8]"
"['線架從彈匣內', '定位']","[2, 5]","['傳送', '至']","[3, 4]"
"['電子影像處理技術', '上']","[3, 6]",['晶粒'],[5]
"['一接點', '內引腳', '接點的位置']","[2, 7, 12]",['對應'],[5]
['銲線的動作'],[3],['做'],[0]
[],[],[],[]
"['晶粒', '接點為第一銲點']","[0, 5]","['接點為', '銲點']","[3, 5]"
"['接腳', '接點為第二點']","[0, 5]",[],[]
[],[],[],[]
"['端點', '小球']","[1, 4]","['燒結', '成']","[2, 3]"
"['小球', '第一', '（', '稱為第一']","[1, 4, 6, 9]","['壓銲', '點上', '第一']","[2, 5, 9]"
['bond'],[0],[],[]
['路徑'],[3],['計'],[1]
"['金線', '第二', '（', '稱為第二']","[1, 4, 6, 9]","['壓銲', '點上', '第二']","[2, 5, 9]"
['bond'],[0],[],[]
"['第二點與鋼', '']","[4, 6]",['拉斷'],[1]
['一條金線的銲線動作'],[7],['完成'],[1]
"['又', '開始', '條金線', '動作']","[0, 3, 8, 10]","['小球', '下']","[2, 4]"
"['完成', '晶', '導線架則如圖']","[0, 3, 7]","['完成', '如圖', '所示']","[0, 7, 8]"
"['', '比較']","[1, 5]",['右為'],[0]
"['目的', '數點', '由']","[4, 7, 12]","['\r\n  \r\n \r\n', '封膠', '有', '濕氣', '等']","[0, 2, 5, 10, 11]"
"['機械方式', '導線']","[1, 3]","['方式', '支持']","[1, 2]"
['產生'],[4],"['有效', '地', '', '出於', '外部']","[0, 1, 4, 6, 7]"
[''],[4],"['提供', '能', '夠', '手持', '']","[0, 1, 2, 3, 4]"
['過程'],[2],"['封膠', '單純']","[0, 4]"
"['銲線', '導線架置', '框架']","[1, 5, 7]","['完成', '放於']","[2, 6]"
"['框架', '模機', '封裝模上']","[2, 5, 9]","['置', '封裝']","[3, 8]"
"['時', '樹脂', '封裝模上的樹脂', '料口']","[0, 3, 11, 13]","['預熱', '準備', '好', '投入', '進']","[1, 5, 6, 7, 12]"
['機器'],[0],[],[]
['機壓'],[0],[],[]
"['上下模', '樹脂', '模中']","[0, 6, 8]","['半溶化', '擠入']","[3, 7]"
['樹脂'],[0],"['充填', '硬化']","[1, 2]"
['成品'],[1],['取出'],[0]
['成品'],[3],['完成'],[0]
"['一條導線架', '', '一顆晶粒', '外殼']","[6, 8, 12, 17]","['看到', '包覆', '堅固']","[0, 13, 15]"
['引腳'],[2],"['並伸', '出外']","[0, 1]"
['印字的目'],[4],[],[]
['商品的規格及製造者'],[5],['註明'],[0]
"['好的印字令人', '產品的感覺']","[2, 7]",['有'],[3]
[],[],[],[]
['封裝過程中'],[2],['中'],[2]
[''],[4],"['是', '重要']","[1, 3]"
"['印字不', '字跡', '退貨', '情形']","[3, 6, 10, 14]","['會', '有', '清晰', '斷裂', '遭致', '印字']","[0, 1, 4, 7, 9, 12]"
"['方式', '幾種', '像', '印字', '上']","[1, 4, 8, 12, 15]","['有', '\r\n \r\n', '印式', '直接', '印字', '在', '膠體']","[2, 5, 6, 7, 12, 13, 14]"
"['\x89轉印式', '印頭']","[2, 5]",['轉'],[4]
"['模上', '膠體']","[0, 5]","['模上', '沾印', '印字', '膠體']","[0, 1, 3, 5]"
"['印方式使用', '在', '刻印']","[3, 6, 9]","['\r\n', '直接', '刻印']","[0, 5, 9]"
['印字'],[3],"['要', '使', '清晰且']","[1, 2, 4]"
"['膠體的清潔', '', '', '']","[2, 4, 6, 8]",[],[]
[''],[1],['重要'],[2]
['過程'],[3],"['印字', '過程']","[1, 3]"
"['印字機', '程序', '工作以', '']","[2, 6, 11, 14]","['有', '每', '印字']","[3, 8, 13]"
['成品如圖'],[3],['所示'],[4]
[],[],[],[]
"['電鍍', '引腳的導電性及抗氧化性']","[2, 10]","['電鍍', '增加']","[2, 4]"
['剪切成型'],[4],['進行'],[2]
['目的'],[1],[],[]
"['條導線架', '晶粒']","[3, 9]","['要', '封裝', '好']","[0, 6, 7]"
['個獨立'],[1],['分開'],[2]
[],[],[],[]
"['', '用材料', '凸出', '切除']","[4, 8, 11, 13]","['要', '', '']","[1, 4, 11]"
"['剪切', '', '個獨立封膠晶粒的模樣']","[0, 3, 10]",['完成'],[1]
"['一塊', '樹脂硬殼']","[1, 5]","['堅固', '硬殼']","[2, 5]"
"['側面', '許多支外引腳']","[1, 5]","['側面', '伸出']","[1, 2]"
['成型的目'],[2],[],[]
"['引腳', '種', '形狀']","[4, 7, 11]","['是', '壓成', '設計']","[0, 5, 9]"
"['爾後', '電路板']","[1, 4]","['裝置', '電路板', '使用']","[2, 4, 6]"
['定位及動作的連器續性'],[5],['續性'],[5]
"['成型', '一部機器']","[1, 6]",['在'],[3]
['兩部機'],[3],"['分成', '連續', '完成']","[1, 5, 6]"
"['成型', '', '一顆送入', '方便']","[0, 2, 6, 9]",['以'],[8]
['成品'],[6],"['示乃', '剪切', '成型', '成品']","[1, 2, 3, 6]"
"['', '為確定', '完成', '是否']","[3, 6, 9, 11]","[' \r\n \r\n', '定', '封裝', '完成', '', '使用']","[1, 6, 7, 8, 9, 13]"
"['項目', '', '整性共面度', '印字', '清晰及膠體', '等的外觀檢驗']","[1, 5, 8, 10, 14, 21]","['包括', '有', '外觀']","[2, 16, 20]"
"['封裝製造技術\r\n \r\n', '依照', '外界之電路']","[4, 7, 12]","['設計', '外界']","[8, 10]"
['功能'],[5],"['可', '發揮']","[0, 2]"
"['封裝的材料', '塑膠兩種']","[3, 8]","['用於', '封裝', '可', '分為']","[0, 1, 5, 6]"
[],[],[],[]
"['封裝', '成本']","[0, 2]",['低廉'],[3]
"['大量生產且', '表面黏著技術的需求']","[1, 9]","['能', '夠滿', '足']","[2, 3, 4]"
['封裝方式'],[6],"['成為', '主要']","[1, 3]"
"['陶瓷封裝的發展', '三十多']","[3, 6]",['有'],[5]
"['早期', '封裝方式']","[0, 4]",['主要'],[1]
['陶瓷封裝成本'],[2],['高'],[3]
[],[],[],[]
"['塑膠封裝品質及技術', '情形']","[5, 9]","['提昇', '情形']","[7, 9]"
"['業者', '陶瓷封裝']","[0, 7]","['避免', '使用']","[4, 5]"
[],[],[],[]
"['封裝', '塑膠封裝', '', '散熱能', '']","[0, 3, 6, 9, 11]","['具有', '比擬']","[1, 5]"
['出入接腳數'],[4],"['可', '提供']","[0, 1]"
[],[],[],[]
['高可靠度的產品'],[4],[],[]
"['等', '仍', '使用', '必要性']","[2, 4, 6, 10]","['封裝', '']","[8, 9]"
"['目前', '封裝的技術']","[0, 4]","['用於', '封裝']","[1, 2]"
['以下數種'],[2],['有'],[0]
"['接合捲帶式', '技術']","[3, 9]",['為'],[0]
"['接合是', '應用', '']","[6, 12, 15]","['分述', '如下', ' \r\n \r\n', '最', '亦', '目前', '最', '']","[0, 1, 2, 7, 9, 11, 13, 15]"
"['技術', '晶片', '於導線架']","[0, 3, 6]","['固定', '線架']","[4, 6]"
"['屬線將晶片', '電路', '導線架', '引腳']","[3, 6, 8, 11]",['接'],[13]
"['其他', '']","[2, 4]",[],[]
"['接合技術', '挑戰']","[1, 4]",['受到'],[3]
['市場佔有比例'],[3],['減少'],[7]
['打線接合技術的簡易性及便捷性'],[7],['便捷性'],[7]
"['機具', '', '皆']","[7, 9, 12]","['其', '配合']","[3, 5]"
"['短期', '打線接合技術', '所']","[0, 4, 11]",['所'],[11]
"['捲帶式', '接合技術', '1960年代']","[2, 5, 9]",['年代'],[9]
['通用電子'],[2],['提出'],[3]
['接合製程'],[2],[],[]
"['晶片', '高分子捲帶', '金屬電路']","[3, 6, 10]","['是', '電路', '接']","[0, 10, 12]"
"['高分子捲帶的材料', 'polyimide']","[3, 6]","['polyimide', '為主']","[6, 7]"
"['金屬層則', '銅箔']","[3, 5]","['銅箔', '使用', '最多']","[5, 6, 7]"
"['接合', '厚度薄', '間距小']","[1, 4, 7]","['具有', '薄']","[2, 4]"
"['高輸出入接腳數', '優點']","[4, 6]","['能', '提供']","[0, 1]"
"['重量', '小', '上']","[3, 7, 9]","['適用', '需要', '輕', '']","[0, 2, 4, 7]"
"['接合', '年代中']","[3, 8]","['為', '中', '而']","[4, 8, 11]"
"['技術', '晶粒的金屬墊上', '凸塊']","[0, 5, 7]","['墊上', '生成']","[5, 6]"
"['基版', '晶', '塊相', '']","[1, 4, 6, 8]","['基版', '生成', '']","[1, 3, 8]"
"['晶粒', '基版', '接點']","[2, 4, 7]","['翻轉', '對準']","[0, 3]"
['點'],[1],['接合'],[2]
"['接合', '接長度', '特性最', '接點密度']","[0, 4, 8, 13]",['具有'],[1]
['尺寸'],[3],"['能', '縮', '小']","[0, 1, 2]"
['單位晶圓產能'],[2],[],[]
"['為', '', '方式']","[2, 6, 8]","['看好', '為', '潛力']","[1, 2, 5]"
['表面黏著技術'],[3],[],[]
"['去電子零件與基板', '組裝連接']","[4, 8]",[],[]
['賴焊接方'],[1],"['賴焊', '可', '達成']","[0, 2, 3]"
