Entity,EntityIndex,Relation,RelationIndex
"['容器', '晶片', '其中']","[0, 3, 6]","['確保', '固定']","[2, 4]"
"['過程中', '振動使晶片']","[3, 7]","['預防', '搬運', '發生', '受損']","[0, 1, 4, 8]"
"['三', '晶圓處理製程', '處理步驟通常', '先', '清洗之後']","[0, 4, 9, 12, 17]","['適當', '']","[14, 15]"
['爐管內'],[3],"['送到', '熱']","[0, 1]"
['環境中'],[3],['含氧'],[0]
['氧化層'],[4],"['加', '熱']","[1, 2]"
['1000到2000的氮化矽在剛剛長成'],[11],"['厚', '']","[1, 6]"
"['整個晶圓', '微影的製程']","[3, 8]",['進行'],[5]
['晶圓上上一層光阻'],[7],[],[]
"['光罩上的圖案', '光阻上面']","[4, 7]",['移轉到'],[5]
['蝕刻技術'],[3],['利用'],[1]
"['部份', '光阻', '', '矽層']","[0, 3, 5, 7]","['保護', '除去']","[4, 9]"
"['', '線路圖部份']","[0, 6]",['需要'],[3]
"['磷', '離子源']","[2, 4]",['為'],[3]
"['整片晶圓', '磷原子']","[3, 6]","['進行', '植入']","[4, 7]"
['光阻劑'],[3],['去除'],[4]
['此'],[2],['進行'],[0]
"['我們', '積體電路', '電晶體', '部份的字元線']","[0, 5, 9, 13]","['構成', '需']","[3, 7]"
"['光罩', '設計圖案']","[0, 5]",['提供'],[2]
"['', '晶圓上']","[0, 3]","['建立', '完成']","[4, 5]"
"['金屬', '製程']","[2, 4]","['進行', '化']","[1, 3]"
['金屬導線'],[1],[],[]
"['便', '各個電晶體', '元件']","[0, 4, 6]",['連接'],[8]
"['每一道步驟', '後', '一些電性', '物理特性量測']","[4, 7, 12, 17]","['加工', '完', '都', '進行']","[5, 6, 8, 10]"
"['加工結果', '規格內', '製作', '層、', '層．', '部份']","[3, 7, 11, 14, 18, 20]","['檢驗', '步驟', '第一']","[1, 10, 12]"
"['矽晶圓上', '電晶體', '其他電子元件', '所', '產品會', '測試區作電性量測']","[3, 5, 9, 11, 16, 22]","['製造', '完成', '', '電性']","[4, 13, 14, 19]"
['上述製程的需要'],[3],[],[]
"['FAB廠內', '四大區', '區的作用在於', '顯微', '技術']","[2, 7, 14, 17, 20]","['分為', '利用', '照相', '縮小', '']","[5, 15, 16, 18, 19]"
"['每一層次', '電路圖']","[2, 6]",['需要'],[4]
['感光劑易'],[2],"['採用', '曝光']","[0, 3]"
"['黃色燈光', '區域內工作']","[2, 6]",['照明'],[3]
[],[],['叫做'],[1]
"['二', '蝕刻', '我們', '電路圖']","[0, 2, 7, 11]","['經過', '定義', '出', '需要']","[3, 5, 6, 9]"
['部份'],[2],"['不要', '除掉']","[0, 4]"
"['此', '步驟', '之']","[0, 4, 7]","['除', '稱', '為']","[2, 6, 8]"
"['它', '雕刻']","[0, 2]",[],[]
"['刀一刀', '必要', '木屑']","[3, 6, 10]","['削去', '不', '不', '必要']","[4, 5, 7, 8]"
[],[],[],[]
"['酸液', '']","[2, 5]","['利用', '腐蝕']","[1, 4]"
[],[],['叫做'],[1]
"['三', '區的製造過程都在', '中進行']","[0, 9, 12]",['擴散'],[2]
[],[],['稱為'],[1]
"['高溫', '物質能量', '運動']","[0, 3, 6]","['給予', '產生']","[1, 5]"
"['本區的機台大都', '一根根的爐管']","[4, 10]",['為'],[5]
['人'],[3],"['有', '稱為']","[2, 4]"
"['一根爐管都', '作用']","[3, 7]","['有', '不同']","[4, 5]"
"['四', '真空', '區機器操作時']","[0, 2, 7]",[],[]
"['中都', '真空']","[1, 4]","['需要', '抽成']","[2, 3]"
"['之', '空區']","[1, 4]","['稱', '為', '真']","[0, 2, 3]"
"['機器', '沈積', '離子']","[1, 6, 8]","['用', '來', '作', '植入']","[3, 4, 5, 9]"
"[' Wafer上覆蓋', '層薄薄的薄膜']","[4, 9]","['一', '']","[5, 8]"
['之'],[3],"['稱', '為']","[2, 4]"
"['空區中', '一站', '晶圓允收區']","[2, 5, 8]","['真', '有', '稱為']","[0, 3, 6]"
['晶片的測試'],[3],['接受'],[0]
"['我們', '晶片']","[0, 4]",['製造'],[2]
"['過程', '缺陷']","[0, 3]",['有'],[2]
"['流通上', '問題']","[2, 5]",['有'],[4]
"['工程師', '其經驗', '電子學上知識', '一', '檢測']","[0, 3, 7, 9, 12]","['做', '全程']","[8, 10]"
"['某一電性量測值的變異', '某一道', '製程', '任何']","[6, 10, 12, 16]","['判斷', '相關', '發生', '異常']","[7, 11, 15, 17]"
"['此檢測', '測試', '檢測']","[1, 3, 6]","['區', '']","[4, 5]"
"['電子特性測試', '物理特性測試']","[5, 9]",[],[]
"['測試', '產品的電性功能']","[3, 9]","['做', '作', '檢測']","[1, 10, 11]"
['WAT測試'],[1],[],[]
"['電氣測試值', '製程', '問題']","[3, 6, 9]","['來', '分析', '有']","[4, 5, 8]"
"['四、晶圓針', '晶圓針測']","[3, 6]",[],[]
['IC在進入'],[3],"['使', '前']","[0, 5]"
"['濾出電性功能', '晶片']","[3, 6]","['行', '不良']","[0, 4]"
"['良品', '成本']","[2, 5]","['避免', '不', '增加', '製造']","[0, 1, 3, 4]"
['製程中'],[1],[],[]
"['製程', '測試配件']","[0, 6]","['換上', '不同']","[2, 3]"
"['便', '測試製程', '測試機台']","[0, 4, 9]","['共用', '相同']","[5, 6]"
"['測試廠', '了', '測試機台的使用率']","[0, 2, 8]","['為', '提高']","[1, 3]"
"['了', '測試的服務外']","[0, 6]",['提供'],[1]
['晶片測試的訂單'],[4],['接受'],[0]
"['晶圓針', '流程圖']","[2, 5]","['為', '測']","[0, 3]"
"['其流程', '下面幾道作業', '針', '主要', '是', '晶圓', '一顆晶粒的電氣特性']","[1, 6, 9, 12, 14, 16, 24]","['包括', '目', '每']","[2, 13, 18]"
[''],[0],['連接'],[1]
['其'],[0],"['為', '不良品']","[3, 4]"
['不良品'],[1],['為'],[0]
"['一點', '墨水']","[1, 3]","['點上', '紅']","[0, 2]"
['識別之'],[1],['用'],[2]
[],[],[],[]
"['一個目', '測試產品的良率']","[2, 8]",[],[]
"['良率', '來', '晶圓', '過程']","[1, 3, 5, 8]","['高低', '判斷', '製造', '有誤']","[2, 4, 6, 10]"
"['率', '時']","[0, 2]",['高'],[1]
"['晶圓', '過程', '切']","[0, 2, 4]","['製造', '正常']","[1, 5]"
['良品率'],[1],['低'],[3]
"['晶圓', '過程中']","[2, 6]","['表示', '製造']","[0, 3]"
"['某些步驟', '問題']","[1, 3]",['出現'],[2]
['工程師檢查'],[3],['通知'],[1]
[],[],[],[]
['產品的良品率'],[3],[],[]
"['晶圓針', '後']","[1, 4]","['測', '完成']","[2, 3]"
"['電路的產品', '其', '晶圓針', '時', '測試結果資料', '雷', '修補機中']","[3, 6, 9, 11, 17, 20, 23]","['備份', '測', '產生', '送往', '射']","[0, 10, 13, 19, 21]"
"['資料', '不良品的位置']","[0, 4]",['包括'],[1]
['配置'],[1],[],[]
"['修補機的控制電腦', '這些資料']","[4, 8]",['射'],[0]
['晶圓中的不良品'],[4],['修復'],[5]
"['是', '流程', '最後一項作業']","[2, 5, 11]","['針', '中']","[3, 6]"
"['溫', '目的', '清理晶圓表面']","[1, 4, 8]","['加', '烘烤', '有']","[0, 2, 5]"
"['加溫', '產品']","[0, 3]",['烘烤'],[1]
['需求便'],[2],"['有', '出貨']","[0, 4]"
"['五', '封裝製程', '封裝']","[0, 3, 5]",[],[]
"['', '電子產品', '過程中']","[0, 3, 7]",['生產'],[4]
['各種電子元件'],[3],[],[]
"['需要', '製程']","[0, 7]","['組裝', '連接']","[3, 5]"
[],[],[],[]
['晶圓'],[1],"['立', '分離']","[3, 4]"
"['信號線', '導線架上']","[1, 5]","['外接', '包覆']","[0, 8]"
"['產品需求量', '提昇']","[5, 7]",['日益'],[6]
"['了電子封裝產業', '發展']","[4, 6]",['蓬勃'],[5]
"['電子', '技術']","[1, 3]","['製造', '不斷', '發展', '演進']","[2, 4, 5, 6]"
['IC晶片的要求下'],[5],[],[]
['封裝技術'],[2],"['使得', '不斷', '推陳', '出', '新']","[0, 3, 4, 5, 6]"
['電子產品的需要'],[4],['符合'],[0]
['其功能'],[4],"['充分', '發揮']","[1, 2]"
['封裝的目的主要有'],[4],[],[]
['電子產品皆'],[3],['能源'],[6]
"['電力的傳送', '線路的連接方']","[2, 7]","['經過', '達成']","[4, 9]"
"['封裝即', '一功能']","[1, 6]",['此'],[4]
"['線路', '之後']","[0, 2]",['連接'],[1]
"['電子元件間的訊號', '這些電路']","[4, 10]","['傳遞', '輸送']","[5, 12]"
['封裝的另一功能'],[4],[],[]
['封裝材料的導熱功能'],[6],[],[]
"['電子', '線路間', '熱量']","[0, 3, 7]","['傳遞', '產生', '去除']","[4, 5, 8]"
['IC晶片因過熱'],[4],"['避免', '毀損']","[0, 6]"
[],[],[],[]
"['封裝除', '晶片提供', '機械強度']","[1, 6, 11]","['', '了足', '夠', '']","[4, 7, 8, 9]"
['保護'],[2],['適當'],[0]
"['積體電路', '污染的可能性']","[4, 8]","['避免', '了精細', '受到']","[0, 1, 5]"
"['封裝除', '主要', '之外']","[1, 6, 8]","['能', '上述']","[3, 5]"
"[' IC產品具有', '外表']","[4, 8]","['使', '優雅', '美觀', '']","[1, 5, 6, 7]"
"['使用者', '了', '使用', '便的操作環境']","[1, 3, 6, 12]","['提供', '安全', '簡']","[2, 4, 8]"
"['IC封裝', '使用材料可', '兩種']","[1, 5, 8]",['陶瓷'],[7]
['目前商業'],[1],['應用'],[2]
['塑膠封裝'],[2],['為主'],[3]
"['塑膠封裝中打線', '例']","[3, 6]","['接合', '為']","[4, 5]"
"['其步驟', '晶圓切割']","[1, 5]",['為'],[3]
"['以下', '封裝製程的各個步驟', '一說明']","[0, 8, 11]","['做', '分離']","[9, 14]"
"['晶圓背面', '膠帶', '框架上']","[4, 6, 12]","['貼上', '置於', '鋼製']","[5, 8, 9]"
"['此一動作', '晶圓黏片']","[2, 5]",['叫'],[3]
['切割機上進行切割'],[7],['至'],[3]
['後'],[1],['割完'],[0]
"['', '序的排列', '膠帶上']","[0, 5, 8]",['有'],[2]
[],[],[],[]
"['框架的支撐', '膠帶皺摺', '晶粒']","[3, 7, 10]","['避免', '使', '碰撞']","[5, 9, 12]"
"['框架', '膠帶', '便']","[0, 2, 4]","['撐住', '搬運']","[1, 6]"
['晶圓黏片'],[1],[],[]
['框架上'],[4],"['置於', '鋼製']","[0, 1]"
['二上'],[2],[],[]
['銀膠'],[2],"['黏', '固定']","[3, 5]"
"['是', '一個黏著的位置']","[1, 8]","['晶粒', '']","[3, 7]"
['IC晶粒電路的延伸腳'],[9],"['預設', '有', '延伸']","[1, 2, 4]"
"['個導線架上', '設計', '數個晶粒座']","[2, 6, 12]","['不同', '有']","[4, 8]"
"['數個晶粒座', '一列']","[2, 6]",['排成'],[4]
"['矩陣式', '列排法']","[3, 6]","['有', '成', '多']","[0, 1, 4]"
['後'],[4],"['傳輸', '定位']","[1, 3]"
"['晶粒座', '晶粒的位置上', '銀膠']","[4, 11, 13]","['預定', '黏', '點上']","[5, 6, 12]"
"['下一位置', '晶粒', '其上']","[3, 5, 8]","['移至', '置放']","[0, 6]"
"['晶圓上的晶粒', '放臂一顆一顆地', '點膠的晶粒座上']","[6, 15, 22]","['經過', '切割', '取', '置放']","[0, 1, 9, 16]"
"['黏晶', '後的導線架', '傳輸設備', '彈匣內']","[0, 4, 8, 11]","['完', '送至']","[1, 9]"
"['後的成品', '右圖']","[2, 4]","['如下', '示']","[3, 6]"
"['導線架', '了晶粒', '位置']","[0, 2, 6]","['提供', '黏']","[1, 3]"
['IC晶粒電路的延伸腳'],[9],"['預設', '有', '延伸']","[1, 2, 4]"
"['個導線架上一', '設計', '一個', '數個晶粒座']","[4, 6, 10, 15]","['不同', '有']","[5, 8]"
['連接到導線架上的內引腳'],[5],[],[]
['IC晶粒的電路訊號傳輸到'],[6],['外界'],[7]
"['導線架', '彈匣內', '定位後']","[0, 3, 7]",['傳送'],[4]
"['電子影像處理技術', '晶粒上各個接點']","[3, 10]","['來', '確定']","[4, 5]"
"['每一接點', '內', '腳上的接點的位置']","[2, 7, 14]","['對應', '引']","[5, 8]"
['銲線的動作'],[3],['做'],[0]
[],[],[],[]
"['晶粒上的接點', '第一銲點']","[3, 6]",['為'],[4]
"['腳上的接點', '第二銲點']","[3, 6]",['為'],[4]
[],[],[],[]
"['金線的端點', '小球']","[2, 4]",['燒結成'],[3]
"['小球', '銲', '第一銲點上', '此', '第一銲']","[1, 3, 8, 10, 13]","['壓', '稱為']","[2, 11]"
[],[],[],[]
"['路徑', '金線']","[4, 6]","['設計', '好', '拉']","[1, 2, 5]"
"['金線壓銲', '第二銲點上', '此', '第二銲']","[2, 6, 8, 11]",['稱為'],[9]
[],[],[],[]
"['第二銲點', '鋼嘴間的金線']","[3, 8]",['拉斷'],[1]
['一條金線的銲線動作'],[7],['完成'],[1]
"['便', '小球', '下一條金線之銲線動作']","[0, 3, 11]","['結成', '開始']","[2, 4]"
"['後之晶粒', '導線架', '圖']","[2, 4, 7]","['完成', '示']","[0, 9]"
"['右', '30µØ之金線與', '比較']","[0, 7, 10]",[],[]
['封膠的目的有以下數點：防止濕氣等由外部侵入'],[12],[],[]
"['機械方式', '導線']","[1, 3]",['支持'],[2]
"['地', '內部', '', '外部']","[1, 3, 5, 9]","['有效', '產生', '熱', '排出']","[0, 4, 6, 7]"
"['提供能夠', '']","[1, 3]","['手持', '形體']","[2, 4]"
['封膠的過程比較單純'],[4],[],[]
"['銲線', '導線', '框架上']","[1, 4, 9]","['完成', '架置', '放', '行預熱']","[2, 5, 6, 12]"
"['框架', '壓模機上的封裝模上']","[2, 9]",['置'],[3]
"['時預', '樹脂', '封裝模上的樹脂']","[0, 4, 11]","['熱', '好', '準備好', '投入', '進料口']","[1, 2, 6, 7, 12]"
['機器後'],[1],[],[]
['模機'],[0],['壓下'],[1]
"['上下模', '半溶化後的樹脂', '模中']","[0, 6, 9]",['擠入'],[7]
"['樹脂', '硬化後']","[0, 3]",['充填'],[1]
['成品'],[1],['取出'],[0]
['後的成品'],[3],['完成'],[0]
"['每一條導線架上的每一顆晶粒', '之外殼']","[11, 16]","['看到', '包覆', '堅固']","[0, 12, 14]"
['外引腳互相串聯'],[5],['伸出'],[1]
['印字'],[1],[],[]
"['商品的規格', '製造者']","[3, 5]",['註明'],[0]
"['印字', '人', '高尚產品的感覺']","[1, 3, 8]","['令', '有']","[2, 4]"
[],[],[],[]
['IC封裝過程中'],[3],[],[]
[''],[4],['重要'],[3]
"['印字', '字跡', '裂', '印字的情形']","[3, 7, 9, 16]","['有', '不', '清晰', '斷', '遭致', '退貨']","[1, 4, 5, 8, 11, 12]"
"['方式', '下', '幾種', '：直接', '印字', '膠體']","[1, 3, 6, 10, 14, 16]","['有', '列', '印章', '一樣', '在']","[2, 4, 12, 13, 15]"
"['轉印式', '使用']","[1, 3]",['：'],[2]
"['字模上', '印字', '膠體上']","[1, 4, 7]",['沾印'],[2]
"['雷射刻印方式：使用', '在', '刻印']","[4, 7, 10]",['直接'],[6]
"['了', '印字']","[1, 4]","['使', '清晰', '不易', '脫落']","[3, 5, 7, 8]"
"['膠體的清潔', '選用及', '方式']","[2, 7, 10]",['、'],[3]
[''],[1],"['相當', '重要']","[0, 2]"
['印字的過程中'],[4],[],[]
"['印字機', '程序', '每項工作', '印字']","[1, 5, 10, 14]","['有', '來', '完成', '確保', '牢靠']","[2, 6, 7, 12, 15]"
"['後的成品', '圖']","[2, 4]",['示'],[6]
[],[],[],[]
"['電鍍', '外引腳的導電性', '抗氧化性']","[2, 7, 9]","['經過', '增加']","[1, 4]"
['成型'],[3],"['進行', '剪切']","[1, 2]"
['目的'],[1],[],[]
"['整條導線架上', '之晶粒']","[5, 10]","['封裝', '好']","[7, 8]"
['個'],[0],"['獨立', '分開']","[1, 2]"
[],[],[],[]
"['', '材料', '部份', '樹脂']","[5, 8, 10, 13]","['需要', '連接', '用', '凸出', '切除']","[4, 6, 7, 11, 14]"
"['剪切完成時的每', '膠晶粒的模樣']","[4, 10]","['個', '獨立封']","[5, 6]"
"['一塊', '樹脂硬殼']","[1, 5]",['堅固'],[2]
"['側面', '許多支', '腳']","[1, 4, 6]","['伸出', '外引']","[2, 5]"
['成型的目'],[2],[],[]
"['這些外引腳', '各種', '形狀']","[3, 6, 11]","['壓成', '設計', '好']","[4, 8, 9]"
"['便', '爾後', '電路板上']","[0, 3, 7]","['裝置', '使用']","[4, 8]"
"['定位', '動作的連器續性']","[0, 5]",[],[]
"['切', '成型', '一部機器上']","[0, 2, 8]",[],[]
['兩部機上連續'],[4],"['分成', '完成']","[1, 5]"
"['成型後的每一顆 IC便送入', '以', '輸送']","[8, 10, 12]",['塑膠管'],[9]
['成型後的成品'],[7],"['示', '剪切']","[1, 3]"
"['六', '目的為', '完成', '產品是否']","[1, 5, 8, 11]","['', '封裝', '之', '使用']","[3, 7, 9, 13]"
"['項目', '外引腳之平整性', '共面度', '腳距', '印字', '膠體', '外觀檢驗']","[1, 6, 8, 10, 12, 16, 23]","['包括', '清晰', '有', '損傷']","[2, 14, 18, 19]"
"['電子封裝', '技術IC晶片', '依照設計與', '電路']","[2, 6, 10, 13]",['製造'],[3]
['功能'],[5],"['正常', '發揮', '應有']","[1, 2, 3]"
"['封裝的材料', '塑膠兩種']","[3, 8]","['用於', '分為']","[0, 6]"
[],[],[],[]
"['封裝', '成本低廉']","[0, 3]",[],[]
"['大量', '表面', '技術的需求']","[0, 6, 10]","['生產', '滿足', '黏著']","[1, 5, 7]"
['IC封裝方式'],[7],"['成為', '主要']","[1, 3]"
"['陶瓷封裝的發展', '三十多年歷史']","[3, 8]",['有'],[5]
"['早期', '封裝方式']","[1, 5]",['為'],[0]
['陶瓷封裝成本'],[2],['高'],[3]
[],[],"['不易', '自動化']","[0, 1]"
"['塑膠封裝品質', '技術', '之情形下']","[3, 5, 10]","['不斷', '提昇']","[6, 7]"
"['業者', '陶瓷封裝']","[0, 8]","['避免', '使用']","[5, 6]"
[],[],[],[]
"['封裝', '塑膠封裝', '', '能力', '度', '氣密性']","[0, 3, 6, 10, 14, 16]","['具有', '比擬', '佳', '散熱', '靠']","[1, 5, 8, 9, 13]"
['入接腳數'],[4],"['提供', '高', '輸出']","[1, 2, 3]"
[],[],[],[]
"['高功率', '靠度的產品']","[0, 6]",['高'],[2]
"['CPU、', '、', '等', '仍', '封裝的必要性']","[1, 3, 5, 7, 13]","['使用', '陶瓷']","[9, 10]"
"['目前', '封裝的技術']","[0, 4]",['用於'],[1]
['以下數種'],[2],['有'],[0]
['技術'],[3],['為'],[1]
"['接合', '最早亦', '技術']","[4, 8, 15]","['分述', '為', '']","[0, 9, 14]"
"['技術', '晶片', '導線架上']","[0, 3, 7]",['固定於'],[4]
"['細金屬線', '晶片上的電路', '導線架上的引腳相']","[1, 6, 11]",['連接'],[12]
"['近年', '其他技術']","[1, 5]","['來', '興起']","[2, 6]"
"['技術', '挑戰']","[1, 4]","['接合', '受到']","[0, 3]"
"['市場', '比例', '當中']","[0, 2, 7]","['佔有', '減少']","[1, 6]"
"['打線', '技術的簡易性', '便捷性']","[1, 5, 7]",['接合'],[2]
"['其', '機具', '設備', '技術']","[4, 8, 10, 13]","['長久', '來', '配合', '相關', '成熟']","[0, 2, 6, 12, 17]"
"['短期內', '技術', '容易', '其他技術']","[1, 4, 9, 12]","['打線', '接合', '不', '大', '為', '淘汰']","[2, 3, 7, 8, 10, 14]"
"['接合', '於']","[2, 5]","['技術', '首先']","[3, 4]"
['電子'],[2],['提出'],[3]
['製程'],[2],"['自動', '接合']","[0, 1]"
"['晶片', '高分子捲帶上的金屬']","[2, 9]",['電路相連接'],[10]
"['高分子', '材料', ' polyimide']","[0, 3, 6]","['捲帶', '為主']","[1, 7]"
"['上的金屬層', '銅箔']","[2, 5]","['使用', '最多']","[6, 7]"
"['厚度', '接腳間距']","[3, 7]","['自動', '接合', '具有', '薄', '小']","[0, 1, 2, 4, 8]"
"['入接腳數', '優點']","[5, 7]","['提供', '高', '輸出']","[1, 2, 3]"
"['重量', '體積', ' IC產品上']","[3, 6, 11]","['適用', '需要', '輕', '小']","[0, 2, 4, 7]"
"['為', '1960', '中首先開發而成']","[2, 5, 11]",[' IBM'],[3]
"['技術', '晶粒的金屬', '銲料凸塊']","[0, 4, 8]","['乃於', '墊上', '生成']","[1, 5, 6]"
"['基版上', '晶粒銲料凸塊', '接點']","[2, 7, 11]","['生成', '對應']","[3, 9]"
"['晶粒', '基版上的接點']","[3, 9]","['翻轉', '準']","[1, 5]"
['所有點'],[1],['接合'],[2]
"['連接長度', '電器特性', '接點密度']","[5, 9, 15]","['接合', '具有', '短', '高', '輸出入']","[0, 1, 3, 12, 13]"
[' IC尺寸'],[3],['縮小'],[1]
['晶圓產能'],[2],[],[]
"['未來', '潛力的封裝方式']","[3, 9]","['看好', '具']","[1, 5]"
['表面黏著技術'],[3],[],[]
"['電子零件', '基板間的組裝']","[1, 6]",['連接'],[7]
['焊接'],[1],"['賴', '達成']","[0, 4]"
"['表面', '技術', '一方便', '', '技術']","[0, 3, 7, 9, 11]","['黏', '為', '快速']","[1, 4, 8]"
"['表面', '技術', '電子零件', '', '基板上', '零件', '基板間電路']","[1, 4, 8, 10, 13, 16, 21]","['黏', '快速', '維持', '通暢']","[2, 9, 15, 22]"
"['     七、電子', '半導體產品的I/O', '也會影響測試機台的可適用性']","[2, 8, 17]",[],[]
