Entity,EntityIndex,Relation,RelationIndex
"['濟部工業局', ' \n中', '國968月', '\n\n目', '\n\n', '1', '1.1緣起..........', '1.2', '手冊內容', '2第二', '\n產業概況3', '.1產業發展沿革...........................................................................', '\n\n2.2製程概述6\n\n第三章', '特性與清理現況13', '3.1廢棄物來源及特性13\n\n', '.2', '清理現況..........................................................18', '第四', '清潔', '22\n\n4.1環境化', '22\n\n4.', '廠內', '32\n\n', '廢棄物', '技術.................................................................................', '\n\n5.1', '晶圓資源化技術..............................................................................46\n\n', '廢酸資源化', '.....................................................................................49', '5.3廢溶劑', '技術..................................................................................55\n\n5.4', '污泥資源化技術........................................72\n\n5.5', '削油資源化技術78\n\n\x0c\n \n\n\n第六章', '廢棄物', '化案.........................................84\n\n6.1廢酸', '技術案..............................................................................84', '6', '劑資源化', '..........................................96\n\n', '削油資源化', '102\n\n第七章\n技術', '設備選', '程序..........................................................105\n\n7.1資源化', '評估', '105', '7.', '資源化設備選用', '107\n\n7.3資源化成本分析114\n\n參考文獻119\n\n\x0c\n \n\n\n', '\n目\n \n\n圖2.1-1', '年矽晶圓材料技術', '趨勢5\n\n', '2.2', '西門子式多晶矽的生產流程7\n\n', '2.2', '單晶', '8', '圖', '矽晶圓製造流程及其污染源產生圖............................................14圖', '-2廢矽晶頭尾料15\n\n', '-3廢', '堝底16', '-', '矽晶圓破片16\n\n圖4.1', '矽晶', '主要', '流程及晶圓片類別3\n\n', '4.1-2矽晶', '光片之製造流程24\n\n圖4.1', '環境特性分析之作業', '25\n\n', '全', '容器', '程序38\n\n圖', '2-2', '吋拋光片', '流程38\n\n', '2-3滿足', '小於', '.25μm製程用型的超純水', '流程', '圖', '1矽晶圓製成太陽', '電池流程', '圖', '-1矽晶', '.............................................................', '\n\n圖', '3-1布雷登有機溶劑回收流程57\n\n圖', '溶劑', '流程57\n\n圖5.', '碳吸附再生流程58', '圖', '3-', '催化', '58', '圖5.', '-5有', '合廢溶劑蒸餾回收流程', '圖5.3-6廢溶', '單蒸餾回收裝置...................................................................', '\n\n圖5.3-7萃取精餾裝置簡圖63\n\n\x0c\n \n\n\n圖5.', '8滲透蒸發分離原理.....................................................................64\n\n', '3-9透析原理', '圖66\n\n圖5.', '10', '噴注式焚化爐示', '68\n\n圖5.', '旋轉窯焚化爐示意圖69\n\n圖', '1無機性污泥替代水泥原料', '流程74\n\n圖5.4-2機性', '再利用於燒', '陶瓷時之柵板流程....................................', '\n\n圖5.4', '無機性', '原料再利用流程76', '5.4-', '無機性', '替代', '骨材原料再', '流程77', '圖5.4', '中鋼公司再利用氟化', '泥前加工', '流程77\n\n', '廢切', '濾與分離', '備', '\n\n圖5.5', '分離', '作原理', '82', '圖', '-3廢切', '離心', '範例', '\n\n圖6', '1-1', '混酸', '萃取流程及質量平衡', '90\n\n圖', '.', '廢混酸', '-', '醇為', '劑', '溫萃', '', '麥泰\n', '分析', '.', '-3廢', '以2-', '醇萃取', '洗滌段', '機相濃度關係\n', '滌液', 'm', '醋酸']","[4, 7, 12, 15, 19, 23, 27, 30, 33, 36, 41, 49, 58, 65, 73, 76, 83, 85, 87, 92, 97, 99, 102, 106, 110, 113, 120, 123, 127, 132, 138, 146, 155, 157, 166, 170, 172, 177, 181, 185, 192, 195, 203, 205, 207, 209, 213, 227, 236, 241, 245, 247, 257, 259, 261, 265, 267, 281, 288, 292, 295, 299, 307, 309, 312, 319, 323, 332, 338, 341, 345, 348, 353, 355, 358, 362, 366, 369, 378, 381, 384, 391, 394, 397, 401, 405, 408, 419, 422, 428, 435, 437, 440, 442, 445, 448, 452, 458, 464, 470, 484, 494, 501, 507, 510, 514, 519, 528, 535, 544, 548, 555, 559, 561, 569, 573, 575, 577, 581, 584, 587, 593, 596, 600, 604, 608, 610, 614, 617, 620, 622, 624, 627, 630, 633, 637, 639, 645, 651, 655, 657, 660, 663, 666, 669, 671, 673, 677, 680, 685, 688, 692, 696, 700, 706, 708, 710, 712]","['工', '局', '1.2', '技術', '說明', '第二', '\n\n', '2', '.', '...........................................................................', '章', '\n', '廢棄物', '特性', '13', '3.1', '2', '產生量', '', '第四', '清潔', '設計', '\n\n', '4.', '2', '廠內', '管理', '章', '46', '5.1', '..............................................................................', '\n\n', '5.2', '技術', '3', '55', '5.4', '無機', '5.5', '廢切', '資源化', '章', '\n\n', '.', '84', '\n\n', '2', '廢溶', '技術案', '資源化', '技術案', '\n\n', '第七', '評估', '用', '105', '技術', '流程', '105', '\n\n', '\n\n\x0c\n \n', '圖', '1-1', '\n\n', '圖', '1', '-2', '單晶', '\n\n', '3.1', '1', '典型', '矽', '晶圓', '製造', '流程', '圖', '-2', '16', '\n\n', '圖', '3.1', '4.1', '矽晶', '矽晶', '圓拋', '光片', '', '製造', '\n\n', '圖', '2-1', '圖', '於', '0', '流程', '\n\n', '流程', '48', '製造', '圖', '3-1', '圖', '5.', '3-2', '溶劑', '3', '吸附', '\n\n', '催化', '58', '機混', '流程', '61', '\n\n', '圖', '...................................................................', '2', '\n\n', '5.', '5.', '3', '-', '8', '\n\n', '圖', '5.', '3', '5.', '3', '-', '5.', '3', '11', '旋轉', '原料', '再', '利用', '流程', '於燒', '製', '陶瓷', '', '74', '污泥', '替代', '磚塊', '\n\n', '圖', '5.4', '無機性', '污泥', '77', '5.4', '5', '中鋼', '\n\n', '圖', '5.5', '1', '廢切', '圖', '分離', '機運', '5.5', '多重', '回收', '系統', '範例', '83', '\n\n', '圓片化', '學蝕', '刻廢', '流程', '', '質量', '...................', '1-2', '2', '乙', '基己', '醇為', '醋酸', '-', '91', '\n\n', '圖', '6', '.', '1', '基己', '後', '數', '有', '醋酸']","[2, 4, 30, 31, 34, 36, 42, 43, 44, 49, 58, 59, 60, 61, 65, 67, 76, 78, 79, 85, 87, 93, 96, 97, 98, 99, 100, 104, 111, 113, 118, 120, 121, 124, 130, 136, 138, 139, 146, 147, 149, 155, 162, 164, 170, 171, 174, 175, 178, 185, 186, 188, 189, 193, 196, 199, 204, 206, 207, 208, 226, 228, 236, 245, 246, 248, 260, 261, 266, 268, 269, 270, 271, 272, 273, 274, 281, 283, 295, 296, 297, 298, 307, 309, 323, 324, 325, 326, 327, 341, 342, 344, 353, 369, 370, 381, 383, 394, 395, 403, 408, 410, 419, 420, 421, 422, 429, 432, 436, 442, 445, 453, 458, 459, 460, 461, 470, 471, 472, 474, 484, 485, 486, 487, 494, 495, 496, 497, 507, 508, 509, 519, 520, 521, 522, 535, 536, 537, 538, 548, 549, 550, 552, 556, 562, 563, 564, 570, 571, 572, 575, 576, 584, 587, 588, 589, 600, 601, 602, 603, 604, 613, 617, 618, 625, 629, 631, 632, 633, 634, 635, 641, 642, 643, 648, 649, 650, 652, 658, 662, 664, 665, 666, 674, 679, 681, 682, 683, 684, 685, 686, 694, 698, 701, 702, 712]"
"['作', '分析', '圖6', '1', '5廢混酸以', '三丁酯', '取劑的等溫萃', '', '', '－泰(', '分析', '\n\n圖6.', '廢', '以磷酸三丁酯', '分離後的洗滌段', '有', '相濃\n', '醋酸']","[3, 5, 9, 11, 16, 18, 23, 25, 27, 31, 33, 38, 40, 44, 49, 51, 54, 61]","['A=', '-', '\n\n', '.', '1', '-', '5', '硝酸', '\n\n', '以', '三丁酯', '萃取', '分離', '後', '', '洗', '滌液']","[0, 2, 7, 10, 11, 12, 13, 26, 35, 42, 44, 45, 46, 47, 48, 57, 58]"
"['作', '分析', '\n\n圖', '.', '廢混酸經', '', '後之廢氫']","[3, 5, 9, 11, 16, 18, 23]","['A=', '-', '\n\n\x0c\n \n']","[0, 2, 7]"
"['磷酸三丁酯', '等', '麥－泰(-分析', '94', '圖6.', '9以水自磷酸', '脫除', '等', '其麥－', '(-', '圖法分析94', '2-1', '資源化處理', '.................................................................96\n\n圖6', '2-2廠廢異丙醇資源化處理流程', '\n\n圖6.', '廠廢溶劑資源化處理程.', '\n\n', '6.31晶圓切割', '比較圖102\n\n圖6.3', '線切', '削劑', '系統104\n\n圖6.3-3', '分離機結構圖104\n\n圖7.', '資源化系統規劃評估', '106\n\n圖7.2-1資源化設備評估流程', '109', '\n\n表\n目\n \n\n表3.', '圓片', '業廢棄物產出', '清理現況', '....18', '.', '收受矽晶圓片製造業廢棄物機構名單................................................20\n\n表4.1', '單位', '圓拋光片', '原', '27', '表4.1-2單位矽晶圓拋片之污染負荷............................................................28', '表4.1', '矽晶圓', '工廠環境特性分析結果', '30\n\n', '-', '矽晶圓製造工廠生命週期分析的環境特性', '內數據之比較.........30\n\n表4.2-1晶圓片的酸蝕刻製程與鹼蝕刻', '比較', '34\n\n表4.2-2標準的超高純', '學試劑的技術指標', '43\n\n表4.', '各種常用瓶裝', '顏色標識..............................................44\n\n', '5.', '常見', '劑56', '5.', '廢溶劑回收', '優缺點比', '...................................................59\n\n', '5.', '可', '滲透蒸發技術', '或', '產物.................................................', '5.3', '水泥窯使用廢溶劑作為輔助燃料認定原則........................................70', '表5.3-', '半導體製', '光電材料及', '業之混', '規定.71', '表61-1', '蝕刻', '混酸', '\n\n表6', '2-1異丙醇之工業規格98', '-\n\n第一章', '\n\n1.1', '\n\n近']","[1, 7, 14, 16, 20, 25, 27, 31, 36, 40, 44, 48, 52, 58, 66, 71, 78, 80, 85, 92, 94, 97, 104, 112, 117, 128, 130, 140, 143, 147, 151, 155, 159, 173, 175, 178, 182, 184, 197, 200, 203, 209, 214, 217, 228, 247, 250, 259, 265, 270, 275, 282, 284, 287, 291, 294, 299, 304, 308, 310, 313, 317, 319, 323, 328, 339, 344, 347, 352, 357, 364, 368, 371, 373, 378, 385, 390, 393, 396]","['萃取', '－', '圖', '.', '1', '磷酸', '脫除', '酸', '等', '', '94', '圖', '溶劑', '處理', '流程', '\n\n', '資源化', '.', '\n\n', '圖', '\n\n', '圖', '6.3', '-3', '評估', '實驗', '流程', '流程', '.', '2-1', '矽晶', '現況', '..', '..', '1', '光片', '所', '消耗', '原', '物料', '27', '表', '矽晶', '28', '\n\n', '表', '4.1', '-3', '整表', '30', '4', '特性', '內', '數據', '比', '蝕刻', '製程', '4.', '2-3', '常見', '', '有', '機溶', '\n\n', '比', '較', '...................................................', '技術', '分離', '或', '純化', '水泥窯', '-', '5', '半導', '體製', '造業', '材料', '', '元件', '混', '合廢', '再', '71', '\n\n', '廢', '組成', '異丙醇']","[4, 11, 18, 20, 21, 25, 27, 29, 31, 34, 44, 45, 50, 52, 53, 56, 64, 78, 80, 81, 90, 91, 92, 104, 117, 118, 119, 128, 140, 141, 142, 151, 152, 153, 174, 178, 179, 180, 182, 183, 184, 186, 190, 197, 198, 199, 200, 201, 211, 213, 218, 228, 230, 231, 233, 247, 248, 270, 271, 286, 287, 288, 289, 292, 304, 305, 306, 317, 318, 319, 320, 330, 344, 345, 346, 347, 348, 351, 352, 353, 357, 358, 360, 364, 365, 372, 374, 381]"
['政府與民間'],[1],['努力'],[3]
['了國內工業持'],[2],"['業持', '續', '成長']","[2, 3, 4]"
"['經', '濟發展及國民生活水準提昇', '']","[0, 8, 12]","['\n', '提昇', '帶', '忽視', '']","[1, 8, 9, 11, 12]"
['經濟之成長'],[3],['成長'],[3]
"['工業污染防治及廢棄物處理之觀念', '提升']","[9, 12]",['提升'],[12]
"['技術', '工業之發\n展而']","[1, 10]","['技術', '能', '展而', '進步']","[1, 4, 10, 11]"
"['致工業發展與環境保護兩者', '衝突']","[6, 9]",['有'],[8]
['兩者'],[2],"['促使', '兼', '顧']","[1, 3, 5]"
"['業', '同時']","[0, 5]","['持續', '發展', '同時']","[2, 3, 5]"
['污染防治工作'],[4],"['能', '落實']","[0, 1]"
[],[],"['經營', '成長']","[1, 2]"
"['政府與業界', '課題']","[3, 8]","['為', '亟待', '解決', '課題']","[1, 5, 6, 8]"
"['過去二十', '過程中']","[3, 6]",['中'],[6]
"['產業型態', '轉型', '', '密集之高科技']","[1, 6, 10, 14]","['傳統', '為知', '\n', '', '產業']","[3, 7, 8, 10, 15]"
['電子資訊的創新與活耀'],[5],['活耀'],[5]
"['科技產業', '成長']","[1, 3]",['快速'],[5]
['國半導體產業之專業分工體系結構'],[8],['完整'],[10]
"['140家的\n設計公司10', '圓材料業者4家', '公司16家晶圓', '公司48家封裝\n', '37家測試業者', '13', '線架生產廠商']","[7, 12, 17, 23, 27, 29, 33]",['有'],[0]
['專業與效率的優勢'],[4],[],[]
['全球的競爭力'],[4],[],[]
"['國', '全球晶圓代工的龍頭']","[0, 6]","['是', '龍頭']","[1, 6]"
"['矽晶圓材料', '8吋', '12吋矽晶圓長晶', '磊晶', '一']","[4, 7, 12, 16, 18]","['進口', '材料', '進行', '拋光', '磊晶']","[0, 4, 5, 14, 16]"
"['各項製程技術', '日', '先廠', '中']","[3, 8, 11, 13]",['掌握'],[6]
['鑒於此'],[1],['鑒於'],[0]
"['學', '研究單位', '1998年以來']","[0, 3, 6]",['1998'],[5]
"['科專', '計畫', '材料', '加工技術', '生晶圓', '式氧化物晶圓']","[0, 2, 6, 9, 14, 18]","['支持', '運用', '晶圓']","[3, 10, 18]"
['單晶晶圓產品'],[5],['出'],[1]
"['體矽晶圓無線', '晶圓光電產業之氧\n', '晶圓微機電系統', '等達十餘種轉移', '導']","[3, 11, 16, 22, 25]",['內半'],[24]
"['國內\n業者', '高']","[2, 7]",['具有'],[3]
"['以前', '仰賴國外進口', '現象']","[0, 5, 7]",['仰賴'],[2]
"['產業', '發展']","[1, 3]",[],[]
"['環境污染特性', '統業']","[3, 5]","['統業', '不同']","[5, 6]"
"['矽晶圓製\n造業者', '環境保護之投資', '高']","[3, 8, 10]",['高'],[10]
"['諱言', '許多', '完善之處']","[3, 6, 10]","['諱言', '有', '臻', '完善']","[2, 5, 8, 9]"
['各種廢棄物'],[6],"['\n', '產生']","[0, 2]"
"['採用', '掩埋', '等', '處置']","[2, 5, 9, 11]","['可', '採用', '或']","[1, 2, 7]"
"['其中', '有資源化潛力之廢棄物']","[2, 9]",['有'],[4]
"['回收', '處置']","[0, 2]",['即予'],[1]
[],[],[],[]
"['\n', '工業局工業廢', '清除處理與資源化', '計畫之政策']","[3, 6, 11, 15]",[],[]
"['矽晶', '圓製造業進行廢棄物資源化技術手冊之編寫工作']","[0, 13]",['製造'],[3]
['業界對廢棄物資源\n化專業技術之認知'],[11],"['能', '提昇']","[0, 1]"
['產業整體之環境績效'],[5],['增進'],[0]
"['經濟與環保相輔', '', '目']","[2, 4, 6]","['保相輔', '相成', '\n']","[2, 3, 5]"
"['台灣', '能', '']","[0, 2, 6]","['發展', '成為', '真正', '']","[3, 4, 5, 6]"
"['經濟部工業局', '產業及環境保護', '發展']","[1, 8, 10]",['維護'],[3]
"['矽晶圓製造業', '廢棄物資源化技術手冊編撰工作']","[2, 10]","['造業', '進行']","[2, 3]"
['矽晶圓製造業者對清潔生產與廢棄\n物資源化專業技術之認知'],[15],"['能', '提升']","[0, 1]"
"['廢棄物回收', '利用意願']","[2, 5]",['提高'],[0]
"['產業整體之\n\n\x0c\n \n2\n\n', '績效']","[7, 9]",['增進'],[1]
"['技術手冊內容說明', '本手冊將', '國內外矽晶圓製造業製程廢棄物資源化技術及案例', '彙集']","[3, 6, 18, 20]","['說明', '案例', '進行', '彙集']","[3, 18, 19, 20]"
['資源化技術'],[5],['推廣'],[3]
['路程'],[2],['發展'],[1]
['七章'],[3],['分'],[1]
"['說明', '章說明', '撰緣由']","[0, 5, 9]","['如下', '冊編']","[1, 7]"
"['手冊', '矽晶圓製造業範圍', '章節', '內容']","[0, 7, 10, 12]",['涉'],[2]
"['第二章', '圓製造業範圍及其']","[1, 7]",['矽晶'],[3]
['該產業發展現況'],[3],[],[]
"['其', '製程進行']","[1, 4]","['\n', '製程', '進行', '詳述']","[2, 3, 4, 5]"
"['章', '圓製造業製程', '棄物來源特性']","[0, 6, 10]",[],[]
"['廢棄物', '清理現況', '介紹']","[0, 4, 6]","['現況', '進行']","[4, 5]"
"['第四章', '管理', '設計觀點']","[1, 5, 8]",[],[]
"['該產', '產品設計及生產活動', '過程之污染預防策略']","[0, 6, 12]",[],[]
"['第五章', '', '內外較成', '較具', '', '技術進行']","[1, 6, 9, 11, 13, 16]","['於該', '', '較具', '效益', '進行', '探', '\n', '說明']","[4, 6, 11, 12, 16, 17, 18, 20]"
"['第六章', '', '棄物資源化案例']","[1, 5, 10]","['實際', '']","[3, 5]"
"['資源化技術運作情', '形']","[4, 6]",[],[]
['資源化工作之概念'],[6],"['達', '推廣', '執行']","[0, 1, 2]"
"['章', '技術評估流程購置', '選用', '成本', '\n']","[0, 6, 10, 13, 16]","['資源化', '設備']","[2, 8]"
['選用資源化技術與設備之參考'],[5],['選用'],[0]
"['\n\n', '產業概況\n\n積體', '製造業是我', '體電路產業的火車頭']","[1, 7, 12, 18]",['國積'],[13]
"['行政院主計處九十五', '五月公布', '行業標準分類']","[3, 7, 12]","['\n', '']","[4, 7]"
"['產業範疇', '晶圓', '記憶', '體', '其他']","[1, 4, 6, 8, 10]","['包括', '從事']","[2, 3]"
[],[],[],[]
"['上下游產業還', '極體電晶體', '\n', '電路', '二極體與電晶', '用導線架製造業', '封裝與測試業']","[2, 7, 9, 11, 17, 23, 27]",['包括'],[3]
"['章', '矽晶圓製造業的產業發展概況']","[1, 10]","['\n', '探討']","[0, 3]"
"['晶圓就是', '路製造業使用']","[3, 8]",['矽'],[9]
['其形狀\n為圓形'],[3],[],[]
['為矽晶圓'],[1],[],[]
"['加工', '各種電路元件結構']","[1, 8]","['加工', '製', '作成']","[1, 2, 3]"
"['有', '\n電性功能之積體電路產品']","[2, 10]","['成為', '有']","[1, 2]"
"['圓片經過', '蝕', '刻', '光阻', '塗佈', '等數百', '加工']","[2, 4, 6, 8, 10, 13, 15]",[],[]
"['數十', '數百顆的積體\n電路']","[1, 8]",['製成'],[0]
"['導體封裝與測試工廠', '測試', '', '後']","[4, 6, 8, 10]","['廠', '完成']","[4, 5]"
"['半導體成', '品']","[1, 3]",[],[]
"['電腦', '以', '等', '種不同', '', '造業者']","[1, 3, 6, 9, 11, 13]",['交由'],[0]
"['各種消\n', '電子產品']","[2, 5]",[],[]
"['圓製造業', '我國積體電路產業', '一個環節']","[1, 9, 15]","['可說', '是', '影響', '重要', '環節']","[2, 3, 4, 11, 15]"
"['2.1產業發展沿革', '晶圓', '矽']","[5, 9, 13]",[],[]
"['地殼表面取', '不竭的', '\n矽礦石']","[3, 8, 11]","['', '不盡', '', '']","[3, 4, 6, 8]"
"['電弧爐提煉', '氯化', '處理後']","[1, 4, 7]",['後'],[7]
"['', '晶矽']","[2, 4]",['製成'],[0]
"['其純度要求', '99.999999999％']","[2, 6]",['達'],[3]
"['製造廠就是', '多晶矽']","[2, 6]","['加熱', '融解']","[7, 8]"
"['熔融', '液', '一', '矽晶體晶種']","[0, 2, 4, 8]","['熔融', '液', '摻入']","[0, 2, 3]"
['其'],[0],"['緩慢', '拉出', '成形']","[1, 3, 4]"
"['晶矽', '直徑大', '小的單晶矽晶棒']","[0, 5, 10]","['拉成', '晶棒']","[2, 10]"
"['矽晶棒', '一顆', '晶粒', '熔融態的矽原']","[1, 5, 7, 11]","['是', '晶粒', '矽原', '中']","[2, 7, 11, 12]"
"['過', '程稱']","[0, 2]",['為'],[3]
"['棒', '拋光', '製程']","[0, 5, 9]","['切割', '等']","[3, 7]"
"['積體電路產業', '原料']","[5, 7]",['成為'],[0]
['85'],[0],[],[]
['國積體電路製造業的矽晶圓材料供應源'],[8],[],[]
"['\n', '國外']","[1, 3]","['國外', '進口']","[3, 4]"
"['金額約達', '台幣60億元左右']","[2, 7]",[],[]
"['日本', '進口國']","[0, 5]","['日本', '為']","[0, 1]"
"['有中美矽晶', '矽晶', '等', '從事', '圓材']","[4, 7, 9, 11, 14]","['有', '矽晶']","[1, 12]"
"['當時', '產品', '二極體與電晶', '晶圓材料']","[1, 3, 9, 13]","['供應', '體用', '為主']","[5, 10, 14]"
[],[],[],[]
"['國內使用金屬氧化物', '半導體元件之矽晶圓材料']","[3, 11]",['使用'],[1]
"['國', '外的進口']","[3, 7]","['是', '需要', '仰賴', '\n']","[0, 1, 2, 4]"
['86'],[0],[],[]
"['國內中鋼公司', '國休斯電子材料公司', '中德電子材料公司']","[2, 7, 14]","['公司', '合資', '成立']","[7, 8, 9]"
['國內第一根8吋矽晶棒'],[6],['產出'],[0]
"['後負', '應國內積體電路製造業', '8吋矽晶圓材料']","[2, 8, 14]","['後負', '責供', '所需']","[2, 3, 9]"
"['接著中德電子\n材料', '量產']","[5, 7]","['接著', '開始', '量產']","[0, 6, 7]"
"['日本信越半導體', '台灣', '成立台灣信', '-4-', '越半導體公司', '8吋矽晶圓材料']","[4, 7, 10, 14, 19, 24]","['開始', '進入', '投資', '生產']","[5, 6, 8, 20]"
[],[],[],[]
"['科技與台塑集團轉', '台灣小\n松公司', '矽晶圓材']","[3, 10, 14]","['團轉', '投資']","[3, 4]"
[],[],[],[]
"['國內', '晶圓材料\n製造商']","[1, 6]",[],[]
"['中德電子材料', '科技', '小松具備', '一', '', '\n']","[2, 5, 8, 10, 13, 15]",['長晶'],[9]
['矽晶圓製造廠'],[2],[],[]
['事矽晶圓製造之後段製程'],[6],"['僅從', '事矽']","[0, 1]"
['89'],[0],[],[]
['矽晶圓材料自給率'],[4],['提高'],[7]
"['德電子\n', '越台灣小松', '科技中', '矽晶漢磊', '昇陽科技金敏', '\n及尚志', '等10']","[3, 8, 11, 14, 18, 22, 25]",[],[]
"['8', '6吋之晶片拋光片', '', '\n']","[1, 7, 9, 11]","['供應', '為主']","[0, 14]"
"['國內的矽晶圓片', '尺寸', '8', '12吋']","[3, 5, 8, 11]","['係', '12']","[6, 10]"
"['8吋矽晶圓', '\n供應者為台灣信越', '電子', '以及台灣']","[2, 8, 10, 13]",[],[]
"['吋矽晶圓片', '仰賴']","[2, 4]",['進口'],[5]
['日本信越'],[3],['為'],[0]
"['12吋矽晶圓片廠則', '中德電子與台灣小松', '建廠', '階段']","[5, 11, 13, 15]","['生產', '有', '進入', '完成']","[0, 6, 12, 14]"
['量產供應'],[3],"['開始', '進入']","[0, 1]"
['台灣積體電路產業結構'],[4],"['更趨', '完整']","[5, 6]"
['台灣積體電路產\n業之國際競爭力'],[9],[],[]
['矽晶圓面'],[3],['大'],[5]
"['個晶圓', '積體電路']","[1, 7]","['可', '產出', '多']","[3, 4, 11]"
"['生產成本', '低']","[4, 6]",['低'],[6]
['產品競爭力'],[5],"['可以', '提高']","[0, 1]"
['全球前幾名的國際大廠'],[5],[],[]
['信越半導體'],[5],[],[]
"['全球各地', '12', '白矽晶圓工廠']","[3, 6, 10]","['開始', '各地', '佈局', '籌建']","[0, 3, 4, 5]"
"['研\n院產業經濟與趨勢研究中心', '\n']","[8, 10]","['統', '計']","[9, 11]"
"['吋矽晶圓', '佔率']","[3, 5]",[],[]
"['2004', '提高', '']","[1, 3, 6]","['提高', '至', '2005']","[3, 4, 5]"
"['200912吋矽晶圓', '模將成']","[4, 7]",['主流'],[8]
"['矽晶圓市場需求', '.79億\n']","[4, 9]",['65'],[5]
"['2003', '25％']","[0, 3]","['年成', '長']","[1, 2]"
"['2005年成長率', '3％']","[2, 4]",[],[]
"['成長', '12吋矽晶圓的貢獻']","[1, 9]",['係'],[2]
['圓總出貨面積達67.99億平方英吋'],[8],[],[]
"['2009', '.81億平方英吋']","[0, 8]","['長至', '84']","[3, 4]"
"['～2009年複合成長率', '9％']","[4, 6]",['達'],[5]
"['國際半導體技術藍圖', '2005', '2005－2021年矽晶圓材料技術發展技術藍圖']","[4, 6, 15]","['2005', '年發表']","[6, 7]"
['圖2.1-1\n'],[4],"['圖', '所示']","[0, 5]"
"['2005', '後']","[1, 3]","['表示', '年以']","[0, 2]"
['生產製造方面'],[2],['方面'],[2]
"['12吋生產技術', '\n', '2010']","[4, 7, 11]","['維持', '2010']","[9, 11]"
"['12吋矽晶圓', '主流', '', '上']","[2, 5, 8, 10]","['成為', '上']","[4, 10]"
['\n'],[0],[],[]
"['）', '', '圓為', '缺陷還']","[0, 2, 4, 8]","['', '表面', '後續']","[2, 6, 10]"
"['拋光', '熱處理', '冷卻']","[1, 3, 5]",['包括'],[0]
['多種矽晶圓'],[5],"['可', '分出']","[0, 1]"
"['\n需要', '晶圓尺寸方面']","[3, 9]","['個別', '需要', '選用']","[1, 3, 4]"
