Entity,EntityIndex,Relation,RelationIndex
"['每一道步驟', '後', '一些電性', '物理特性量測']","[4, 7, 12, 17]","['加工', '完', '都', '進行']","[5, 6, 8, 10]"
"['矽晶圓上', '電晶體', '其他電子元件', '所', '產品會', '測試區作電性量測']","[3, 5, 9, 11, 16, 22]","['製造', '完成', '', '電性']","[4, 13, 14, 19]"
"['FAB廠內', '四大區', '區的作用在於', '顯微', '技術']","[2, 7, 14, 17, 20]","['分為', '利用', '照相', '縮小', '']","[5, 15, 16, 18, 19]"
"['此', '步驟', '之']","[0, 4, 7]","['除', '稱', '為']","[2, 6, 8]"
"['刀一刀', '必要', '木屑']","[3, 6, 10]","['削去', '不', '不', '必要']","[4, 5, 7, 8]"
"['酸液', '']","[2, 5]","['利用', '腐蝕']","[1, 4]"
['人'],[3],"['有', '稱為']","[2, 4]"
"['一根爐管都', '作用']","[3, 7]","['有', '不同']","[4, 5]"
"['中都', '真空']","[1, 4]","['需要', '抽成']","[2, 3]"
"['之', '空區']","[1, 4]","['稱', '為', '真']","[0, 2, 3]"
"['機器', '沈積', '離子']","[1, 6, 8]","['用', '來', '作', '植入']","[3, 4, 5, 9]"
['之'],[3],"['稱', '為']","[2, 4]"
"['空區中', '一站', '晶圓允收區']","[2, 5, 8]","['真', '有', '稱為']","[0, 3, 6]"
"['工程師', '其經驗', '電子學上知識', '一', '檢測']","[0, 3, 7, 9, 12]","['做', '全程']","[8, 10]"
"['某一電性量測值的變異', '某一道', '製程', '任何']","[6, 10, 12, 16]","['判斷', '相關', '發生', '異常']","[7, 11, 15, 17]"
"['此檢測', '測試', '檢測']","[1, 3, 6]","['區', '']","[4, 5]"
"['測試', '產品的電性功能']","[3, 9]","['做', '作', '檢測']","[1, 10, 11]"
"['電氣測試值', '製程', '問題']","[3, 6, 9]","['來', '分析', '有']","[4, 5, 8]"
"['良品', '成本']","[2, 5]","['避免', '不', '增加', '製造']","[0, 1, 3, 4]"
"['製程', '測試配件']","[0, 6]","['換上', '不同']","[2, 3]"
"['便', '測試製程', '測試機台']","[0, 4, 9]","['共用', '相同']","[5, 6]"
"['測試廠', '了', '測試機台的使用率']","[0, 2, 8]","['為', '提高']","[1, 3]"
"['晶圓針', '流程圖']","[2, 5]","['為', '測']","[0, 3]"
"['其流程', '下面幾道作業', '針', '主要', '是', '晶圓', '一顆晶粒的電氣特性']","[1, 6, 9, 12, 14, 16, 24]","['包括', '目', '每']","[2, 13, 18]"
['其'],[0],"['為', '不良品']","[3, 4]"
"['良率', '來', '晶圓', '過程']","[1, 3, 5, 8]","['高低', '判斷', '製造', '有誤']","[2, 4, 6, 10]"
"['晶圓', '過程', '切']","[0, 2, 4]","['製造', '正常']","[1, 5]"
"['晶圓', '過程中']","[2, 6]","['表示', '製造']","[0, 3]"
"['電路的產品', '其', '晶圓針', '時', '測試結果資料', '雷', '修補機中']","[3, 6, 9, 11, 17, 20, 23]","['備份', '測', '產生', '送往', '射']","[0, 10, 13, 19, 21]"
"['是', '流程', '最後一項作業']","[2, 5, 11]","['針', '中']","[3, 6]"
['需求便'],[2],"['有', '出貨']","[0, 4]"
"['電子', '技術']","[1, 3]","['製造', '不斷', '發展', '演進']","[2, 4, 5, 6]"
"['使用者', '了', '使用', '便的操作環境']","[1, 3, 6, 12]","['提供', '安全', '簡']","[2, 4, 8]"
"['塑膠封裝中打線', '例']","[3, 6]","['接合', '為']","[4, 5]"
['銀膠'],[2],"['黏', '固定']","[3, 5]"
"['是', '一個黏著的位置']","[1, 8]","['晶粒', '']","[3, 7]"
['IC晶粒電路的延伸腳'],[9],"['預設', '有', '延伸']","[1, 2, 4]"
"['個導線架上', '設計', '數個晶粒座']","[2, 6, 12]","['不同', '有']","[4, 8]"
"['矩陣式', '列排法']","[3, 6]","['有', '成', '多']","[0, 1, 4]"
"['晶粒座', '晶粒的位置上', '銀膠']","[4, 11, 13]","['預定', '黏', '點上']","[5, 6, 12]"
"['導線架', '了晶粒', '位置']","[0, 2, 6]","['提供', '黏']","[1, 3]"
['IC晶粒電路的延伸腳'],[9],"['預設', '有', '延伸']","[1, 2, 4]"
"['個導線架上一', '設計', '一個', '數個晶粒座']","[4, 6, 10, 15]","['不同', '有']","[5, 8]"
"['電子影像處理技術', '晶粒上各個接點']","[3, 10]","['來', '確定']","[4, 5]"
"['小球', '銲', '第一銲點上', '此', '第一銲']","[1, 3, 8, 10, 13]","['壓', '稱為']","[2, 11]"
"['金線壓銲', '第二銲點上', '此', '第二銲']","[2, 6, 8, 11]",['稱為'],[9]
"['便', '小球', '下一條金線之銲線動作']","[0, 3, 11]","['結成', '開始']","[2, 4]"
"['後之晶粒', '導線架', '圖']","[2, 4, 7]","['完成', '示']","[0, 9]"
"['銲線', '導線', '框架上']","[1, 4, 9]","['完成', '架置', '放', '行預熱']","[2, 5, 6, 12]"
"['印字', '人', '高尚產品的感覺']","[1, 3, 8]","['令', '有']","[2, 4]"
"['印字', '字跡', '裂', '印字的情形']","[3, 7, 9, 16]","['有', '不', '清晰', '斷', '遭致', '退貨']","[1, 4, 5, 8, 11, 12]"
"['方式', '下', '幾種', '：直接', '印字', '膠體']","[1, 3, 6, 10, 14, 16]","['有', '列', '印章', '一樣', '在']","[2, 4, 12, 13, 15]"
"['字模上', '印字', '膠體上']","[1, 4, 7]",['沾印'],[2]
"['印字機', '程序', '每項工作', '印字']","[1, 5, 10, 14]","['有', '來', '完成', '確保', '牢靠']","[2, 6, 7, 12, 15]"
['成型'],[3],"['進行', '剪切']","[1, 2]"
"['', '材料', '部份', '樹脂']","[5, 8, 10, 13]","['需要', '連接', '用', '凸出', '切除']","[4, 6, 7, 11, 14]"
"['便', '爾後', '電路板上']","[0, 3, 7]","['裝置', '使用']","[4, 8]"
"['項目', '外引腳之平整性', '共面度', '腳距', '印字', '膠體', '外觀檢驗']","[1, 6, 8, 10, 12, 16, 23]","['包括', '清晰', '有', '損傷']","[2, 14, 18, 19]"
"['大量', '表面', '技術的需求']","[0, 6, 10]","['生產', '滿足', '黏著']","[1, 5, 7]"
"['塑膠封裝品質', '技術', '之情形下']","[3, 5, 10]","['不斷', '提昇']","[6, 7]"
['入接腳數'],[4],"['提供', '高', '輸出']","[1, 2, 3]"
"['接合', '最早亦', '技術']","[4, 8, 15]","['分述', '為', '']","[0, 9, 14]"
"['技術', '晶片', '導線架上']","[0, 3, 7]",['固定於'],[4]
"['近年', '其他技術']","[1, 5]","['來', '興起']","[2, 6]"
"['技術', '挑戰']","[1, 4]","['接合', '受到']","[0, 3]"
"['其', '機具', '設備', '技術']","[4, 8, 10, 13]","['長久', '來', '配合', '相關', '成熟']","[0, 2, 6, 12, 17]"
"['短期內', '技術', '容易', '其他技術']","[1, 4, 9, 12]","['打線', '接合', '不', '大', '為', '淘汰']","[2, 3, 7, 8, 10, 14]"
"['晶片', '高分子捲帶上的金屬']","[2, 9]",['電路相連接'],[10]
"['厚度', '接腳間距']","[3, 7]","['自動', '接合', '具有', '薄', '小']","[0, 1, 2, 4, 8]"
"['入接腳數', '優點']","[5, 7]","['提供', '高', '輸出']","[1, 2, 3]"
"['重量', '體積', ' IC產品上']","[3, 6, 11]","['適用', '需要', '輕', '小']","[0, 2, 4, 7]"
"['技術', '晶粒的金屬', '銲料凸塊']","[0, 4, 8]","['乃於', '墊上', '生成']","[1, 5, 6]"
"['連接長度', '電器特性', '接點密度']","[5, 9, 15]","['接合', '具有', '短', '高', '輸出入']","[0, 1, 3, 12, 13]"
"['表面', '技術', '一方便', '', '技術']","[0, 3, 7, 9, 11]","['黏', '為', '快速']","[1, 4, 8]"
"['表面', '技術', '電子零件', '', '基板上', '零件', '基板間電路']","[1, 4, 8, 10, 13, 16, 21]","['黏', '快速', '維持', '通暢']","[2, 9, 15, 22]"
['引腳'],[1],"['為', '插入型']","[0, 2]"
"['表面', '型']","[2, 5]","['為', '黏']","[1, 3]"
"['表面', '著技術']","[0, 3]",[],[]
"['表面', '技術', '一方便', '', '技術']","[0, 3, 7, 9, 11]","['黏', '為', '快速']","[1, 4, 8]"
"['表面', '技術', '電子零件', '', '基板上', '零件', '基板間電路']","[1, 4, 8, 10, 13, 16, 21]","['黏', '快速', '維持', '通暢']","[2, 9, 15, 22]"
"['插件方式', ' IC與', '電路板結合']","[3, 6, 9]","['利用', '讓']","[1, 4]"
"['另一種', '表面', '技術的封裝方式']","[2, 5, 11]","['適用', '黏']","[3, 6]"
['系列型態'],[2],"['包括', '有']","[3, 4]"
"['它的腳數', '前兩者', '']","[2, 6, 8]","['來', '多', '些']","[7, 10, 11]"
"['其', '之', ' QFJ']","[0, 3, 5]","['稱', '為']","[2, 4]"
"['       其', '外觀是針狀的']","[0, 6]",[],[]
['方式'],[1],"['連接', '不方便']","[0, 3]"
"['五      QFP', '一', '高腳數', '四邊', '腳的包裝']","[2, 4, 7, 9, 13]","['、', '']","[8, 12]"
"['其', '包裝型式']","[2, 8]","['有', '用', '搭配']","[1, 4, 5]"
"[' Microcompoent', '產品', '', 'MPR']","[0, 4, 7, 13]","['包括', '有']","[2, 8]"
"['IC不同', '產品的評價依據最後並', '產品', '檢驗']","[3, 10, 12, 15]","['作為', '等級', '作業']","[0, 4, 16]"
"['測試的機台', '產品', '測試項目', '測試程式', '檢驗的項目繁多']","[2, 5, 9, 15, 21]","['不同', '載入', '不同']","[6, 11, 12]"
['封裝型態'],[4],"['不同', '有所', '不同']","[1, 6, 7]"
"['了引腳的各項性質', '印字', '否損傷', '項目']","[5, 7, 10, 12]",['包含'],[0]
"['表面', '技術的發展']","[1, 6]",['黏'],[2]
"['其流程', '下面幾道作業', '備', '備料的用意是', '要上線', '']","[1, 6, 9, 16, 20, 22]","['包括', '料', '上線', '預備', '待', '測品']","[2, 10, 11, 18, 23, 24]"
"['測品的外形', '內']","[3, 8]","['有', '不同']","[5, 6]"
"['測品', '分類機內', '測品']","[1, 4, 8]",['定位'],[9]
"['測試機台', '測試產品的電性功能', '類', '邏輯IC測試機、', 'IC測試機及混合式', '測試機三種']","[1, 7, 9, 15, 20, 24]","['種', '分為']","[8, 11]"
"['', '功能', '測品', '電性訊號']","[0, 2, 6, 11]","['在於', '發出', '需']","[3, 4, 8]"
"['測品', '訊號後', '電性訊號']","[2, 5, 10]","['接受', '待', '回應']","[0, 1, 7]"
"['此一', '測品', '測試程式來']","[5, 7, 13]","['寫', '控制']","[9, 14]"
"['每種', '測品其產品的電性特性', '測試機台測試能力限制']","[1, 8, 14]","['有', '不同']","[16, 18]"
[],[],"['來', '說']","[0, 1]"
"['測品', '一家測試廠中']","[0, 5]",[],[]
"['許多', '此種產品電性特性的測試機台', '其選擇', '測試機台外']","[1, 10, 14, 19]","['有', '適合', '供']","[0, 2, 12]"
"['測品', '電性測試', '一些測試配件：承載待測品進行測試的自動化機械結構']","[1, 5, 20]","['完成', '需要']","[3, 7]"
"['其內', '機械機構', '測品一顆顆', '標準容器內', '', '測試機台的測試頭上', '測試']","[0, 3, 8, 12, 14, 20, 22]","['有', '自動', '送到', '接受']","[1, 13, 15, 21]"
"['機會', '其每顆', '測品的電性測試結果', '過程', '內有', '裝置']","[1, 5, 11, 17, 22, 24]","['分類', '作', '分', '類', '類機', '升溫']","[0, 13, 14, 15, 20, 23]"
"['測品', '測試時', '測試溫度的測試環境']","[2, 5, 12]",['提供'],[0]
"['測試效果', '所']","[1, 4]","['有', '不同']","[3, 5]"
"['測試機台', '很多個測試頭']","[1, 7]",['有'],[4]
"['其', '方式', '乒乓處理']","[0, 3, 10]","['連接', '分為', '平行', '處理']","[1, 5, 6, 7]"
"['多台分類機', '測試程式同時', '測品的測試']","[2, 8, 14]","['不同', '進行', '不同', '批待']","[4, 9, 10, 11]"
['測試程式'],[4],"['需要', '不同']","[0, 1]"
"['此測試機台', '測試', '測品']","[2, 6, 9]","['有', '力', '待']","[3, 5, 8]"
"['大多', '客戶', '']","[0, 2, 4]",['提供'],[3]
"['3', '測試機台介面', '是', '個要', '接腳', '訊號']","[0, 4, 6, 9, 13, 16]",['上'],[14]
"['每次的測試環境溫度要求', '些']","[6, 9]","['有', '不同']","[8, 10]"
"['溫度的度數', '客戶', '要求']","[2, 4, 7]",['有時'],[3]
"['客戶', '測品']","[4, 7]","['不同', '不同', '待', '有所', '不同']","[2, 5, 6, 9, 10]"
"['目', '測品一個高溫', '電壓', '電流的環境']","[0, 7, 10, 15]","['在於', '提供', '高', '高']","[1, 2, 9, 12]"
"['生命週期', '', '測品', 'In的過程中提早的顯現出來']","[1, 4, 6, 15]","['短', '']","[3, 14]"
"['測品', '爐']","[4, 7]","['重回', '預燒']","[5, 6]"
"['此', '配件']","[0, 4]",['用到'],[2]
"['都', '一個電性', '動作']","[0, 5, 8]","['有', '抽測']","[2, 6]"
"['作業的目', '此', '測試機台測試', '測品', '數量']","[2, 5, 10, 12, 15]","['完成', '抽出']","[6, 13]"
"['測試機台', '測試程式', '測試機台', '測試溫度', '下']","[1, 4, 7, 10, 13]",['不變'],[12]
"['測試機台故障', '測試程式', '問題', '測試配件損壞', '測試過程', '瑕疵', '原因']","[5, 8, 10, 14, 17, 19, 22]","['有', '有', '有']","[0, 9, 18]"
"['測試機台', '大者']","[2, 5]","['回', '重測']","[1, 3]"
"['此', '測品Hold住']","[2, 6]",['批待'],[3]
"['工程師', '生管人員', '客戶', '後', '決策']","[0, 3, 5, 7, 10]","['協調', '作']","[6, 9]"
"['利用機械', '測品', '產品Mark 作檢測']","[1, 6, 13]","['對待', '產品', '上']","[4, 7, 8]"
"[' Mark的位置歪斜度及', '清晰', '等']","[5, 8, 10]","['包括', '度']","[0, 9]"
"['部份作業', '雷射', '方式']","[1, 5, 8]","['利用', '掃描', '來', '進行']","[4, 6, 9, 10]"
"['些利用人力', '檢驗']","[3, 6]","['有', '來', '作']","[1, 4, 5]"
"['人工', '抽驗']","[2, 6]","['利用', '進行', '檢腳']","[1, 3, 4]"
"['八在', '測試', '檢驗流程']","[2, 4, 7]",[],[]
['爐中'],[4],"['進', '烘烤', '進行', '烘烤']","[1, 2, 5, 6]"
"['產品', '客戶手中之前']","[0, 7]",['送'],[2]
"['標準容器內', '測品的分類', '客戶', '包裝容器內']","[6, 10, 12, 18]","['包裝成', '指定']","[11, 14]"
['包裝容器上的商標'],[7],"['作', '必要', '粘貼']","[0, 1, 8]"
"['十', '運送作業', '是', 'IC製程的最後一站']","[0, 5, 9, 16]",['出貨'],[2]
"['一方面', '成品', '成本']","[1, 7, 9]","['減少', '不', '必要', '搬運']","[3, 4, 5, 8]"
"['測試廠', '的服務']","[0, 6]","['提供', '所謂']","[2, 3]"
"['客戶', '成品', '客戶', '地方']","[2, 5, 7, 10]","['幫助', '測試完', '送至', '指定']","[1, 4, 6, 8]"
['船期的安排'],[4],"['需要', '考慮']","[0, 1]"
