Entity,Count,Ratio
高分子,1,0.11%
高分子捲帶上的金屬,1,0.11%
高功率,1,0.11%
高尚產品的感覺,1,0.11%
高腳數,1,0.11%
高度無,1,0.11%
黃色燈光,1,0.11%
黏晶,1,0.11%
點,1,0.11%
點膠的晶粒座上,1,0.11%
金屬,1,0.11%
金屬導線,1,0.11%
金屬碎屑,1,0.11%
金線,1,0.11%
金線壓銲,1,0.11%
金線的端點,1,0.11%
邏,1,0.11%
需要,1,0.11%
電流的環境,1,0.11%
邏輯性產品中,1,0.11%
電力的傳送,1,0.11%
雜亂,1,0.11%
電器特性,1,0.11%
電壓,1,0.11%
電子元件間的訊號,1,0.11%
電子學上知識,1,0.11%
電子封裝,1,0.11%
電子影像處理技術,1,0.11%
電子特性測試,1,0.11%
電子產品,1,0.11%
電子產品的需求,1,0.11%
電子產品的需要,1,0.11%
電子產品皆,1,0.11%
電子科技,1,0.11%
電性,1,0.11%
電性測試,1,0.11%
電氣測試值,1,0.11%
電腦,1,0.11%
電鍍,1,0.11%
電路,1,0.11%
電路板上,1,0.11%
電路板結合,1,0.11%
電路的產品,1,0.11%
電路製程,1,0.11%
邏輯IC測試機、,1,0.11%
來,1,0.11%
陶瓷封裝的發展,1,0.11%
裂,1,0.11%
了今日,1,0.11%
了引腳的各項性質,1,0.11%
了晶粒,1,0.11%
了電子封裝產業,1,0.11%
流程,1,0.11%
流程圖,1,0.11%
流通上,1,0.11%
類,1,0.11%
類機的降溫,1,0.11%
利將來,1,0.11%
利用機械,1,0.11%
裡面,1,0.11%
離子,1,0.11%
離子源,1,0.11%
識別之,1,0.11%
什,1,0.11%
切削,1,0.11%
切割機上進行切割,1,0.11%
切屑,1,0.11%
見的QFP變化型還包括,1,0.11%
諸多項性質的檢驗,1,0.11%
都,1,0.11%
：直接,1,0.11%
例,1,0.11%
列排法,1,0.11%
冷凝,1,0.11%
連接長度,1,0.11%
爐,1,0.11%
爐管內,1,0.11%
爐裡,1,0.11%
路徑,1,0.11%
磊晶層的平坦度,1,0.11%
雷,1,0.11%
雷射,1,0.11%
雷射刻印方式：使用,1,0.11%
率,1,0.11%
便捷性,1,0.11%
便的操作環境,1,0.11%
不良品,1,0.11%
不良品的位置,1,0.11%
沈積,1,0.11%
兩大類,1,0.11%
兩種,1,0.11%
兩部機上連續,1,0.11%
良品,1,0.11%
良品率,1,0.11%
良率,1,0.11%
濾出電性功能,1,0.11%
連接,1,0.11%
連接到導線架上的內引腳,1,0.11%
雕刻,1,0.11%
陶瓷封裝成本,1,0.11%
磨具研磨成光滑的圓弧形,1,0.11%
缺陷,1,0.11%
能力,1,0.11%
腐蝕同時,1,0.11%
腐蝕性的化學溶劑,1,0.11%
腳,1,0.11%
腳上的接點,1,0.11%
腳上的接點的位置,1,0.11%
腳的包裝,1,0.11%
腳距,1,0.11%
膠帶上,1,0.11%
膠帶皺摺,1,0.11%
膠晶粒的模樣,1,0.11%
膠體上,1,0.11%
膠體的清潔,1,0.11%
自身工廠的成品,1,0.11%
與彎腳,1,0.11%
船期的安排,1,0.11%
著技術,1,0.11%
處理步驟通常,1,0.11%
蝕刻,1,0.11%
蝕刻技術,1,0.11%
表面黏著型方面,1,0.11%
表面黏著技術,1,0.11%
裝置,1,0.11%
者,1,0.11%
線路的連接方,1,0.11%
製程中,1,0.11%
線路圖部份,1,0.11%
磷,1,0.11%
磷原子,1,0.11%
種,1,0.11%
種封裝型態包裝,1,0.11%
空區,1,0.11%
空區中,1,0.11%
章半導體製造,1,0.11%
第一銲,1,0.11%
第一銲點,1,0.11%
第一銲點上,1,0.11%
第二十三章半導體製造概論近幾年來,1,0.11%
第二銲,1,0.11%
第二銲點上,1,0.11%
等而,1,0.11%
管理,1,0.11%
系列型態,1,0.11%
細金屬線,1,0.11%
結晶方式,1,0.11%
結晶棒,1,0.11%
結果,1,0.11%
經濟命脈之,1,0.11%
線鋸,1,0.11%
線路,1,0.11%
製作,1,0.11%
製造者,1,0.11%
陶瓷封裝,1,0.11%
通信,1,0.11%
週邊的導線架製造,1,0.11%
運動,1,0.11%
運送作業,1,0.11%
道機台測試後,1,0.11%
選用及,1,0.11%
那一道,1,0.11%
部份ASIC、,1,0.11%
部份作業,1,0.11%
部份的字元線,1,0.11%
配件,1,0.11%
配置,1,0.11%
酸液,1,0.11%
重量,1,0.11%
針,1,0.11%
銅箔,1,0.11%
銲,1,0.11%
銲線,1,0.11%
銲線的動作,1,0.11%
銲料凸塊,1,0.11%
鋼嘴間的金線,1,0.11%
鏡面樣,1,0.11%
長度達,1,0.11%
附加價值的產業,1,0.11%
速度,1,0.11%
這種封裝的材料,1,0.11%
要上線,1,0.11%
這個體系中,1,0.11%
要求,1,0.11%
規格內,1,0.11%
訊號,1,0.11%
訊號後,1,0.11%
記憶體IC,1,0.11%
記憶體方面,1,0.11%
設計圖案,1,0.11%
許多,1,0.11%
許多客戶,1,0.11%
許多支,1,0.11%
話,1,0.11%
該顆 IC,1,0.11%
貨運的安排事宜,1,0.11%
資金,1,0.11%
資料,1,0.11%
超音動處理,1,0.11%
輸送,1,0.11%
轉印式,1,0.11%
近年,1,0.11%
這些,1,0.11%
這些外引腳,1,0.11%
這些資料,1,0.11%
這些電路,1,0.11%
線路間,1,0.11%
晶圓中的不良品,1,0.11%
某些步驟,1,0.11%
之晶粒,1,0.11%
乒乓處理,1,0.11%
九,1,0.11%
九成上,1,0.11%
也會影響測試機台的可適用性,1,0.11%
二上,1,0.11%
二待測品,1,0.11%
二從坩,1,0.11%
五      QFP,1,0.11%
些客戶,1,0.11%
些利用人力,1,0.11%
人工,1,0.11%
人工檢腳,1,0.11%
介面,1,0.11%
仍,1,0.11%
他們的成品倉庫,1,0.11%
以下,1,0.11%
以下數種,1,0.11%
任何,1,0.11%
位置,1,0.11%
低溫,1,0.11%
作業的目,1,0.11%
作用,1,0.11%
使用材料可,1,0.11%
之處,1,0.11%
之情形下,1,0.11%
功能測試,1,0.11%
之後,1,0.11%
上半導體,1,0.11%
上測試機台,1,0.11%
上測試機台一次,1,0.11%
上測試機台時,1,0.11%
上測試機台測試,1,0.11%
上游廠商,1,0.11%
上游產業,1,0.11%
上的金屬層,1,0.11%
上線,1,0.11%
上述製程的需要,1,0.11%
下一位置,1,0.11%
下一條金線之銲線動作,1,0.11%
下表中我們,1,0.11%
下退火,1,0.11%
中,1,0.11%
中進行,1,0.11%
中進行嚴格,1,0.11%
中首先開發而成,1,0.11%
中都,1,0.11%
乃是於IC封裝後測試封裝完成的產品的電性功能,1,0.11%
之前上測試機台的測試結果,1,0.11%
之外,1,0.11%
之外殼,1,0.11%
使用者,1,0.11%
依照設計與,1,0.11%
保護,1,0.11%
信號線,1,0.11%
其上,1,0.11%
其他週邊產業的繁榮,1,0.11%
其他電子元件,1,0.11%
其功能,1,0.11%
其功能I/O 數的需求及,1,0.11%
其外面的引腳,1,0.11%
其容器規格,1,0.11%
其步驟,1,0.11%
其每顆,1,0.11%
其測試結果,1,0.11%
其經驗,1,0.11%
其選擇,1,0.11%
其電性功能,1,0.11%
冶金,1,0.11%
冶金級矽,1,0.11%
冶金級矽中,1,0.11%
冶煉,1,0.11%
刀一刀,1,0.11%
分佈位置,1,0.11%
分類,1,0.11%
刻印,1,0.11%
前兩者,1,0.11%
剪切完成時的每,1,0.11%
共面度,1,0.11%
公尺,1,0.11%
八在,1,0.11%
傳輸設備,1,0.11%
修補機中,1,0.11%
修補機的控制電腦,1,0.11%
個,1,0.11%
個導線架上,1,0.11%
個導線架上一,1,0.11%
個要,1,0.11%
個數,1,0.11%
側面,1,0.11%
備,1,0.11%
備料的用意是,1,0.11%
優點,1,0.11%
全球電子市場消費水準的提昇,1,0.11%
先,1,0.11%
光罩,1,0.11%
光罩上的圖案,1,0.11%
光阻,1,0.11%
光阻上面,1,0.11%
光阻劑,1,0.11%
光阻層,1,0.11%
入庫檢驗,1,0.11%
內有,1,0.11%
內部,1,0.11%
上下模,1,0.11%
上下,1,0.11%
上,1,0.11%
IC封裝方式,1,0.11%
1000到2000的氮化矽在剛剛長成,1,0.11%
1960,1,0.11%
2,1,0.11%
20～96隻腳不等,1,0.11%
3,1,0.11%
30µØ之金線與,1,0.11%
33.3%24%   LCC6%21.8%3.5%7.1%20%,1,0.11%
37%36%0%55.8%13%  SO52%61.3%96.5,1,0.11%
44隻腳以上的電子元件則,1,0.11%
64隻腳以下,1,0.11%
64隻腳以下的電子元件是,1,0.11%
96個小時內,1,0.11%
99.999999999%,1,0.11%
BGA等,1,0.11%
CPU、,1,0.11%
DIP和,1,0.11%
FAB廠內,1,0.11%
FT1、FT,1,0.11%
FT1之後,1,0.11%
Hi-Fix接腳器,1,0.11%
IC,1,0.11%
IC以及中低階,1,0.11%
IC在進入,1,0.11%
0.16%0%0%0%3%  QFP5%0%,1,0.11%
%3.6%40%   BGA0.14%0%%0.3%0.37%總計,1,0.11%
%100%100%100%100% 八、半導體測試製程測試,1,0.11%
 LCD BGA TAB F/C   Others   （BGA、TAB）    DIP=Dual in-lne package BGA=Ball grid array   SO=Small outline TAB=Tape-automated bonging   QFP=Quad flat package LCC=Leaded chip carrier       ,1,0.11%
 Burn In,1,0.11%
 Burn In後,1,0.11%
 Burn-In Board,1,0.11%
 CDIP之分,1,0.11%
 IC封裝型態,1,0.11%
 IC尺寸,1,0.11%
 IC產品,1,0.11%
 IC產品上,1,0.11%
 IC產品具有,1,0.11%
 IC與,1,0.11%
 Mark的位置歪斜度及,1,0.11%
 型態 應 用,1,0.11%
 Microcompoent,1,0.11%
 PDIP,1,0.11%
 QFJ,1,0.11%
 QFP,1,0.11%
 QFP發展,1,0.11%
 QFP的進步,1,0.11%
 SO及,1,0.11%
 Wafer上覆蓋,1,0.11%
 polyimide,1,0.11%
 住本,1,0.11%
IC封裝,1,0.11%
IC封裝過程中,1,0.11%
三種選擇,1,0.11%
IC晶片因過熱,1,0.11%
一塊,1,0.11%
一塊單晶矽,1,0.11%
一家測試廠中,1,0.11%
一方面,1,0.11%
一根根的爐管,1,0.11%
一根爐管都,1,0.11%
一條金線的銲線動作,1,0.11%
一百公斤,1,0.11%
一站,1,0.11%
一部以上的分類機,1,0.11%
一部機器上,1,0.11%
一部測試機台,1,0.11%
一顆晶粒的電氣特性,1,0.11%
一顆顆,1,0.11%
一點,1,0.11%
一說明,1,0.11%
一列,1,0.11%
七,1,0.11%
三十多年歷史,1,0.11%
三在測試記憶體性產品時,1,0.11%
三它的引腳不像前面的 DIP或SO,1,0.11%
三將片狀晶圓的圓周邊緣,1,0.11%
三次的測試,1,0.11%
一垂直分工,1,0.11%
一功能,1,0.11%
一個黏著的位置,1,0.11%
J 型引腳,1,0.11%
IC晶片的要求下,1,0.11%
IC晶粒的電路訊號傳輸到,1,0.11%
IC測試機及混合式,1,0.11%
IC的四邊周圍,1,0.11%
IC的兩,1,0.11%
IC的兩邊,1,0.11%
IC製程的最後一站,1,0.11%
IC設計,1,0.11%
IC不同,1,0.11%
In的過程中提早的顯現出來,1,0.11%
MPR,1,0.11%
一個電性,1,0.11%
QFP,1,0.11%
SIP,1,0.11%
WAT測試,1,0.11%
、,1,0.11%
、測試,1,0.11%
一些測試配件：承載待測品進行測試的自動化機械結構,1,0.11%
一些電性,1,0.11%
一個,1,0.11%
一個標準容器,1,0.11%
一個目,1,0.11%
功能上的完整性,1,0.11%
加工結果,1,0.11%
某一電性量測值的變異,1,0.11%
微影的製程,1,0.11%
感光劑易,1,0.11%
應用,1,0.11%
成型後的成品,1,0.11%
成型後的每一顆 IC便送入,1,0.11%
成型的目,1,0.11%
成本低廉,1,0.11%
成長,1,0.11%
所有點,1,0.11%
打線,1,0.11%
批待,1,0.11%
技術IC晶片,1,0.11%
技術的封裝方式,1,0.11%
技術的發展,1,0.11%
技術的簡易性,1,0.11%
技術的進步,1,0.11%
技術的需求,1,0.11%
抗氧化性,1,0.11%
抽驗,1,0.11%
挑戰,1,0.11%
振動使晶片,1,0.11%
排列的結晶,1,0.11%
接腳,1,0.11%
接腳間距,1,0.11%
必要,1,0.11%
後的晶圓,1,0.11%
加溫,1,0.11%
後的導線架,1,0.11%
對於,1,0.11%
導線架上的引腳相,1,0.11%
層、,1,0.11%
層薄薄的薄膜,1,0.11%
層．,1,0.11%
工作站,1,0.11%
工業級鑽石磨具,1,0.11%
工程師檢查,1,0.11%
工面,1,0.11%
市場,1,0.11%
常,1,0.11%
常溫,1,0.11%
平坦,1,0.11%
平坦度,1,0.11%
幾十顆,1,0.11%
幾種,1,0.11%
序的排列,1,0.11%
引腳,1,0.11%
彎腳品的修復作業,1,0.11%
形狀,1,0.11%
很多個測試頭,1,0.11%
很多種類,1,0.11%
後之晶粒,1,0.11%
接點,1,0.11%
接點密度,1,0.11%
接點的一個轉換介面,1,0.11%
提供能夠,1,0.11%
晶片提供,1,0.11%
晶片測試的訂單,1,0.11%
晶片的測試,1,0.11%
晶片的阻質,1,0.11%
晶片表面,1,0.11%
晶片表面的所有污染物質,1,0.11%
晶矽,1,0.11%
晶種上,1,0.11%
晶種上的矽,1,0.11%
晶種的旋轉,1,0.11%
晶粒上各個接點,1,0.11%
晶粒上的接點,1,0.11%
晶粒座,1,0.11%
晶粒的位置上,1,0.11%
晶粒的金屬,1,0.11%
晶粒銲料凸塊,1,0.11%
最後一項作業,1,0.11%
最早亦,1,0.11%
木屑,1,0.11%
未來,1,0.11%
未來製程中,1,0.11%
本區的機台大都,1,0.11%
某一道,1,0.11%
晶片以,1,0.11%
晶片上的電路,1,0.11%
晶柱,1,0.11%
於,1,0.11%
提昇,1,0.11%
提煉,1,0.11%
插件方式,1,0.11%
搭配下,1,0.11%
放臂一顆一顆地,1,0.11%
整個世界半導體產業,1,0.11%
整個晶圓,1,0.11%
整條導線架上,1,0.11%
整片晶圓,1,0.11%
方法,1,0.11%
早期,1,0.11%
晶圓切割,1,0.11%
時預,1,0.11%
晶圓上,1,0.11%
晶圓上上一層光阻,1,0.11%
晶圓上的晶粒,1,0.11%
     七、電子,1,0.11%
晶圓允收區,1,0.11%
晶圓產能,1,0.11%
晶圓背面,1,0.11%
晶圓處理製程,1,0.11%
晶圓針測,1,0.11%
將待測品依其客戶,1,0.11%
封裝製程的各個步驟,1,0.11%
封裝製程,1,0.11%
地,1,0.11%
台灣,1,0.11%
右,1,0.11%
右圖,1,0.11%
各個電晶體,1,0.11%
各種,1,0.11%
各種電子元件,1,0.11%
各種高度,1,0.11%
各項規格,1,0.11%
否損傷,1,0.11%
吹乾,1,0.11%
吹乾後,1,0.11%
品,1,0.11%
品牌的測試機台,1,0.11%
品質,1,0.11%
商品的規格,1,0.11%
單晶矽,1,0.11%
單晶結構,1,0.11%
嚴格,1,0.11%
四、晶圓針,1,0.11%
四大區,1,0.11%
四邊,1,0.11%
國內者,1,0.11%
國家經濟動脈的一個主力,1,0.11%
及待,1,0.11%
原因,1,0.11%
厚度,1,0.11%
區機器操作時,1,0.11%
動作,1,0.11%
動作的連器續性,1,0.11%
包箱內,1,0.11%
包裝容器上的商標,1,0.11%
包裝容器內,1,0.11%
化 型 態,1,0.11%
化學加工方式同時,1,0.11%
化學溶劑,1,0.11%
化學溶液,1,0.11%
區域內工作,1,0.11%
區的作用在於,1,0.11%
即使是同一類,1,0.11%
區的製造過程都在,1,0.11%
十,1,0.11%
半導體後段製程,1,0.11%
半導體產品測試的流程圖,1,0.11%
半導體產品的I/O,1,0.11%
半導體產業體系架構,1,0.11%
半溶化後的樹脂,1,0.11%
印字機,1,0.11%
印字的情形,1,0.11%
印字的過程中,1,0.11%
圖 ：,1,0.11%
地拋光,1,0.11%
封裝的目的主要有,1,0.11%
地方,1,0.11%
大者,1,0.11%
大量,1,0.11%
字模上,1,0.11%
字跡,1,0.11%
它的腳數,1,0.11%
定位後,1,0.11%
客戶手中之前,1,0.11%
容器,1,0.11%
容器包裝,1,0.11%
容易,1,0.11%
封膠的目的有以下數點：防止濕氣等由外部侵入,1,0.11%
封膠的過程比較單純,1,0.11%
封裝即,1,0.11%
封裝成品,1,0.11%
封裝技術,1,0.11%
封裝方式,1,0.11%
封裝材料的導熱功能,1,0.11%
封裝模上的樹脂,1,0.11%
封裝的 IC,1,0.11%
封裝的另一功能,1,0.11%
封裝的必要性,1,0.11%
封裝的技術,1,0.11%
封裝的材料,1,0.11%
大多,1,0.11%
多媒體,1,0.11%
多台的分類機,1,0.11%
塑膠封裝品質,1,0.11%
地點,1,0.11%
坩堝,1,0.11%
型,1,0.11%
型態,1,0.11%
型態封裝名稱常見應用產品  Single In-Line    Power Transistor Package（SIP它的引腳,1,0.11%
基版上,1,0.11%
基版上的接點,1,0.11%
基版間,1,0.11%
塑膠,1,0.11%
塑膠封裝中打線,1,0.11%
塑膠兩種,1,0.11%
外面,1,0.11%
墨水,1,0.11%
壓模機上的封裝模上,1,0.11%
外引腳之平整性,1,0.11%
外引腳互相串聯,1,0.11%
外引腳的導電性,1,0.11%
外形接腳數的不同,1,0.11%
外表,1,0.11%
外觀是針狀的,1,0.11%
外觀檢驗,1,0.11%
外部,1,0.11%
；,1,0.11%
