Relation,Count,Ratio
顧客,1,0.16%
預防,1,0.16%
預燒,1,0.16%
預定,1,0.16%
" 
   
",1,0.16%
須,1,0.16%
3,1,0.16%
面壓,1,0.16%
靠,1,0.16%
3.5,1,0.16%
需用,1,0.16%
33.3%,1,0.16%
電路板,1,0.16%
電路圖,1,0.16%
電鍍,1,0.16%
8%,1,0.16%
拉斷,1,0.16%
來腐蝕,1,0.16%
雜亂,1,0.16%
易碎,1,0.16%
都為,1,0.16%
"
 
 
",1,0.16%
都必,1,0.16%
降溫,1,0.16%
行過,1,0.16%
度達,1,0.16%
切除,1,0.16%
切割,1,0.16%
粒置,1,0.16%
離子源,1,0.16%
裡面,1,0.16%
流程,1,0.16%
冷凝,1,0.16%
連續,1,0.16%
" 
 

",1,0.16%
年代,1,0.16%
力測,1,0.16%
濾出,1,0.16%
不要,1,0.16%
不用,1,0.16%
" 
 
  
",1,0.16%
不佳,1,0.16%
便於,1,0.16%
便捷性,1,0.16%
電,1,0.16%
雕刻,1,0.16%
貼,1,0.16%
送往,1,0.16%
達,1,0.16%
運動,1,0.16%
運作,1,0.16%
下表,1,0.16%
進烘,1,0.16%
進入,1,0.16%
並伸,1,0.16%
造為,1,0.16%
通知,1,0.16%
送來,1,0.16%
並確,1,0.16%
並置,1,0.16%
上下料,1,0.16%
退火,1,0.16%
轉往,1,0.16%
轉,1,0.16%
輕,1,0.16%
載入,1,0.16%
較短,1,0.16%
足,1,0.16%
超過,1,0.16%
用意,1,0.16%
中鋪,1,0.16%
貼上,1,0.16%
上升,1,0.16%
適合,1,0.16%
隻腳,1,0.16%
針,1,0.16%
陶瓷,1,0.16%
除頭,1,0.16%
除掉,1,0.16%
除去,1,0.16%
附在,1,0.16%
長成,1,0.16%
96,1,0.16%
鏡面,1,0.16%
銲點,1,0.16%
銅箔,1,0.16%
針測,1,0.16%
flat,1,0.16%
三,1,0.16%
重測,1,0.16%
重排,1,0.16%
重,1,0.16%
配合,1,0.16%
部份,1,0.16%
那,1,0.16%
還原,1,0.16%
polyimide,1,0.16%
選擇,1,0.16%
遭致,1,0.16%
一致,1,0.16%
側面,1,0.16%
產業,1,0.16%
用性,1,0.16%
接點為,1,0.16%
成光滑,1,0.16%
半,1,0.16%
半溶化,1,0.16%
愈慢,1,0.16%
愈久,1,0.16%
情形,1,0.16%
息息相關,1,0.16%
協調,1,0.16%
印式,1,0.16%
必需,1,0.16%
必要,1,0.16%
後續,1,0.16%
即,1,0.16%
待測品,1,0.16%
即可,1,0.16%
影響,1,0.16%
形成,1,0.16%
建立,1,0.16%
原因,1,0.16%
廠,1,0.16%
座,1,0.16%
取出,1,0.16%
平整,1,0.16%
平坦,1,0.16%
幫助,1,0.16%
成品,1,0.16%
成單,1,0.16%
成型,1,0.16%
拆封,1,0.16%
接腳,1,0.16%
前,1,0.16%
前兩者,1,0.16%
接信,1,0.16%
接上,1,0.16%
剪切,1,0.16%
排成,1,0.16%
指示,1,0.16%
加熱,1,0.16%
包含,1,0.16%
包箱,1,0.16%
抽離,1,0.16%
升溫,1,0.16%
抽成,1,0.16%
抽出,1,0.16%
投入,1,0.16%
包覆,1,0.16%
打線,1,0.16%
手持,1,0.16%
區分,1,0.16%
區域,1,0.16%
所,1,0.16%
成矩,1,0.16%
成片,1,0.16%
常見,1,0.16%
帶動,1,0.16%
師檢,1,0.16%
含有,1,0.16%
夠滿,1,0.16%
夠,1,0.16%
多,1,0.16%
外面,1,0.16%
外部,1,0.16%
右圖,1,0.16%
右為,1,0.16%
合裝,1,0.16%
壓成,1,0.16%
含,1,0.16%
墊上,1,0.16%
基版,1,0.16%
大於,1,0.16%
含氧,1,0.16%
地置,1,0.16%
地,1,0.16%
圖案,1,0.16%
品,1,0.16%
問題,1,0.16%
回預,1,0.16%
回測,1,0.16%
回收,1,0.16%
回應,1,0.16%
四,1,0.16%
台灣,1,0.16%
大類,1,0.16%
師根,1,0.16%
受過,1,0.16%
工細,1,0.16%
工程,1,0.16%
工作,1,0.16%
就要,1,0.16%
小球,1,0.16%
小心翼翼,1,0.16%
受到,1,0.16%
對準,1,0.16%
對應,1,0.16%
封裝型,1,0.16%
受損,1,0.16%
寫,1,0.16%
可適,1,0.16%
密集,1,0.16%
密且,1,0.16%
容器,1,0.16%
叫,1,0.16%
完後,1,0.16%
可能,1,0.16%
它,1,0.16%
存放,1,0.16%
如圖,1,0.16%
如下,1,0.16%
如,1,0.16%
接著,1,0.16%
控制,1,0.16%
備料,1,0.16%
推陳,1,0.16%
溫融化,1,0.16%
準容器,1,0.16%
準備,1,0.16%
內傳,1,0.16%
測時,1,0.16%
共用,1,0.16%
測,1,0.16%
清除,1,0.16%
清晰且,1,0.16%
清晰,1,0.16%
其中,1,0.16%
沾印,1,0.16%
典型,1,0.16%
沒,1,0.16%
決策,1,0.16%
污染,1,0.16%
氧化,1,0.16%
比擬,1,0.16%
每,1,0.16%
殘留,1,0.16%
步驟,1,0.16%
此,1,0.16%
檢測,1,0.16%
機台,1,0.16%
機內,1,0.16%
溶劑,1,0.16%
溶液,1,0.16%
演進,1,0.16%
無塵,1,0.16%
傳輸,1,0.16%
嚴格,1,0.16%
傳送,1,0.16%
生產,1,0.16%
傳遞,1,0.16%
優雅,1,0.16%
特性,1,0.16%
燒爐,1,0.16%
燒結,1,0.16%
照相顯,1,0.16%
照明,1,0.16%
無,1,0.16%
潔淨,1,0.16%
充填,1,0.16%
烘乾,1,0.16%
為例,1,0.16%
為兩,1,0.16%
為不,1,0.16%
為龐,1,0.16%
為採,1,0.16%
入具,1,0.16%
入庫,1,0.16%
濕氣,1,0.16%
潛力,1,0.16%
冶煉,1,0.16%
出外,1,0.16%
模上,1,0.16%
擴散,1,0.16%
於,1,0.16%
方法,1,0.16%
分類,1,0.16%
斷裂,1,0.16%
整,1,0.16%
故障,1,0.16%
放置,1,0.16%
放於,1,0.16%
判斷,1,0.16%
支撐,1,0.16%
支持,1,0.16%
擠入,1,0.16%
於發,1,0.16%
操作,1,0.16%
撐住,1,0.16%
搬運,1,0.16%
換上,1,0.16%
插入型,1,0.16%
別於,1,0.16%
提高,1,0.16%
刻印,1,0.16%
提早,1,0.16%
提出,1,0.16%
削去,1,0.16%
於測,1,0.16%
分餾,1,0.16%
構成,1,0.16%
出於,1,0.16%
出廠,1,0.16%
條件,1,0.16%
出待,1,0.16%
查,1,0.16%
架構,1,0.16%
木屑,1,0.16%
有用,1,0.16%
有效,1,0.16%
出新,1,0.16%
有人,1,0.16%
有些,1,0.16%
會用,1,0.16%
分開,1,0.16%
出現,1,0.16%
最多,1,0.16%
出貨,1,0.16%
曝光,1,0.16%
晶粒,1,0.16%
分成,1,0.16%
分析,1,0.16%
分述,1,0.16%
時滴,1,0.16%
時會,1,0.16%
是否,1,0.16%
）,1,0.16%
