Entity,EntityIndex,Relation,RelationIndex
"['當務之急', '關鍵技術與投資基板的開發']","[0, 10]",['掌握'],[3]
"['日月光', '例']","[1, 3]",['為'],[2]
['基板製造、封裝、前後段測試、模組與系統整合'],[13],[],[]
['解決方案'],[4],"['提供', '一元化']","[0, 1]"
['後段製程技術的掌握度'],[6],['高'],[7]
['封裝原料的來源'],[7],['掌握'],[3]
['封裝的高額成本'],[6],['降低'],[2]
"['圖一完整', '封裝服務流程》', '圖一', '一元化覆晶封裝', '》台灣半導體供應鍊與機會點《', '二完整', '元化半導體製造', '流程》《', '二完整', '元', '半導體製造', '流程', '對於產品', '整合性', '成本與完整系統', '']","[3, 9, 12, 16, 25, 28, 33, 37, 40, 42, 45, 47, 51, 54, 59, 61]","['一元化', '覆晶', '服務', '流程', '圖', '一', '化', '高度', '低']","[4, 5, 17, 18, 38, 41, 43, 52, 55]"
"['半導體產業', '技術與製程上的革新']","[2, 11]","['使得', '創造']","[0, 5]"
"['市場目標', '資訊科技的發展潮流']","[4, 11]","['順利', '完成', '帶動']","[1, 2, 6]"
"['半導體產業的發展', '多年', '後']","[4, 9, 12]","['歷經', '努力', '耕耘']","[6, 10, 11]"
['上中下游產業鏈'],[8],"['發展出', '完整']","[1, 2]"
"['全球前兩', '晶圓代工廠與封裝測試廠商']","[4, 12]","['擁有', '大']","[1, 5]"
['目前市場'],[2],['預估'],[3]
['2005年'],[1],[],[]
"['全球', '50%的12吋晶圓廠']","[0, 8]","['有', '位於']","[2, 10]"
"['12吋晶圓廠', '中', '地位']","[5, 7, 12]","['足見', '發展', '扮演', '舉足', '輕重']","[0, 6, 8, 9, 10]"
"['目前', '半導體前段製程', '12吋晶圓廠之際']","[1, 5, 12]","['加速', '建立']","[7, 8]"
"['成本、設備', '時程', '方面的挑戰']","[4, 7, 11]","['面臨', '上市']","[1, 6]"
[],[],[],[]
"['後段的封裝測試產業', '這股趨勢', '解決方案']","[4, 10, 13]","['積極', '因應', '提出']","[6, 7, 11]"
"['目前', '日月光、矽品及Amkor', '封裝測試大廠']","[0, 6, 10]",['包括'],[1]
['12吋晶圓封裝測試服務'],[8],"['積極', '推動']","[1, 2]"
"['日月光', '例']","[1, 3]",['為'],[2]
"['12吋晶圓', '封測服務']","[5, 8]","['提供', '完整']","[2, 6]"
"['2002年第一季之產能', '十萬片']","[4, 8]",['達'],[6]
[],[],[],[]
"['覆晶', '技術解決方案']","[5, 9]","['提供', '完整', '化', '封裝']","[1, 2, 4, 6]"
"['12吋晶圓處理、檢驗及針', '方面技術']","[9, 12]","['掌握', '測']","[1, 10]"
"['半導體產業', '12吋晶圓', '腳步']","[4, 8, 10]","['協助', '加速', '發展']","[1, 5, 9]"
[],[],[],[]
"['效能與價格', '電子製造業的兩項發展動力']","[2, 11]",[],[]
"['半導體製造服務商', '製程之際']","[3, 7]","['持續', '改良']","[4, 5]"
"['這兩項議題', '關鍵']","[3, 9]",['重要'],[7]
['12吋晶圓的發展'],[4],[],[]
"['未來高科技產品', '品質與價格上', '關鍵發展']","[4, 9, 14]",['致勝'],[11]
"['過程中', '高額建廠成本與研發技術鴻溝的困境與挑戰']","[5, 18]","['發展', '面臨']","[2, 7]"
"['半導體產業', '目前', '全球80%晶圓', '市佔率']","[2, 5, 11, 13]","['把握', '擁有', '接近', '製造']","[4, 6, 7, 12]"
"['40', '50%全球委外測試市佔率', '競爭優勢']","[1, 9, 12]",[],[]
['現階段的製程瓶頸與挑戰'],[7],['突破'],[0]
['全球12吋晶圓之發展重鎮'],[9],"['打造', '為']","[0, 2]"
"['電路製作流程 Reported：台北工程部 Date:', '流程概述  • IC設計', '光罩製作  • 晶圓', ' • 晶圓', '• 導線架製造', '封裝 • IC測試', '概述IC前段製程IC', '‧', '設計‧', '設計‧實體設計光罩製作晶圓加工晶圓製造‧金屬濺鍍', '光阻', '‧電子', '寫', '化學顯影', '蝕刻', '‧光阻', '‧氧化‧微影‧蝕刻‧', '‧濺鍍‧', '測‧', '‧切片', '邊緣', '‧研磨與蝕刻', '退火‧拋光', '封裝', '測試出貨', '電氣', '檢測‧高溫', '通電檢測', '外觀檢測', '可', '度', '‧晶圓切割', '篩選', '黏晶', '焊線', '封膠', '剪切', '‧印字', '後段製程', '蝕刻‧沖壓', '設計功能', '規格', 'System Specificatio邏輯', '功能及架構', ' Functional', '  定義', '模式以HDL描述邏輯設計 RTL及邏輯', ' RTL & Logic Synthesis以', '線路呈現電 路 分 ', '系統設計系統', '邏輯', '實體設計在', '上', ' CAD設計工具', '電路設計Circuit Design實體', ' Layout', ' Physical Synthesis', ' EDA:Electronic Design Automatic', '設計自動化※', ': Computer Aided Design', '輔助', ' 驗 證光罩', '為什麼需要光罩']","[9, 15, 20, 23, 27, 31, 38, 40, 43, 57, 59, 62, 64, 67, 69, 72, 80, 84, 87, 90, 92, 97, 101, 103, 106, 108, 112, 115, 118, 120, 122, 126, 128, 130, 132, 134, 136, 139, 142, 148, 151, 153, 156, 160, 162, 164, 174, 177, 183, 187, 190, 195, 197, 203, 208, 210, 212, 216, 220, 224, 226, 229, 233]","['設計', '‧', '束刻', '‧', '去除', '注入', '晶片', '‧', '', 'IC', '‧', '‧', '靠', '‧', '‧', 'IC', '模擬', '設計', '行為', '設計', '設計', '/', '設計', '設計']","[39, 58, 63, 68, 73, 81, 85, 91, 96, 102, 107, 116, 121, 131, 135, 140, 152, 161, 165, 175, 188, 200, 211, 227]"
"['光罩', 'IC線路設計圖的幾何縮小版']","[0, 7]",[],[]
"['電子束', '上刻劃']","[2, 6]","['使用', '在']","[0, 3]"
"['光罩', '媒介']","[2, 4]",['當成'],[3]
"['圖形轉移', '上的圖形製作', '晶圓上']","[2, 8, 12]","['進行', '把', '在']","[0, 3, 9]"
['照片時'],[4],['沖洗'],[2]
"['底 片', '影像', '相片上']","[1, 3, 7]","['利用', '複製']","[0, 4]"
"['電子束', '設備製作光罩 Layout設計→', '製作洗印設計圖Design', ' Glass Base', 'Photo Mask < http://zh.wikipedia.org', '>晶圓製造晶圓是指矽半導體積體電路製作所用的矽晶片']","[1, 8, 15, 17, 19, 36]","['曝光', '光罩', '玻璃板', '光罩', '/']","[2, 9, 16, 18, 20]"
"['其形狀', '圓形']","[2, 4]",['為'],[3]
['晶圓'],[2],['稱為'],[1]
"['晶圓', '積體電路', '載體']","[0, 4, 8]","['生產', '用']","[2, 6]"
['意義晶圓多'],[3],"['指', '單晶矽圓片']","[4, 5]"
"['晶圓按', '直徑分為', '英吋', '英吋', '英吋', '英吋等']","[1, 4, 7, 10, 13, 16]",['4'],[5]
"['12英吋甚至研發', '14', '15', '16', '20', '以上等）']","[5, 10, 13, 16, 19, 23]","['發展出', '大', '（']","[1, 7, 9]"
['晶圓'],[0],['大'],[2]
"['同一圓片上', 'IC']","[3, 7]","['生產', '多']","[5, 10]"
['成本'],[2],['降低'],[1]
"[' 料技術', '生產技術的要求']","[4, 9]","['材', '高']","[2, 11]"
"['如', '切', '火腿 片一样切片例如均勻度等等的問題']","[0, 2, 15]","['很', '']","[3, 5]"
['晶圓的直徑越'],[7],['認'],[1]
['這晶圓的過程當中'],[6],['代表'],[0]
"['良品率', ' 要的條件']","[0, 6]",['重'],[3]
"['＊閃閃', '  CUT座', '有更好']","[1, 5, 10]","['發光', '＊', '技術']","[2, 3, 11]"
"['單晶矽晶片研磨＊＊晶圓加工 Oxidation  Lithography  Etching  Implantation  Sputtering氧化微影蝕刻注入濺鍍曝光顯影離子注入', '沖洗', '光阻顯像', '擴散離子', '薄膜形成', '氧化', '塗抹光阻和', '相片相同去除不的薄膜部分', '擴散離子注', '電路板', '走線部分', '金屬Probe Test積體電路晶片檢查', ' 片針測包裝分類', '油墨', '積體電路板容器', '用', '針對', '塊晶片進行電性檢查在', '', '上', '記號自動包裝積體']","[18, 20, 24, 27, 30, 32, 36, 44, 48, 51, 54, 61, 67, 70, 74, 77, 80, 88, 91, 93, 98]","['生產', '塗抹', '注入', '氧化', '鋁', ',', '洗印', '', '將', '積體', '在', '貼上', '晶', '積體', '机 ', '圖', '探', '合格', '晶片']","[1, 21, 25, 28, 31, 33, 37, 42, 45, 50, 52, 55, 62, 68, 71, 76, 78, 90, 92]"
"['積體電路板容器導線架製造 IC', '又稱為引線架']","[8, 12]","['裝', ' 入', '導線架', '花架']","[1, 2, 9, 14]"
['IC的骨幹'],[3],['為'],[0]
['IC與PCB之間的介面角色'],[7],['扮演'],[0]
['半導體中的關鍵金屬元件'],[6],[],[]
"['導線架材料主要', '合金(', '含量佔', '%']","[2, 6, 10, 12]","['鐵鎳', '42']","[4, 11]"
"['42合金', '銅系', ' 金']","[3, 6, 8]","['稱為', '合']","[1, 7]"
"['前者', '使用比率', '20%']","[0, 4, 8]","['佔', '為']","[2, 6]"
"['後者', '80%']","[0, 3]",[],[]
"['導線 架生產方式', '蝕刻', '', '兩種']","[3, 6, 8, 11]","['分', '加工', '沖壓', '加工']","[5, 7, 9, 10]"
"['導線架PQFP包裝截面圖', 'CSP導線架示意圖導線架  IC封裝晶圓', '黏晶焊線 將晶片貼在', '上將晶片與導線架的 內引腳連接起來篩選', ' 分', '個一個', '  OK', '合格品與不 ', '剪切成型', ' ｳｴﾊ用樹脂', '晶片切割IC引腳並彎曲成型', '產品名稱IC測試', '檢測IC高溫晶片通電檢測測試用板高溫晶片通電檢測用板 IC Handler測試機區分合格品與不合格品IC外觀檢測烤箱再次選出不合格品', '測Lead Scanner  CCD相機通過目測與測量', '檢查IC的外觀']","[3, 12, 19, 30, 32, 38, 40, 44, 48, 54, 62, 67, 95, 103, 108]","['導線架', '切割', '為', '印字', '保護', '特性', '儀器']","[4, 13, 33, 49, 55, 69, 104]"
"['格品高溫晶片通電檢測', '高溫保存測試加速壽命測試PCBT', '對IC實施', '四種']","[6, 14, 18, 21]","['選出', '不合', '用板', '測試']","[0, 1, 7, 15]"
"['產品的品質出貨預知', '請洽…', ' 蕭翔文', '- Allen  allen.ye@aeneas.com.tw8797-', ' #635', ' - Leon  leon@aeneas.com.tw8797', '4259', ' - Leo  ', 'tw', '-4259#720', '8797-4259#639', '-4259#628', ' johnson@aeneas.com.tw8797-4259', '637          RD 專欄18吋晶圓廠', '自動化方法－縮短', '週期及程間', '環境控制之挑戰', '科技', '藉由解決生產週期', '問題']","[6, 9, 11, 16, 18, 22, 24, 28, 30, 35, 42, 47, 52, 60, 65, 69, 74, 76, 82, 84]","['確保', '詳情', 'FAE team', ' - Alvin  alvin@aeneas.com.tw', '主要']","[1, 7, 10, 12, 83]"
['製程變異與汙染'],[3],[],[]
"['晶圓', '價值', '提升']","[0, 4, 9]","['自動', '化', '獲得', '顯著']","[1, 2, 5, 7]"
['12吋晶圓'],[3],"['製造', '而言']","[4, 5]"
[''],[3],['正確'],[2]
"['18吋晶圓', '時']","[6, 8]","['升級', '進入', '製造']","[2, 3, 7]"
['決定性'],[4],"['顯得', '具']","[1, 3]"
"['', '一些產業目前', '問題', '晶圓廠自動化', '未來可行性的影響與效益']","[1, 6, 9, 13, 20]","['重要', '面臨', '了解', '提供']","[0, 7, 11, 14]"
"['目前12吋晶圓廠的生產週期', '']","[6, 13]","['長', '接受']","[8, 12]"
"['其', '資產設備']","[0, 5]","['阻礙', '充分', '利用']","[1, 6, 7]"
['市場的反應'],[5],['淡化'],[1]
"['半導體', '次20奈米製程世代時']","[1, 9]","['製造', '進入']","[2, 3]"
"['一些製程步驟', '時間的變異', '']","[2, 7, 9]","['等待', '變', '敏感']","[4, 8, 11]"
"['目前的AMHS架構來', '顯得']","[6, 8]",['更加'],[9]
"['蝕刻與蝕刻後', '製程間的時間', '控制']","[5, 10, 16]","['清洗', '精準']","[6, 14]"
"['晶圓', '濕氣與氧氣環境下時']","[2, 10]",['暴露'],[3]
['晶圓表面圖案的關鍵尺寸'],[9],"['開始', '破壞']","[2, 3]"
"['產業', '製程世代時']","[1, 9]","['發展', '微小']","[2, 5]"
"['微影需求', '多次', '圖案', '需要']","[1, 5, 7, 10]","['驅動', '曝光', '化']","[2, 6, 8]"
"['每個光罩層的製程步驟數', '倍數', '四倍']","[6, 9, 12]","['成', '增加']","[8, 13]"
['生產週期'],[5],['增長'],[2]
[],[],[],[]
"['晶圓', '製程時間']","[3, 11]","['處理', '大', '需要', '長']","[0, 2, 6, 8]"
"['時間', '微影、離子', '及一些量測設備']","[0, 9, 15]","['增加', '發生', '像', '植入']","[1, 4, 6, 10]"
"['其製程時間', '晶圓面積', '']","[2, 6, 9]",['來'],[8]
"['18吋批次', '第一片晶圓', '時間']","[5, 10, 17]","['生產', '等待', '長']","[6, 13, 15]"
"['該批中其餘的24片晶圓', '製程']","[8, 10]",['完成'],[9]
"['所有25片晶圓', '晶圓搬運盒後']","[4, 11]",['回到'],[6]
"['整批晶圓', 'AMHS', '其', '下一個製程站點']","[2, 5, 7, 13]","['需要', '等待', '送到']","[3, 4, 8]"
['整個等待時間'],[4],['長'],[6]
"['批次與批次間的時間變異', '第一片與最後一片製程', '時間', '問題']","[12, 20, 22, 25]","['有', '接受', '等待', '不同']","[2, 4, 21, 23]"
"['方法是', '生產週期與', '製程間的時間控制']","[4, 12, 20]","['自動化', '較', '', '']","[2, 7, 9, 15]"
"['一個', '晶圓', '製程間', '氧氣與濕氣的架構']","[1, 3, 6, 13]","['使', '避免']","[2, 8]"
['關鍵製程時間的依賴'],[7],['降低'],[1]
['影響良率'],[5],['正向'],[2]
['1990年代初期'],[2],[],[]
"['空氣', '氮氣的控制體積', '環境', '區']","[3, 8, 11, 16]","['減少', '潔淨', '用微', '隔離', '潔淨']","[1, 2, 10, 13, 14]"
"['半導體標準機械介面系統', '環境控制水準']","[4, 12]","['提供', '嚴格']","[5, 8]"
['18吋世代'],[3],[],[]
"['', '體積的技術', '晶圓生產環境']","[1, 5, 14]","['類似', '減少', '創造出', '安全', '經濟']","[0, 2, 7, 8, 10]"
"['晶圓', '微粒汙染', '其他濕氣、氧氣與任何其他', '一個', '製程的汙染']","[1, 5, 13, 17, 22]","['保護', '受', '傷害', '知']","[0, 3, 15, 19]"
['SMIF的狀況'],[3],['一樣'],[4]
"['一個', '頭尾的解決方案', '晶圓', '極限的汙染環境中']","[2, 7, 9, 22]","['需要', '貫穿', '使', '暴露', '超過', '大容許', '暴露']","[0, 3, 8, 11, 14, 16, 17]"
"['方案', '模組化', '晶圓廠設備', '結構組態與設備', '上的彈性']","[2, 7, 11, 17, 21]","['解決', '需要', '提供', '佈置', '選擇']","[1, 5, 9, 12, 18]"
"['     圖', '：整合機台緩衝區', '淨化功能的18吋晶圓分', '/EFEM', '較小', '巨大', '片', '']","[0, 6, 14, 17, 21, 26, 30, 32]","['揀機', '批量', '了', '優勢', '25', '晶圓']","[15, 22, 24, 27, 29, 31]"
"['一片晶圓', '製程反應室裡時']","[3, 9]",[],[]
['其他24片晶圓'],[3],['等待'],[6]
"['批量大小會', '此變異', '時間']","[2, 6, 8]","['降低', '削減', '寶貴']","[0, 3, 7]"
"['', '整體生產週期時間']","[2, 7]","['顯著', '降低']","[1, 3]"
"['許多論文', '批量', '後設備利用率', '週期']","[1, 5, 10, 15]","['顯示', '生產', '變', '小', '提高', '生產', '下降']","[3, 4, 6, 7, 12, 14, 17]"
[''],[1],['不幸'],[0]
"['AMHS系統', '批量的傳送時間', '瓶頸']","[3, 10, 14]","['傳統', '支援', '小', '遇到']","[0, 5, 6, 13]"
['其利益'],[5],['阻礙'],[2]
"['設備', '機台緩衝區']","[0, 4]",['端'],[1]
['圖1'],[2],['示'],[4]
"['AMHS', 'FOUPs時的瓶頸']","[3, 8]","['幫忙', '疏解', '傳送']","[1, 2, 4]"
"['批量', '可能']","[3, 7]","['使', '小', '生產', '變']","[1, 2, 4, 5]"
"['設備端的機台緩衝區', '關鍵路徑上', '設備的使用率']","[4, 14, 20]","['傳送', '移除', '提高']","[9, 15, 17]"
"['氮氣', '能力', '製程的容許度']","[1, 4, 9]","['搭配', '淨化', '提高']","[0, 2, 6]"
"['下一個製程步驟', '關鍵時間區段中']","[5, 13]","['允許', '執行到']","[8, 15]"
"['由AMHS造成', '時間', '會直接影響製程', '良率']","[3, 5, 10, 14]","['變異', '勻度', '']","[6, 12, 13]"
"['一種', '連結機台群組單元的方法', '變異', '負擔']","[1, 8, 12, 21]","['降低', '移除', '優先', '傳送', '造成']","[11, 14, 15, 16, 19]"
"['這種群組單元的方法', '機台緩衝區、', '真空平台', 'EFEMs', '批次', '時間與一致性']","[5, 15, 19, 24, 29, 33]","['使用', '結合', '連結', '連結', '連結', '達成', '需要', '到達']","[7, 8, 11, 17, 22, 26, 27, 30]"
"['', '方案', '設備佈置彈性下', '晶圓', '虛擬群聚']","[1, 5, 13, 16, 20]","['理想', '連結', '解決', '建立', '保持', '有', '均衡', '產速']","[0, 3, 4, 6, 9, 14, 15, 17]"
"['應用彈性', '模組', '方法']","[5, 8, 10]","['保持', '充分', '需要', '化']","[1, 2, 7, 9]"
"['一種令人興奮', '區塊', '群組單元方法的是互相連結', '晶圓直接', '個', '遞送到相鄰的EFEM']","[5, 7, 16, 21, 24, 30]","['建置', '使用', '', '將', '製程']","[6, 8, 12, 19, 25]"
['反應室'],[4],"['進入', '接續']","[1, 2]"
"['這種', '晶圓', 'FOUP', 'AMHS操作']","[1, 4, 8, 12]","['直接', '交換', '需要', '進出']","[2, 5, 7, 9]"
['關鍵傳輸時間與消除變異性'],[9],['低'],[2]
['這種情況下'],[4],[],[]
"['次晶圓', '多個機台中']","[2, 9]","['批', '散佈']","[0, 4]"
"['後', 'FOUP的完整性']","[0, 8]","['合併', '維持']","[3, 5]"
[''],[0],['一般'],[2]
"['軟體', '管理與', '這些晶圓的動向']","[0, 6, 11]","['沒有', '失誤', '控制']","[2, 3, 7]"
